chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
chr1,2230286,2231286,.,1,1,0,0,0
chr1,2231438,2232438,.,0,1,0,0,0
chr1,2232162,2233162,.,0,1,0,0,0
chr1,2245445,2246445,.,0,0,1,1,0
chr1,2246159,2247159,.,0,1,0,1,1
chr1,2253197,2254197,.,1,0,0,0,0
chr1,2253655,2254655,.,0,0,1,0,0
chr1,2477193,2478193,.,0,1,1,1,1
chr1,2478046,2479046,.,1,1,1,0,1
chr1,2509450,2510450,.,0,1,1,1,0
chr1,2573611,2574611,.,0,1,1,0,0
chr1,2574053,2575053,.,1,1,1,1,1
chr1,3086626,3087626,.,0,0,0,1,0
chr1,3135610,3136610,.,0,0,0,1,0
chr1,3229434,3230434,.,0,0,0,1,0
chr1,3230723,3231723,.,0,0,0,1,0
chr1,3232339,3233339,.,0,0,0,1,0
chr1,3236841,3237841,.,0,0,0,1,0
chr1,3243039,3244039,.,0,0,0,1,0
chr1,3251389,3252389,.,0,0,0,1,0
chr1,3267043,3268043,.,0,0,0,1,0
chr1,3373361,3374361,.,0,0,0,1,0
chr1,3374621,3375621,.,0,0,1,1,0
chr1,3376806,3377806,.,0,0,0,1,0
chr1,3398489,3399489,.,0,0,1,1,0
chr1,3420413,3421413,.,0,0,1,0,0
chr1,3459552,3460552,.,0,0,1,0,0
chr1,3463597,3464597,.,0,0,1,0,0
chr1,3520890,3521890,.,1,0,0,0,0
chr1,3572971,3573971,.,0,1,0,0,0
chr1,3580957,3581957,.,0,1,0,0,0
chr1,3581721,3582721,.,0,1,0,0,0
chr1,3589880,3590880,.,0,1,0,0,0
chr1,3593741,3594741,.,0,1,0,0,0
chr1,3608857,3609857,.,0,1,0,0,0
chr1,3619680,3620680,.,0,0,0,0,1
chr1,3634300,3635300,.,0,1,0,0,0
chr1,3727613,3728613,.,0,0,1,0,0
chr1,3817359,3818359,.,0,1,1,1,1
chr1,4327189,4328189,.,0,1,0,1,0
chr1,4394030,4395030,.,0,0,0,0,1
chr1,5172353,5173353,.,0,0,0,0,1
chr1,5956839,5957839,.,0,0,0,1,0
chr1,6040183,6041183,.,0,0,1,0,0
chr1,6053355,6054355,.,0,1,1,0,1
chr1,6054460,6055460,.,0,1,1,0,0
chr1,6087871,6088871,.,0,1,0,0,0
chr1,6221117,6222117,.,0,0,1,0,0
chr1,6230561,6231561,.,0,0,0,1,0
chr1,6319635,6320635,.,0,1,1,0,0
chr1,6321264,6322264,.,0,0,0,0,1
chr1,6337454,6338454,.,0,0,1,0,0
chr1,6341519,6342519,.,0,0,0,1,0
chr1,6349863,6350863,.,0,1,0,0,0
chr1,6350772,6351772,.,0,1,0,0,0
chr1,6353716,6354716,.,0,1,1,0,0
chr1,6451295,6452295,.,0,0,1,0,1
chr1,6660823,6661823,.,0,1,1,1,1
chr1,6708655,6709655,.,0,1,1,1,0
chr1,6760401,6761401,.,0,0,0,1,1
chr1,6894203,6895203,.,0,1,1,0,1
chr1,6943517,6944517,.,0,1,1,1,1
chr1,7177290,7178290,.,0,0,1,0,1
chr1,7289416,7290416,.,0,0,1,0,0
chr1,7312882,7313882,.,0,0,0,1,0
chr1,7327333,7328333,.,0,0,1,0,0
chr1,7359047,7360047,.,0,0,1,0,0
chr1,7461644,7462644,.,1,0,1,0,0
chr1,7530801,7531801,.,0,0,1,0,0
chr1,7540026,7541026,.,0,0,1,0,0
chr1,7609010,7610010,.,1,0,1,0,0
chr1,7764237,7765237,.,1,0,1,1,1
chr1,7813241,7814241,.,0,0,0,1,0
chr1,7843104,7844104,.,1,0,1,1,1
chr1,8053907,8054907,.,0,1,1,1,1
chr1,8069765,8070765,.,1,0,0,1,1
chr1,8076137,8077137,.,0,0,0,1,0
chr1,8107502,8108502,.,0,0,1,0,0
chr1,8121009,8122009,.,1,0,0,1,0
chr1,8136911,8137911,.,0,0,1,1,0
chr1,8154225,8155225,.,0,0,1,1,0
chr1,8156325,8157325,.,0,1,1,1,1
chr1,8157098,8158098,.,0,1,1,1,0
chr1,8180628,8181628,.,0,0,1,1,0
chr1,8186797,8187797,.,0,0,1,0,0
chr1,8187198,8188198,.,0,0,0,1,0
chr1,8197711,8198711,.,0,0,1,1,0
chr1,8214403,8215403,.,0,0,0,1,0
chr1,8215350,8216350,.,0,0,0,1,0
chr1,8229475,8230475,.,0,1,0,1,1
chr1,8229896,8230896,.,0,0,0,1,0
chr1,8249627,8250627,.,0,0,1,1,0
chr1,8254272,8255272,.,0,0,1,1,1
chr1,8257401,8258401,.,1,0,1,1,0
chr1,8261882,8262882,.,1,0,1,1,0
chr1,8263518,8264518,.,0,0,0,1,0
chr1,8264123,8265123,.,0,0,1,0,0
chr1,8271715,8272715,.,0,0,1,1,1
chr1,8299717,8300717,.,0,0,0,1,0
chr1,8318876,8319876,.,0,0,0,1,0
chr1,8342906,8343906,.,0,1,0,0,1
chr1,8445464,8446464,.,0,1,0,0,0
chr1,8450446,8451446,.,0,1,0,0,0
chr1,8456710,8457710,.,0,1,0,0,0
chr1,8469383,8470383,.,0,0,1,0,0
chr1,8487286,8488286,.,0,1,0,1,1
chr1,8487741,8488741,.,0,1,0,0,0
chr1,8498657,8499657,.,0,1,0,0,0
chr1,8533458,8534458,.,0,1,0,0,0
chr1,8571246,8572246,.,0,0,1,0,1
chr1,8686179,8687179,.,0,1,1,1,0
chr1,8712356,8713356,.,0,1,0,0,0
chr1,8720104,8721104,.,0,1,0,0,0
chr1,8721438,8722438,.,0,1,0,1,1
chr1,8723758,8724758,.,0,1,0,1,0
chr1,8761800,8762800,.,1,0,1,1,0
chr1,8809869,8810869,.,0,1,1,1,1
chr1,8848987,8849987,.,0,1,0,1,1
chr1,8857842,8858842,.,0,1,1,1,0
chr1,8874610,8875610,.,0,1,1,0,0
chr1,8933253,8934253,.,1,1,1,1,0
chr1,8952972,8953972,.,0,1,0,1,0
chr1,8963644,8964644,.,0,0,1,0,0
chr1,8985580,8986580,.,0,0,1,0,0
chr1,8999511,9000511,.,0,0,1,0,0
chr1,9110591,9111591,.,0,1,0,0,0
chr1,9126977,9127977,.,0,1,0,0,0
chr1,9179432,9180432,.,0,1,0,0,0
chr1,9222550,9223550,.,0,1,1,1,0
chr1,9223283,9224283,.,0,1,0,1,0
chr1,9223583,9224583,.,0,1,0,1,0
chr1,9224638,9225638,.,0,1,0,0,0
chr1,9225122,9226122,.,0,1,0,0,0
chr1,9240862,9241862,.,0,1,1,1,0
chr1,9253813,9254813,.,0,1,0,0,0
chr1,9255877,9256877,.,0,1,0,0,0
chr1,9291444,9292444,.,0,1,0,0,0
chr1,9293144,9294144,.,0,0,1,1,0
chr1,9298370,9299370,.,0,0,1,0,0
chr1,9355101,9356101,.,0,0,1,0,0
chr1,9473275,9474275,.,0,1,1,0,0
chr1,9486111,9487111,.,0,1,0,0,0
chr1,9488533,9489533,.,1,1,1,1,1
chr1,9534804,9535804,.,0,1,1,1,0
chr1,9688905,9689905,.,0,1,0,0,0
chr1,9700208,9701208,.,0,1,0,0,0
chr1,9760169,9761169,.,0,1,0,0,0
chr1,9764964,9765964,.,0,1,0,0,0
chr1,9840538,9841538,.,0,1,0,0,0
chr1,9856384,9857384,.,0,1,0,0,0
chr1,9885031,9886031,.,0,0,1,0,0
chr1,9889207,9890207,.,0,0,0,1,0
chr1,9912124,9913124,.,0,0,1,0,0
chr1,9960120,9961120,.,0,0,0,1,0
chr1,10269612,10270612,.,1,0,1,1,0
chr1,10358849,10359849,.,0,0,1,1,1
chr1,10447538,10448538,.,0,0,1,0,0
chr1,10496477,10497477,.,1,0,0,1,0
chr1,10555816,10556816,.,0,1,0,0,0
chr1,10556844,10557844,.,0,1,0,0,0
chr1,10557948,10558948,.,0,0,1,0,1
chr1,10558758,10559758,.,0,0,0,1,1
chr1,10745375,10746375,.,0,0,0,1,0
chr1,10804422,10805422,.,0,1,0,0,0
chr1,10815626,10816626,.,0,0,1,0,0
chr1,10864216,10865216,.,0,0,1,0,0
chr1,10926808,10927808,.,0,1,0,0,0
chr1,10959566,10960566,.,0,0,1,0,0
chr1,10959999,10960999,.,0,0,1,0,0
chr1,10997176,10998176,.,0,0,0,1,0
chr1,11039945,11040945,.,0,0,0,1,0
chr1,11122553,11123553,.,0,0,1,1,0
chr1,11415252,11416252,.,0,0,0,1,0
chr1,11559248,11560248,.,0,0,0,1,1
chr1,11761402,11762402,.,0,0,1,0,0
chr1,11791471,11792471,.,0,0,0,0,1
chr1,11797904,11798904,.,0,0,0,1,0
chr1,11942571,11943571,.,0,0,0,1,1
chr1,11968326,11969326,.,0,1,1,1,1
chr1,11989666,11990666,.,0,1,0,1,1
chr1,12050436,12051436,.,0,1,1,1,0
chr1,12100246,12101246,.,0,1,0,0,0
chr1,12111784,12112784,.,0,1,0,0,1
chr1,12113978,12114978,.,0,1,0,0,0
chr1,12124295,12125295,.,0,1,0,0,0
chr1,12125756,12126756,.,0,1,0,1,0
chr1,12127523,12128523,.,0,1,0,0,0
chr1,12192759,12193759,.,0,1,1,0,0
chr1,12213005,12214005,.,0,1,0,0,0
chr1,12217543,12218543,.,0,1,0,1,0
chr1,12221664,12222664,.,0,1,0,0,0
chr1,12228205,12229205,.,0,1,0,0,1
chr1,12231287,12232287,.,0,1,0,0,0
chr1,12231772,12232772,.,0,1,0,0,0
chr1,12233379,12234379,.,0,1,0,0,1
chr1,12235873,12236873,.,0,1,0,0,0
chr1,12237733,12238733,.,0,1,0,0,1
chr1,12238722,12239722,.,0,0,0,1,0
chr1,12240151,12241151,.,0,0,0,1,0
chr1,12405570,12406570,.,0,1,0,0,0
chr1,12485198,12486198,.,0,0,1,1,1
chr1,12493012,12494012,.,1,0,0,0,1
chr1,12493607,12494607,.,0,1,0,0,1
chr1,12508394,12509394,.,0,1,0,0,1
chr1,12533045,12534045,.,0,0,0,0,1
chr1,12544032,12545032,.,0,0,1,0,1
chr1,12578719,12579719,.,0,1,0,0,0
chr1,12589107,12590107,.,1,0,0,1,1
chr1,12599553,12600553,.,0,1,1,0,0
chr1,12600189,12601189,.,0,0,0,1,0
chr1,12609378,12610378,.,0,0,1,0,1
chr1,12613681,12614681,.,1,0,0,1,1
chr1,12674121,12675121,.,1,1,1,1,1
chr1,12675280,12676280,.,0,1,0,1,0
chr1,12717304,12718304,.,0,0,0,0,1
chr1,13916685,13917685,.,0,1,0,0,0
chr1,14027625,14028625,.,0,1,0,0,0
chr1,14028978,14029978,.,0,1,0,0,0
chr1,14054464,14055464,.,0,1,0,0,0
chr1,14638053,14639053,.,0,1,0,0,0
chr1,14764720,14765720,.,0,0,0,0,1
chr1,14843421,14844421,.,0,1,0,0,0
chr1,14846706,14847706,.,0,1,0,0,0
chr1,14881235,14882235,.,0,1,0,0,0
chr1,14923780,14924780,.,0,1,0,0,0
chr1,14926057,14927057,.,0,1,0,0,0
chr1,14992114,14993114,.,1,0,0,0,0
chr1,15059137,15060137,.,0,1,0,0,0
chr1,15110879,15111879,.,0,0,0,0,1
chr1,15239907,15240907,.,0,0,0,1,0
chr1,15246950,15247950,.,0,1,0,0,0
chr1,15266108,15267108,.,0,0,0,1,0
chr1,15335062,15336062,.,0,0,0,1,0
chr1,15416625,15417625,.,0,0,0,1,0
chr1,15498753,15499753,.,0,0,0,1,0
chr1,15519088,15520088,.,0,1,1,1,1
chr1,15569852,15570852,.,0,1,0,0,0
chr1,15572248,15573248,.,0,1,0,0,0
chr1,15575350,15576350,.,0,1,0,0,1
chr1,15587620,15588620,.,0,1,0,1,0
chr1,15649149,15650149,.,0,1,0,0,0
chr1,15663881,15664881,.,0,0,1,0,0
chr1,15666572,15667572,.,0,1,1,0,0
chr1,15672770,15673770,.,0,0,1,0,1
chr1,15697227,15698227,.,0,0,0,1,0
chr1,15737889,15738889,.,0,1,1,0,0
chr1,15738323,15739323,.,0,0,1,0,0
chr1,15742395,15743395,.,0,1,1,1,1
chr1,15743478,15744478,.,0,1,1,0,0
chr1,15786076,15787076,.,0,0,1,0,0
chr1,15827546,15828546,.,0,0,1,0,0
chr1,15946312,15947312,.,0,1,1,0,0
chr1,16006931,16007931,.,0,0,1,0,0
chr1,16086780,16087780,.,1,1,1,1,1
chr1,16125163,16126163,.,1,1,1,0,0
chr1,16158084,16159084,.,0,0,1,1,1
chr1,16175492,16176492,.,1,1,1,1,1
chr1,16176209,16177209,.,0,1,1,1,1
chr1,16209047,16210047,.,0,0,1,0,1
chr1,16212425,16213425,.,0,1,1,1,1
chr1,16227341,16228341,.,0,1,0,1,1
chr1,16275755,16276755,.,0,1,1,0,0
chr1,16277287,16278287,.,0,1,1,0,1
chr1,16291423,16292423,.,0,1,0,1,0
chr1,16292333,16293333,.,0,1,0,1,0
chr1,16338978,16339978,.,0,1,1,1,1
chr1,16339353,16340353,.,0,1,0,1,1
chr1,16342300,16343300,.,0,1,0,0,0
chr1,16469891,16470891,.,1,0,1,1,1
chr1,16478551,16479551,.,0,0,1,1,0
chr1,16478882,16479882,.,0,0,0,1,0
chr1,16488614,16489614,.,0,0,0,0,1
chr1,16499328,16500328,.,0,0,1,0,1
chr1,16499696,16500696,.,1,0,1,0,0
chr1,16502105,16503105,.,0,0,1,0,1
chr1,16508022,16509022,.,0,0,1,1,0
chr1,16510937,16511937,.,0,0,1,0,0
chr1,16668621,16669621,.,0,1,1,1,1
chr1,16670141,16671141,.,0,1,1,1,1
chr1,16677039,16678039,.,0,1,1,0,1
chr1,16695715,16696715,.,1,1,1,1,1
chr1,16770136,16771136,.,0,0,0,0,1
chr1,16825312,16826312,.,1,1,1,1,1
chr1,16825876,16826876,.,0,0,0,1,0
chr1,17023360,17024360,.,0,0,0,1,1
chr1,17026705,17027705,.,0,0,0,1,0
chr1,17229545,17230545,.,0,0,0,1,0
chr1,17230978,17231978,.,1,1,1,1,1
chr1,17239985,17240985,.,1,1,1,1,1
chr1,17253958,17254958,.,0,0,1,0,0
chr1,17353293,17354293,.,0,0,1,1,1
chr1,17424685,17425685,.,0,0,0,0,1
chr1,17454571,17455571,.,0,0,1,0,0
chr1,17467537,17468537,.,0,1,0,0,0
chr1,17467940,17468940,.,0,1,0,0,0
chr1,17517695,17518695,.,0,0,1,0,0
chr1,17518539,17519539,.,0,0,1,0,0
chr1,17534240,17535240,.,0,1,1,0,0
chr1,17556978,17557978,.,0,1,1,0,1
chr1,17577837,17578837,.,0,0,0,0,1
chr1,17745879,17746879,.,0,1,1,1,1
chr1,17767757,17768757,.,1,1,1,1,1
chr1,17864854,17865854,.,0,1,0,0,0
chr1,17866994,17867994,.,0,1,0,0,0
chr1,17874586,17875586,.,0,0,1,0,0
chr1,17880233,17881233,.,0,1,0,0,0
chr1,17895911,17896911,.,0,0,1,1,0
chr1,17961987,17962987,.,0,0,0,1,0
chr1,18376158,18377158,.,0,0,0,1,0
chr1,18667320,18668320,.,0,1,0,0,0
chr1,19077685,19078685,.,0,0,1,0,0
chr1,19190102,19191102,.,0,0,1,0,0
chr1,19252712,19253712,.,0,1,1,1,0
chr1,19263644,19264644,.,0,0,0,1,1
chr1,19275906,19276906,.,0,0,0,1,0
chr1,19276808,19277808,.,0,1,1,1,0
chr1,19278140,19279140,.,0,1,0,0,0
chr1,19279861,19280861,.,1,1,0,0,0
chr1,19283408,19284408,.,0,0,0,1,0
chr1,19324455,19325455,.,0,0,0,1,0
chr1,19333598,19334598,.,1,0,0,1,0
chr1,19336095,19337095,.,0,0,0,1,0
chr1,19337259,19338259,.,0,0,1,1,0
chr1,19699412,19700412,.,0,0,0,1,0
chr1,19703570,19704570,.,0,1,0,0,0
chr1,19778479,19779479,.,0,1,1,1,0
chr1,19779892,19780892,.,0,1,0,0,0
chr1,19794630,19795630,.,0,1,0,0,0
chr1,19795576,19796576,.,0,1,1,0,1
chr1,19803008,19804008,.,0,0,0,1,0
chr1,19803513,19804513,.,0,1,0,1,0
chr1,19838787,19839787,.,0,1,0,0,0
chr1,19926391,19927391,.,0,0,0,1,0
chr1,20090919,20091919,.,1,0,1,1,1
chr1,20110712,20111712,.,0,1,1,0,0
chr1,20204383,20205383,.,0,0,1,1,1
chr1,20307533,20308533,.,0,0,0,1,0
chr1,20407126,20408126,.,0,1,0,0,0
chr1,20452218,20453218,.,0,1,0,0,0
chr1,20513835,20514835,.,0,0,0,0,1
chr1,20692664,20693664,.,0,1,0,0,0
chr1,20806532,20807532,.,1,0,0,1,0
chr1,20807702,20808702,.,1,0,0,1,0
chr1,20923852,20924852,.,0,0,1,0,0
chr1,20930374,20931374,.,0,0,1,0,0
chr1,20992977,20993977,.,1,1,1,1,1
chr1,21084489,21085489,.,0,0,1,0,1
chr1,21149240,21150240,.,0,1,1,1,1
chr1,21193944,21194944,.,0,1,1,0,0
chr1,21283513,21284513,.,0,1,1,0,1
chr1,21348623,21349623,.,1,1,0,1,1
chr1,21349255,21350255,.,0,1,0,1,0
chr1,21401445,21402445,.,0,1,0,1,0
chr1,21406438,21407438,.,0,1,0,0,1
chr1,21427598,21428598,.,1,1,1,1,1
chr1,21475356,21476356,.,0,0,0,1,1
chr1,21475937,21476937,.,0,1,1,1,0
chr1,21510412,21511412,.,0,0,1,0,1
chr1,21558144,21559144,.,0,0,1,0,0
chr1,21587950,21588950,.,1,0,1,0,1
chr1,21588629,21589629,.,0,0,1,0,0
chr1,21610891,21611891,.,0,1,1,1,1
chr1,21618298,21619298,.,0,1,0,0,0
chr1,21643513,21644513,.,0,1,1,0,0
chr1,21648786,21649786,.,0,0,1,1,0
chr1,21650745,21651745,.,0,1,1,0,0
chr1,21651523,21652523,.,0,1,0,0,0
chr1,21655526,21656526,.,0,1,1,1,0
chr1,21660404,21661404,.,1,1,0,1,0
chr1,21663586,21664586,.,0,0,1,0,0
chr1,21664116,21665116,.,0,0,1,0,0
chr1,21670169,21671169,.,0,1,1,0,0
chr1,21723719,21724719,.,0,1,1,1,1
chr1,21931231,21932231,.,0,0,1,1,0
chr1,21964817,21965817,.,0,0,1,0,1
chr1,21992675,21993675,.,0,0,0,1,0
chr1,22065617,22066617,.,0,1,0,1,1
chr1,22075737,22076737,.,1,1,1,1,0
chr1,22088705,22089705,.,0,1,0,0,0
chr1,22106261,22107261,.,0,1,1,0,1
chr1,22221441,22222441,.,0,0,0,1,0
chr1,22231000,22232000,.,0,0,1,0,1
chr1,22232331,22233331,.,0,0,0,0,1
chr1,22232983,22233983,.,0,0,0,0,1
chr1,22235418,22236418,.,0,0,0,0,1
chr1,22259965,22260965,.,0,0,0,1,0
chr1,22265798,22266798,.,0,0,0,1,0
chr1,22345224,22346224,.,0,1,0,0,1
chr1,22366033,22367033,.,0,1,1,0,0
chr1,22374763,22375763,.,1,1,1,1,1
chr1,22503549,22504549,.,0,1,0,0,0
chr1,22611606,22612606,.,0,0,1,0,0
chr1,22828835,22829835,.,0,1,1,1,1
chr1,22836068,22837068,.,0,0,0,1,0
chr1,22862840,22863840,.,0,0,0,0,1
chr1,23076529,23077529,.,0,1,0,0,0
chr1,23112955,23113955,.,0,0,1,0,0
chr1,23123368,23124368,.,0,0,0,1,0
chr1,23387136,23388136,.,0,0,0,1,0
chr1,23426395,23427395,.,0,1,0,0,0
chr1,23429510,23430510,.,0,1,1,0,1
chr1,23448607,23449607,.,0,0,0,1,0
chr1,23493828,23494828,.,0,0,1,1,0
chr1,23523016,23524016,.,0,0,1,0,0
chr1,23541967,23542967,.,1,0,1,1,0
chr1,23669248,23670248,.,0,1,1,1,1
chr1,23748549,23749549,.,0,0,1,1,1
chr1,23838974,23839974,.,0,0,1,0,0
chr1,23880972,23881972,.,1,1,1,1,1
chr1,23882183,23883183,.,0,0,1,1,0
chr1,23888439,23889439,.,0,1,1,1,1
chr1,23903518,23904518,.,0,1,1,0,0
chr1,23911715,23912715,.,0,0,1,0,0
chr1,23916571,23917571,.,0,1,0,0,0
chr1,23917775,23918775,.,0,1,1,1,0
chr1,23961124,23962124,.,0,1,1,0,0
chr1,23977294,23978294,.,0,0,1,0,0
chr1,24063553,24064553,.,0,0,0,1,0
chr1,24228705,24229705,.,1,0,0,0,0
chr1,24235567,24236567,.,0,1,0,0,0
chr1,24237013,24238013,.,0,1,0,0,0
chr1,24348914,24349914,.,0,0,1,1,1
chr1,24394669,24395669,.,0,0,0,1,0
chr1,24475995,24476995,.,0,0,1,0,0
chr1,24477397,24478397,.,0,0,0,1,0
chr1,24515749,24516749,.,0,1,0,0,0
chr1,24516309,24517309,.,0,1,0,0,0
chr1,24517198,24518198,.,0,1,0,0,0
chr1,24518092,24519092,.,0,1,1,0,0
chr1,24519299,24520299,.,0,0,0,1,1
chr1,24580970,24581970,.,0,0,0,1,1
chr1,24679965,24680965,.,0,0,0,0,1
chr1,24691457,24692457,.,1,1,1,1,1
chr1,24722128,24723128,.,0,0,0,1,1
chr1,24732169,24733169,.,0,0,0,0,1
chr1,24831207,24832207,.,0,0,0,1,0
chr1,24832796,24833796,.,0,0,1,0,0
chr1,24854370,24855370,.,0,0,0,1,0
chr1,24856171,24857171,.,0,0,0,1,0
chr1,24878393,24879393,.,0,0,0,1,0
chr1,24968299,24969299,.,0,0,0,0,1
chr1,24970210,24971210,.,0,0,1,0,1
chr1,25021581,25022581,.,0,1,0,0,1
chr1,25050643,25051643,.,0,0,1,1,1
chr1,25051296,25052296,.,0,0,0,0,1
chr1,25095173,25096173,.,0,1,0,0,0
chr1,25236801,25237801,.,0,1,0,1,1
chr1,25237364,25238364,.,0,1,0,1,0
chr1,25242368,25243368,.,0,1,0,1,0
chr1,25246368,25247368,.,0,1,0,0,0
chr1,25246703,25247703,.,0,1,0,0,0
chr1,25248394,25249394,.,0,1,0,0,1
chr1,25249714,25250714,.,0,1,0,0,0
chr1,25251353,25252353,.,0,1,0,0,0
chr1,25251715,25252715,.,0,1,0,0,0
chr1,25273254,25274254,.,0,1,0,0,0
chr1,25281294,25282294,.,0,1,0,0,1
chr1,25298438,25299438,.,0,1,0,0,0
chr1,25343662,25344662,.,0,0,1,0,0
chr1,25345505,25346505,.,0,1,0,0,0
chr1,25348429,25349429,.,0,1,1,0,0
chr1,25349954,25350954,.,0,1,0,0,0
chr1,25351757,25352757,.,0,1,0,0,0
chr1,25353204,25354204,.,0,1,0,0,0
chr1,25354725,25355725,.,0,1,0,0,0
chr1,25355058,25356058,.,0,1,0,0,0
chr1,25356989,25357989,.,0,1,1,0,0
chr1,25357674,25358674,.,0,1,0,0,0
chr1,25360171,25361171,.,0,1,0,0,0
chr1,25361026,25362026,.,0,1,0,0,0
chr1,25425398,25426398,.,0,1,0,0,0
chr1,25466413,25467413,.,0,1,0,0,0
chr1,25559352,25560352,.,1,1,1,1,1
chr1,25565803,25566803,.,0,1,1,1,1
chr1,25566144,25567144,.,0,1,1,1,1
chr1,25665680,25666680,.,0,1,0,0,0
chr1,25801593,25802593,.,0,1,0,0,1
chr1,25823528,25824528,.,0,1,1,1,0
chr1,25942476,25943476,.,0,1,1,1,0
chr1,26123129,26124129,.,0,1,0,0,1
chr1,26184573,26185573,.,0,0,1,0,0
chr1,26201228,26202228,.,0,1,1,1,0
chr1,26319731,26320731,.,0,0,0,0,1
chr1,26337394,26338394,.,0,0,0,0,1
chr1,26452550,26453550,.,0,1,1,0,1
chr1,26490628,26491628,.,0,0,0,1,0
chr1,26528056,26529056,.,0,0,0,0,1
chr1,26613629,26614629,.,0,1,0,0,0
chr1,26614718,26615718,.,0,1,0,0,1
chr1,26615262,26616262,.,0,1,0,0,0
chr1,26615876,26616876,.,0,1,0,0,0
chr1,26616755,26617755,.,0,0,1,0,0
chr1,26634456,26635456,.,0,0,1,0,1
chr1,26641591,26642591,.,0,1,1,0,1
chr1,26676964,26677964,.,0,0,0,1,0
chr1,26677688,26678688,.,0,0,1,1,0
chr1,26683385,26684385,.,0,0,1,0,0
chr1,26745163,26746163,.,0,0,0,0,1
chr1,26827050,26828050,.,1,1,1,1,1
chr1,26907034,26908034,.,0,1,0,0,0
chr1,26907438,26908438,.,1,0,1,1,1
chr1,26908898,26909898,.,0,1,0,0,0
chr1,26946543,26947543,.,0,1,1,1,1
chr1,26947270,26948270,.,1,1,1,1,1
chr1,27021108,27022108,.,0,1,0,1,1
chr1,27024388,27025388,.,1,1,1,1,1
chr1,27112340,27113340,.,0,0,0,1,0
chr1,27154128,27155128,.,0,1,1,0,1
chr1,27154730,27155730,.,0,1,1,0,0
chr1,27159694,27160694,.,0,1,0,1,0
chr1,27165153,27166153,.,0,1,1,1,0
chr1,27175528,27176528,.,1,0,1,0,0
chr1,27185449,27186449,.,0,0,0,0,1
chr1,27191156,27192156,.,1,1,1,1,1
chr1,27321146,27322146,.,0,0,0,1,0
chr1,27336304,27337304,.,0,0,1,0,1
chr1,27353311,27354311,.,0,0,0,1,1
chr1,27383636,27384636,.,0,0,0,0,1
chr1,27400435,27401435,.,0,0,0,0,1
chr1,27462411,27463411,.,0,0,0,0,1
chr1,27518911,27519911,.,0,0,1,0,0
chr1,27527069,27528069,.,1,1,1,1,1
chr1,27561254,27562254,.,0,1,0,1,0
chr1,27691523,27692523,.,1,1,1,1,1
chr1,27762621,27763621,.,0,1,0,0,1
chr1,27771715,27772715,.,0,0,1,0,0
chr1,27774858,27775858,.,0,1,1,1,1
chr1,27830668,27831668,.,0,0,1,1,0
chr1,27848506,27849506,.,1,0,0,1,1
