chromosome,start,end,strand,A549,CACO2,GM12878,H1,H9,HEK293,HELAS3,HEPG2,HL60,JURKAT,K562,MCF7,PC3
chr1,1265328,1266328,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,1282842,1283842,.,0,0,0,0,0,0,1,1,0,0,0,1,1
chr1,1286380,1287380,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr1,1294358,1295358,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,1295433,1296433,.,1,0,0,0,1,0,1,1,0,1,1,0,1
chr1,1343063,1344063,.,0,0,1,1,1,1,1,1,1,0,1,0,1
chr1,1368128,1369128,.,0,1,0,1,1,0,1,1,0,0,1,0,0
chr1,1456187,1457187,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,1609241,1610241,.,0,0,1,1,0,0,0,0,0,0,0,1,0
chr1,1611459,1612459,.,0,0,0,1,0,1,0,0,0,1,1,0,1
chr1,1706491,1707491,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1708586,1709586,.,0,0,1,1,1,1,1,1,0,1,1,1,1
chr1,1713867,1714867,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,1743929,1744929,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,1771682,1772682,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,1793345,1794345,.,0,1,0,0,0,0,1,1,1,0,0,0,1
chr1,1802708,1803708,.,1,0,1,1,1,0,0,1,1,0,1,1,1
chr1,1814443,1815443,.,1,1,1,1,0,0,1,1,1,1,1,0,1
chr1,1840142,1841142,.,0,1,1,1,1,1,1,1,1,1,1,1,1
chr1,1951090,1952090,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1951705,1952705,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr1,1978334,1979334,.,0,1,0,1,1,0,0,1,0,0,0,0,0
chr1,2059463,2060463,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,2068259,2069259,.,0,0,0,0,1,0,1,0,0,0,0,1,0
chr1,2082370,2083370,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,2111254,2112254,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,2135535,2136535,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,2139744,2140744,.,1,0,0,0,0,0,1,1,0,0,1,0,1
chr1,2162160,2163160,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,2171763,2172763,.,0,0,0,0,0,0,0,1,0,0,1,0,0
chr1,2177222,2178222,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr1,2230286,2231286,.,1,0,1,0,0,0,0,0,0,0,0,0,0
chr1,2231438,2232438,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,2232162,2233162,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,2245445,2246445,.,0,1,0,1,1,1,1,1,0,0,0,0,1
chr1,2246159,2247159,.,0,0,1,1,1,0,0,1,0,1,1,0,0
chr1,2253197,2254197,.,1,0,0,1,0,0,0,0,0,0,0,0,1
chr1,2253655,2254655,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,2477193,2478193,.,0,1,1,1,1,1,1,1,1,1,1,1,1
chr1,2478046,2479046,.,1,1,1,1,1,1,1,0,0,0,1,0,1
chr1,2509450,2510450,.,0,0,1,1,0,0,1,1,0,0,0,0,1
chr1,2573611,2574611,.,0,0,1,1,1,0,1,0,0,0,0,0,0
chr1,2574053,2575053,.,1,1,1,1,1,1,1,1,0,1,1,1,1
chr1,2804605,2805605,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,3086626,3087626,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3111379,3112379,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3128234,3129234,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,3133587,3134587,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3135610,3136610,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3229434,3230434,.,0,0,0,0,0,1,0,1,0,0,0,0,0
chr1,3230723,3231723,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3231095,3232095,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3232339,3233339,.,0,0,0,0,0,1,0,1,0,0,0,0,0
chr1,3236841,3237841,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3243039,3244039,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3251389,3252389,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3267043,3268043,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3268765,3269765,.,0,0,0,1,0,1,0,0,0,0,0,0,0
chr1,3309625,3310625,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,3325349,3326349,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,3373361,3374361,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr1,3374621,3375621,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr1,3376806,3377806,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3398489,3399489,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr1,3420413,3421413,.,0,0,0,0,1,0,1,0,0,0,0,0,1
chr1,3459552,3460552,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,3463597,3464597,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,3513787,3514787,.,0,0,0,1,0,0,0,0,1,0,0,0,0
chr1,3520890,3521890,.,1,0,0,0,0,0,0,0,1,1,0,0,0
chr1,3572971,3573971,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3580957,3581957,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3581721,3582721,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,3589880,3590880,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3593741,3594741,.,0,0,1,1,0,0,0,0,1,0,0,0,0
chr1,3608857,3609857,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3619680,3620680,.,0,0,0,0,0,0,0,0,0,1,1,0,0
chr1,3634300,3635300,.,0,0,1,0,1,0,0,0,1,0,0,0,0
chr1,3727613,3728613,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr1,3817359,3818359,.,0,0,1,1,1,1,1,1,1,1,1,0,1
chr1,4004604,4005604,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,4067614,4068614,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,4327189,4328189,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,4341860,4342860,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,4394030,4395030,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,4729151,4730151,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,4735901,4736901,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,5172353,5173353,.,0,0,0,0,1,0,0,0,0,0,1,0,0
chr1,5956839,5957839,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,6034300,6035300,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,6040183,6041183,.,0,0,0,1,1,0,1,0,0,0,0,0,0
chr1,6053355,6054355,.,0,1,1,1,1,0,1,0,0,1,1,0,1
chr1,6054460,6055460,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,6087871,6088871,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,6221117,6222117,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,6230561,6231561,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,6301686,6302686,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,6319635,6320635,.,0,0,1,1,1,0,1,0,0,1,0,1,0
chr1,6321264,6322264,.,0,0,0,0,1,0,0,0,0,0,1,0,0
chr1,6337454,6338454,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,6341519,6342519,.,0,0,0,0,0,0,0,1,0,1,0,0,1
chr1,6349863,6350863,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,6350772,6351772,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,6353716,6354716,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,6359908,6360908,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,6373211,6374211,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,6451295,6452295,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,6565958,6566958,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,6660823,6661823,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr1,6708655,6709655,.,0,0,1,0,0,0,1,1,1,1,0,0,0
chr1,6760401,6761401,.,0,0,0,0,1,0,0,1,0,0,1,0,0
chr1,6894203,6895203,.,0,0,1,1,0,0,1,0,0,0,1,0,1
chr1,6943517,6944517,.,0,0,1,0,1,0,1,1,1,1,1,0,0
chr1,7177290,7178290,.,0,0,0,1,1,0,1,0,0,0,1,0,0
chr1,7206900,7207900,.,0,0,0,0,1,1,0,0,0,1,0,0,0
chr1,7289416,7290416,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7312882,7313882,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,7327333,7328333,.,0,0,0,1,1,1,1,0,0,0,0,0,0
chr1,7359047,7360047,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr1,7461644,7462644,.,1,1,0,1,0,0,1,0,0,0,0,0,0
chr1,7530801,7531801,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr1,7540026,7541026,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7558087,7559087,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,7609010,7610010,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7668583,7669583,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,7729259,7730259,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,7764237,7765237,.,1,1,0,1,1,1,1,1,0,1,1,1,0
chr1,7813241,7814241,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,7843104,7844104,.,1,1,0,1,1,1,1,1,0,0,1,0,1
chr1,7947292,7948292,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,8053907,8054907,.,0,0,1,0,1,0,1,1,0,0,1,0,1
chr1,8069765,8070765,.,1,1,0,0,1,0,0,1,0,0,1,0,1
chr1,8076137,8077137,.,0,0,0,0,1,0,0,1,0,0,0,1,1
chr1,8107502,8108502,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8121009,8122009,.,1,1,0,0,0,0,0,1,0,0,0,0,1
chr1,8136911,8137911,.,0,0,0,0,0,0,1,1,0,0,0,1,1
chr1,8142775,8143775,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr1,8154225,8155225,.,0,0,0,0,0,0,1,1,0,0,0,0,1
chr1,8156325,8157325,.,0,0,1,0,0,0,1,1,0,0,1,0,1
chr1,8157098,8158098,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,8180628,8181628,.,0,1,0,0,0,0,1,1,0,0,0,0,0
chr1,8186797,8187797,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8187198,8188198,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8197711,8198711,.,0,0,0,0,0,0,1,1,0,0,0,0,1
chr1,8214403,8215403,.,0,0,0,1,0,0,0,1,0,0,0,0,0
chr1,8215350,8216350,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8229475,8230475,.,0,1,1,0,0,0,0,1,0,1,1,0,0
chr1,8229896,8230896,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8249627,8250627,.,0,0,0,0,0,0,1,1,0,0,0,1,0
chr1,8254272,8255272,.,0,0,0,0,0,1,1,1,0,0,1,0,1
chr1,8257401,8258401,.,1,0,0,0,0,0,1,1,0,0,0,1,1
chr1,8261882,8262882,.,1,0,0,1,0,0,1,1,0,0,0,0,0
chr1,8263518,8264518,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8264123,8265123,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,8271715,8272715,.,0,0,0,0,0,0,1,1,0,0,1,0,1
chr1,8299717,8300717,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8318876,8319876,.,0,0,0,0,0,0,0,1,0,0,0,0,1
chr1,8342906,8343906,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,8445464,8446464,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,8450446,8451446,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,8456710,8457710,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8469383,8470383,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8487286,8488286,.,0,1,1,1,0,1,0,1,1,0,1,0,1
chr1,8487741,8488741,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,8498657,8499657,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8520605,8521605,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,8533458,8534458,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,8571246,8572246,.,0,1,0,0,0,0,1,0,0,1,1,1,1
chr1,8686179,8687179,.,0,1,1,0,0,0,1,1,0,0,0,0,0
chr1,8689586,8690586,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,8712356,8713356,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8720104,8721104,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8721438,8722438,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,8723758,8724758,.,0,0,1,0,1,1,0,1,0,0,0,0,0
chr1,8761800,8762800,.,1,1,0,1,1,0,1,1,0,0,0,0,1
chr1,8809869,8810869,.,0,0,1,1,0,1,1,1,0,1,1,0,0
chr1,8848987,8849987,.,0,1,1,0,1,0,0,1,0,1,1,0,0
chr1,8857842,8858842,.,0,0,1,1,1,0,1,1,1,0,0,1,0
chr1,8874610,8875610,.,0,0,1,1,0,0,1,0,0,1,0,0,0
chr1,8933253,8934253,.,1,0,1,1,0,0,1,1,1,1,0,0,1
chr1,8952972,8953972,.,0,0,1,1,0,1,0,1,1,0,0,0,1
chr1,8963644,8964644,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8971023,8972023,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,8985580,8986580,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr1,8999511,9000511,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,9110591,9111591,.,0,0,1,1,1,0,0,0,1,0,0,0,0
chr1,9126977,9127977,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9179432,9180432,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9195136,9196136,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,9222550,9223550,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,9223283,9224283,.,0,0,1,1,0,0,0,1,0,0,0,1,0
chr1,9223583,9224583,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,9224638,9225638,.,0,1,1,0,1,0,0,0,0,0,0,0,0
chr1,9225122,9226122,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,9240862,9241862,.,0,0,1,0,0,0,1,1,0,0,0,0,0
chr1,9253813,9254813,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9255877,9256877,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9261284,9262284,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,9291444,9292444,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9293144,9294144,.,0,0,0,0,0,0,1,1,1,0,0,0,0
chr1,9298370,9299370,.,0,1,0,0,0,1,1,0,0,0,0,0,1
chr1,9317662,9318662,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,9335306,9336306,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,9355101,9356101,.,0,0,0,1,1,0,1,0,0,1,0,0,0
chr1,9473275,9474275,.,0,0,1,0,0,0,1,0,0,1,0,0,0
chr1,9486111,9487111,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9488533,9489533,.,1,0,1,1,1,1,1,1,1,1,1,1,1
chr1,9534804,9535804,.,0,0,1,0,0,0,1,1,0,0,0,0,0
chr1,9688905,9689905,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,9700208,9701208,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9760169,9761169,.,0,0,1,0,1,0,0,0,1,0,0,0,1
chr1,9764964,9765964,.,0,0,1,0,0,0,0,0,1,0,0,0,0
chr1,9840538,9841538,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9856384,9857384,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,9885031,9886031,.,0,0,0,1,0,1,1,0,0,0,0,0,0
chr1,9889207,9890207,.,0,0,0,1,0,0,0,1,0,0,0,0,1
chr1,9901610,9902610,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,9912124,9913124,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,9960120,9961120,.,0,0,0,0,0,0,0,1,1,0,0,0,0
chr1,10057460,10058460,.,0,0,0,0,1,1,0,0,0,0,0,0,0
chr1,10269612,10270612,.,1,0,0,1,0,1,1,1,0,0,0,1,0
chr1,10358849,10359849,.,0,0,0,0,0,0,1,1,0,0,1,0,0
chr1,10447538,10448538,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,10496477,10497477,.,1,0,0,0,0,0,0,1,0,0,0,0,1
chr1,10555816,10556816,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,10556844,10557844,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,10557948,10558948,.,0,0,0,0,0,0,1,0,0,0,1,0,0
chr1,10558758,10559758,.,0,0,0,0,0,0,0,1,0,0,1,1,1
chr1,10695012,10696012,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,10745375,10746375,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,10804422,10805422,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,10815626,10816626,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10821131,10822131,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,10853770,10854770,.,0,0,0,1,0,0,0,0,0,0,0,1,0
chr1,10864216,10865216,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10926454,10927454,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,10926808,10927808,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,10959566,10960566,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10959999,10960999,.,0,0,0,0,0,0,1,0,0,0,0,1,0
chr1,10997176,10998176,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,11039945,11040945,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,11122553,11123553,.,0,1,0,0,0,1,1,1,1,0,0,0,0
chr1,11376541,11377541,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,11392509,11393509,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,11415252,11416252,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,11559248,11560248,.,0,0,0,1,1,0,0,1,0,1,1,0,0
chr1,11752868,11753868,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr1,11761402,11762402,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,11791471,11792471,.,0,0,0,1,0,0,0,0,0,1,1,0,1
chr1,11797904,11798904,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,11798519,11799519,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,11942571,11943571,.,0,0,0,1,0,0,0,1,0,0,1,0,0
chr1,11968326,11969326,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr1,11989666,11990666,.,0,0,1,0,0,1,0,1,0,0,1,0,0
chr1,12050436,12051436,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,12100246,12101246,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12111784,12112784,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12113978,12114978,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12124295,12125295,.,0,0,1,0,1,0,0,0,1,0,0,0,0
chr1,12125756,12126756,.,0,0,1,0,0,0,0,1,0,1,0,0,0
chr1,12127523,12128523,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,12150195,12151195,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,12192759,12193759,.,0,0,1,0,0,0,1,0,0,1,0,0,0
chr1,12210388,12211388,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,12213005,12214005,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12217543,12218543,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,12221664,12222664,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,12228205,12229205,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12231287,12232287,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12231772,12232772,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12233379,12234379,.,0,0,1,1,0,0,0,0,0,0,1,0,0
chr1,12235873,12236873,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12237733,12238733,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12238722,12239722,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12240151,12241151,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12243761,12244761,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,12405570,12406570,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12485198,12486198,.,0,0,0,0,0,0,1,1,0,1,1,0,0
chr1,12493012,12494012,.,1,0,0,1,0,0,0,0,0,0,1,0,0
chr1,12493607,12494607,.,0,0,1,0,0,1,0,0,0,0,1,0,0
chr1,12508394,12509394,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12508910,12509910,.,0,0,0,0,0,1,0,0,1,0,0,0,0
chr1,12513076,12514076,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,12533045,12534045,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,12544032,12545032,.,0,0,0,0,1,0,1,0,0,0,1,0,0
chr1,12546173,12547173,.,0,0,0,1,0,0,0,0,0,0,0,1,0
chr1,12578719,12579719,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12589107,12590107,.,1,0,0,0,1,1,0,1,0,0,1,0,0
chr1,12599553,12600553,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,12600189,12601189,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12609378,12610378,.,0,0,0,1,0,0,1,0,0,0,1,0,0
chr1,12613681,12614681,.,1,0,0,1,0,0,0,1,0,0,1,0,0
chr1,12616158,12617158,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,12674121,12675121,.,1,0,1,1,1,1,1,1,0,0,1,0,1
chr1,12675280,12676280,.,0,0,1,1,0,0,0,1,0,0,0,0,1
chr1,12717304,12718304,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,13824797,13825797,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,13916685,13917685,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,13931346,13932346,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,14027625,14028625,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14028978,14029978,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14054464,14055464,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr1,14087075,14088075,.,0,0,0,1,1,0,0,0,0,0,0,1,1
chr1,14638053,14639053,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14656142,14657142,.,0,0,0,0,1,0,0,0,0,1,0,0,0
chr1,14764720,14765720,.,0,0,0,1,0,0,0,0,0,0,1,0,0
chr1,14843421,14844421,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14846706,14847706,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr1,14879871,14880871,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,14881235,14882235,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14923780,14924780,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,14926057,14927057,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr1,14926828,14927828,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,14992114,14993114,.,1,0,0,1,1,0,0,0,0,0,0,0,0
chr1,15031946,15032946,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,15040712,15041712,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,15059137,15060137,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,15110879,15111879,.,0,0,0,1,1,0,0,0,0,0,1,0,0
chr1,15119328,15120328,.,0,0,0,1,1,0,0,0,0,0,0,1,0
chr1,15239907,15240907,.,0,0,0,0,0,0,0,1,0,0,0,0,0
