chromosome,start,end,strand,A549,CACO2,GM12878,HEK293,HELAS3,HEPG2,HL60,K562,MCF7,PC3
chr1,3229814,3229914,.,0,0,0,1,0,1,0,0,0,0
chr1,3231177,3231277,.,0,0,0,0,0,1,0,0,0,0
chr1,3231544,3231644,.,0,0,0,1,0,0,0,0,0,0
chr1,3232788,3232888,.,0,0,0,1,0,1,0,0,0,0
chr1,3237239,3237339,.,0,0,0,0,0,1,0,0,0,0
chr1,3243489,3243589,.,0,0,0,0,0,1,0,0,0,0
chr1,3251839,3251939,.,0,0,0,0,0,1,0,0,0,0
chr1,3267493,3267593,.,0,0,0,0,0,1,0,0,0,0
chr1,3269279,3269379,.,0,0,0,1,0,0,0,0,0,0
chr1,3373767,3373867,.,0,0,0,0,0,1,0,0,0,0
chr1,3374916,3375016,.,0,0,0,0,1,1,0,0,0,0
chr1,3377269,3377369,.,0,0,0,0,0,1,0,0,0,0
chr1,3398978,3399078,.,0,0,0,0,1,1,0,0,0,0
chr1,3420869,3420969,.,0,0,0,0,1,0,0,0,0,1
chr1,3460027,3460127,.,0,0,0,0,1,0,0,0,0,0
chr1,3464094,3464194,.,0,0,0,0,1,0,0,0,0,1
chr1,3514243,3514343,.,0,0,0,0,0,0,1,0,0,0
chr1,3521363,3521463,.,1,0,0,0,0,0,1,0,0,0
chr1,3573421,3573521,.,0,0,1,0,0,0,0,0,0,0
chr1,3581549,3581649,.,0,0,1,0,0,0,0,0,0,0
chr1,3582200,3582300,.,0,0,1,1,0,0,0,0,0,0
chr1,3590322,3590422,.,0,0,1,0,0,0,0,0,0,0
chr1,3594197,3594297,.,0,0,1,0,0,0,1,0,0,0
chr1,3609309,3609409,.,0,0,1,0,0,0,0,0,0,0
chr1,3620129,3620229,.,0,0,0,0,0,0,0,1,0,0
chr1,3634736,3634836,.,0,0,1,0,0,0,1,0,0,0
chr1,3728062,3728162,.,0,0,0,0,1,0,0,0,0,0
chr1,3817918,3818018,.,0,0,1,1,1,1,1,1,0,1
chr1,4005054,4005154,.,0,0,0,1,0,0,0,0,0,0
chr1,4327597,4327697,.,0,0,1,0,0,1,0,0,0,0
chr1,4394479,4394579,.,0,0,0,0,0,0,0,1,0,0
chr1,5172795,5172895,.,0,0,0,0,0,0,0,1,0,0
chr1,5957297,5957397,.,0,0,0,0,0,1,0,0,0,0
chr1,6034750,6034850,.,0,0,0,0,0,0,0,0,0,1
chr1,6040629,6040729,.,0,0,0,0,1,0,0,0,0,0
chr1,6053788,6053888,.,0,1,1,0,1,0,0,1,0,1
chr1,6054897,6054997,.,0,0,1,0,1,0,0,0,0,0
chr1,6088277,6088377,.,0,0,1,0,0,0,1,0,0,0
chr1,6221577,6221677,.,0,0,0,0,1,0,0,0,0,0
chr1,6231006,6231106,.,0,0,0,0,0,1,0,0,0,0
chr1,6320118,6320218,.,0,0,1,0,1,0,0,0,1,0
chr1,6321845,6321945,.,0,0,0,0,0,0,0,1,0,0
chr1,6337904,6338004,.,0,0,0,0,1,0,0,0,0,0
chr1,6342016,6342116,.,0,0,0,0,0,1,0,0,0,1
chr1,6350356,6350456,.,0,0,1,0,0,0,0,0,0,0
chr1,6351073,6351173,.,0,0,1,0,0,0,0,0,0,0
chr1,6354203,6354303,.,0,0,1,0,1,0,0,0,0,0
chr1,6360456,6360556,.,0,0,0,0,0,0,0,0,0,1
chr1,6451744,6451844,.,0,0,0,0,1,0,0,1,0,1
chr1,6661260,6661360,.,0,0,1,0,1,1,0,1,0,1
chr1,6709104,6709204,.,0,0,1,0,1,1,1,0,0,0
chr1,6760850,6760950,.,0,0,0,0,0,1,0,1,0,0
chr1,6894652,6894752,.,0,0,1,0,1,0,0,1,0,1
chr1,6943762,6943862,.,0,0,1,0,1,1,1,1,0,0
chr1,7177743,7177843,.,0,0,0,0,1,0,0,1,0,0
chr1,7207299,7207399,.,0,0,0,1,0,0,0,0,0,0
chr1,7289830,7289930,.,0,0,0,0,1,0,0,0,0,0
chr1,7313331,7313431,.,0,0,0,0,0,1,0,0,0,0
chr1,7327822,7327922,.,0,0,0,1,1,0,0,0,0,0
chr1,7359505,7359605,.,0,0,0,0,1,0,0,0,0,0
chr1,7462056,7462156,.,1,1,0,0,1,0,0,0,0,0
chr1,7531109,7531209,.,0,0,0,1,1,0,0,0,0,0
chr1,7540477,7540577,.,0,0,0,0,1,0,0,0,0,0
chr1,7558616,7558716,.,0,0,0,1,0,0,0,0,0,0
chr1,7609453,7609553,.,1,0,0,0,1,0,0,0,0,0
chr1,7764666,7764766,.,1,1,0,1,1,1,0,1,1,0
chr1,7813691,7813791,.,0,0,0,0,0,1,0,0,0,0
chr1,7843534,7843634,.,1,1,0,1,1,1,0,1,0,1
chr1,8054372,8054472,.,0,0,1,0,1,1,0,1,0,1
chr1,8070248,8070348,.,1,1,0,0,0,1,0,1,0,1
chr1,8076837,8076937,.,0,0,0,0,0,1,0,0,1,1
chr1,8107950,8108050,.,0,0,0,0,1,0,0,0,0,0
chr1,8121446,8121546,.,1,1,0,0,0,1,0,0,0,1
chr1,8137310,8137410,.,0,0,0,0,1,1,0,0,1,1
chr1,8143184,8143284,.,0,0,0,1,0,0,0,0,0,1
chr1,8154703,8154803,.,0,0,0,0,1,1,0,0,0,1
chr1,8156867,8156967,.,0,0,1,0,1,1,0,1,0,1
chr1,8157492,8157592,.,0,0,1,0,1,1,0,0,0,1
chr1,8181047,8181147,.,0,1,0,0,1,1,0,0,0,0
chr1,8187231,8187331,.,0,0,0,0,1,0,0,0,0,0
chr1,8187720,8187820,.,0,0,0,0,0,1,0,0,0,0
chr1,8198184,8198284,.,0,0,0,0,1,1,0,0,0,1
chr1,8214856,8214956,.,0,0,0,0,0,1,0,0,0,0
chr1,8215788,8215888,.,0,0,0,0,0,1,0,0,0,0
chr1,8229945,8230045,.,0,1,1,0,0,1,0,1,0,0
chr1,8230346,8230446,.,0,0,0,0,0,1,0,0,0,0
chr1,8250076,8250176,.,0,0,0,0,1,1,0,0,1,0
chr1,8254747,8254847,.,0,0,0,1,1,1,0,1,0,1
chr1,8257855,8257955,.,1,0,0,0,1,1,0,0,1,1
chr1,8262309,8262409,.,1,0,0,0,1,1,0,0,0,0
chr1,8263968,8264068,.,0,0,0,0,0,1,0,0,0,0
chr1,8264662,8264762,.,0,0,0,0,1,0,0,0,0,1
chr1,8272226,8272326,.,0,0,0,0,1,1,0,1,0,1
chr1,8300147,8300247,.,0,0,0,0,0,1,0,0,0,0
chr1,8319346,8319446,.,0,0,0,0,0,1,0,0,0,1
chr1,8343312,8343412,.,0,0,1,0,0,0,0,1,0,0
chr1,8445913,8446013,.,0,0,1,0,0,0,0,0,1,0
chr1,8450783,8450883,.,0,0,1,0,0,0,0,0,0,0
chr1,8457256,8457356,.,0,0,1,0,0,0,0,0,0,0
chr1,8469950,8470050,.,0,0,0,0,1,0,0,0,0,0
chr1,8487740,8487840,.,0,1,1,1,0,1,1,1,0,1
chr1,8488171,8488271,.,0,0,1,0,0,0,0,0,1,0
chr1,8499126,8499226,.,0,0,1,0,0,0,0,0,0,0
chr1,8533907,8534007,.,0,0,1,0,0,0,0,0,0,0
chr1,8571686,8571786,.,0,1,0,0,1,0,0,1,1,1
chr1,8686694,8686794,.,0,1,1,0,1,1,0,0,0,0
chr1,8712808,8712908,.,0,0,1,0,0,0,0,0,0,0
chr1,8720557,8720657,.,0,0,1,0,0,0,0,0,0,0
chr1,8721845,8721945,.,0,0,1,0,0,1,0,1,0,0
chr1,8724182,8724282,.,0,0,1,1,0,1,0,0,0,0
chr1,8762377,8762477,.,1,1,0,0,1,1,0,0,0,1
chr1,8810319,8810419,.,0,0,1,1,1,1,0,1,0,0
chr1,8849411,8849511,.,0,1,1,0,0,1,0,1,0,0
chr1,8858426,8858526,.,0,0,1,0,1,1,1,0,1,0
chr1,8875059,8875159,.,0,0,1,0,1,0,0,0,0,0
chr1,8933796,8933896,.,1,0,1,0,1,1,1,0,0,1
chr1,8953377,8953477,.,0,0,1,1,0,1,1,0,0,1
chr1,8964094,8964194,.,0,0,0,0,1,0,0,0,0,0
chr1,8985990,8986090,.,0,0,0,1,1,0,0,0,0,0
chr1,8999838,8999938,.,0,0,0,0,1,0,0,0,0,1
chr1,9111040,9111140,.,0,0,1,0,0,0,1,0,0,0
chr1,9127434,9127534,.,0,0,1,0,0,0,0,0,0,0
chr1,9179898,9179998,.,0,0,1,0,0,0,0,0,0,0
chr1,9195639,9195739,.,0,0,0,0,0,0,0,0,1,0
chr1,9223022,9223122,.,0,0,1,0,1,1,0,0,0,1
chr1,9223789,9223889,.,0,0,1,0,0,1,0,0,1,0
chr1,9224098,9224198,.,0,0,1,0,0,1,0,0,0,0
chr1,9225086,9225186,.,0,1,1,0,0,0,0,0,0,0
chr1,9225694,9225794,.,0,0,1,0,0,0,0,0,0,0
chr1,9241311,9241411,.,0,0,1,0,1,1,0,0,0,0
chr1,9254262,9254362,.,0,0,1,0,0,0,0,0,0,0
chr1,9256408,9256508,.,0,0,1,0,0,0,0,0,0,0
chr1,9291769,9291869,.,0,0,1,0,0,0,0,0,0,0
chr1,9293540,9293640,.,0,0,0,0,1,1,1,0,0,0
chr1,9298802,9298902,.,0,1,0,1,1,0,0,0,0,1
chr1,9335696,9335796,.,0,0,0,0,0,0,0,0,0,1
chr1,9355550,9355650,.,0,0,0,0,1,0,0,0,0,0
chr1,9473740,9473840,.,0,0,1,0,1,0,0,0,0,0
chr1,9486569,9486669,.,0,0,1,0,0,0,0,0,0,0
chr1,9489103,9489203,.,1,0,1,1,1,1,1,1,1,1
chr1,9535255,9535355,.,0,0,1,0,1,1,0,0,0,0
chr1,9689229,9689329,.,0,0,1,0,0,0,1,0,0,0
chr1,9700656,9700756,.,0,0,1,0,0,0,0,0,0,0
chr1,9760580,9760680,.,0,0,1,0,0,0,1,0,0,1
chr1,9765413,9765513,.,0,0,1,0,0,0,1,0,0,0
chr1,9840814,9840914,.,0,0,1,0,0,0,0,0,0,0
chr1,9856834,9856934,.,0,0,1,1,0,0,0,0,0,0
chr1,9885604,9885704,.,0,0,0,1,1,0,0,0,0,0
chr1,9889658,9889758,.,0,0,0,0,0,1,0,0,0,1
chr1,9902056,9902156,.,0,0,0,0,0,0,0,0,0,1
chr1,9912618,9912718,.,0,0,0,0,1,0,0,0,0,0
chr1,9960534,9960634,.,0,0,0,0,0,1,1,0,0,0
chr1,10057981,10058081,.,0,0,0,1,0,0,0,0,0,0
chr1,10269944,10270044,.,1,0,0,1,1,1,0,0,1,0
chr1,10359298,10359398,.,0,0,0,0,1,1,0,1,0,0
chr1,10448196,10448296,.,0,0,0,0,1,0,0,0,0,1
chr1,10496927,10497027,.,1,0,0,0,0,1,0,0,0,1
chr1,10556314,10556414,.,0,0,1,1,0,0,0,0,0,0
chr1,10557297,10557397,.,0,0,1,0,0,0,0,0,1,0
chr1,10558346,10558446,.,0,0,0,0,1,0,0,1,0,0
chr1,10559047,10559147,.,0,0,0,0,0,1,0,1,1,1
chr1,10695444,10695544,.,0,0,0,0,0,0,0,0,1,0
chr1,10745829,10745929,.,0,0,0,0,0,1,0,0,0,0
chr1,10804821,10804921,.,0,0,1,0,0,0,0,0,0,0
chr1,10816087,10816187,.,0,0,0,0,1,0,0,0,0,0
chr1,10854117,10854217,.,0,0,0,0,0,0,0,0,1,0
chr1,10864697,10864797,.,0,0,0,0,1,0,0,0,0,0
chr1,10927258,10927358,.,0,0,1,0,0,0,0,0,0,0
chr1,10960013,10960113,.,0,0,0,0,1,0,0,0,0,0
chr1,10960447,10960547,.,0,0,0,0,1,0,0,0,1,0
chr1,10997524,10997624,.,0,0,0,0,0,1,0,0,0,0
chr1,11040305,11040405,.,0,0,0,0,0,1,0,0,0,0
chr1,11122911,11123011,.,0,1,0,1,1,1,1,0,0,0
chr1,11415757,11415857,.,0,0,0,0,0,1,0,0,0,0
chr1,11559866,11559966,.,0,0,0,0,0,1,0,1,0,0
chr1,11753335,11753435,.,0,1,0,0,0,0,0,0,0,0
chr1,11761732,11761832,.,0,0,0,0,1,0,0,0,0,0
chr1,11791887,11791987,.,0,0,0,0,0,0,0,1,0,1
chr1,11798354,11798454,.,0,0,0,0,0,1,0,0,0,0
chr1,11798936,11799036,.,0,0,0,0,0,0,1,0,0,0
chr1,11943109,11943209,.,0,0,0,0,0,1,0,1,0,0
chr1,11968970,11969070,.,0,0,1,0,1,1,0,1,0,1
chr1,11990054,11990154,.,0,0,1,1,0,1,0,1,0,0
chr1,12050829,12050929,.,0,0,1,0,1,1,0,0,0,1
chr1,12100696,12100796,.,0,0,1,0,0,0,0,0,0,0
chr1,12112232,12112332,.,0,0,1,0,0,0,0,1,0,0
chr1,12114407,12114507,.,0,0,1,0,0,0,0,0,0,0
chr1,12124712,12124812,.,0,0,1,0,0,0,1,0,0,0
chr1,12126080,12126180,.,0,0,1,0,0,1,0,0,0,0
chr1,12127972,12128072,.,0,0,1,0,0,0,0,0,0,0
chr1,12193200,12193300,.,0,0,1,0,1,0,0,0,0,0
chr1,12210638,12210738,.,0,0,0,0,0,0,1,0,0,0
chr1,12213392,12213492,.,0,0,1,0,0,0,0,0,0,0
chr1,12218058,12218158,.,0,0,1,0,0,1,0,0,0,0
chr1,12222040,12222140,.,0,0,1,1,0,0,0,0,0,0
chr1,12228044,12228144,.,0,0,1,0,0,0,0,1,0,0
chr1,12231765,12231865,.,0,0,1,0,0,0,0,0,0,0
chr1,12232145,12232245,.,0,0,1,0,0,0,0,0,0,0
chr1,12233887,12233987,.,0,0,1,0,0,0,0,1,0,0
chr1,12236298,12236398,.,0,0,1,0,0,0,0,0,0,0
chr1,12238311,12238411,.,0,0,1,0,0,0,0,1,0,0
chr1,12239270,12239370,.,0,0,0,0,0,1,0,0,0,0
chr1,12240448,12240548,.,0,0,0,0,0,1,0,0,0,0
chr1,12406005,12406105,.,0,0,1,0,0,0,0,0,0,0
chr1,12485647,12485747,.,0,0,0,0,1,1,0,1,0,0
chr1,12493427,12493527,.,1,0,0,0,0,0,0,1,0,0
chr1,12493948,12494048,.,0,0,1,1,0,0,0,1,0,0
chr1,12508822,12508922,.,0,0,1,0,0,0,0,1,0,0
chr1,12509384,12509484,.,0,0,0,1,0,0,1,0,0,0
chr1,12513484,12513584,.,0,0,0,0,0,0,0,0,0,1
chr1,12533494,12533594,.,0,0,0,0,0,0,0,1,0,0
chr1,12544481,12544581,.,0,0,0,0,1,0,0,1,0,0
chr1,12546623,12546723,.,0,0,0,0,0,0,0,0,1,0
chr1,12579170,12579270,.,0,0,1,0,0,0,0,0,0,0
chr1,12589534,12589634,.,1,0,0,1,0,1,0,1,0,0
chr1,12599977,12600077,.,0,0,1,0,1,0,0,0,0,0
chr1,12600586,12600686,.,0,0,0,0,0,1,0,0,0,0
chr1,12609856,12609956,.,0,0,0,0,1,0,0,1,0,0
chr1,12614132,12614232,.,1,0,0,0,0,1,0,1,0,0
chr1,12674633,12674733,.,1,0,1,1,1,1,0,1,0,1
chr1,12675728,12675828,.,0,0,1,0,0,1,0,0,0,1
chr1,12717757,12717857,.,0,0,0,0,0,0,0,1,0,0
chr1,13917178,13917278,.,0,0,1,0,0,0,0,0,0,0
chr1,14027931,14028031,.,0,0,1,0,0,0,0,0,0,0
chr1,14029386,14029486,.,0,0,1,0,0,0,0,0,0,0
chr1,14054813,14054913,.,0,0,1,0,0,0,0,0,0,0
chr1,14087523,14087623,.,0,0,0,0,0,0,0,0,1,1
chr1,14638510,14638610,.,0,0,1,0,0,0,0,0,0,0
chr1,14765121,14765221,.,0,0,0,0,0,0,0,1,0,0
chr1,14843879,14843979,.,0,0,1,0,0,0,0,0,0,0
chr1,14847179,14847279,.,0,0,1,0,0,0,0,0,0,0
chr1,14880362,14880462,.,0,0,0,1,0,0,0,0,0,0
chr1,14881684,14881784,.,0,0,1,0,0,0,0,0,0,0
chr1,14924218,14924318,.,0,0,1,0,0,0,0,0,0,0
chr1,14926506,14926606,.,0,0,1,0,0,0,0,0,0,0
chr1,14992435,14992535,.,1,0,0,0,0,0,0,0,0,0
chr1,15041089,15041189,.,0,0,0,0,0,0,0,0,0,1
chr1,15059597,15059697,.,0,0,1,0,0,0,0,0,0,0
chr1,15111344,15111444,.,0,0,0,0,0,0,0,1,0,0
chr1,15119778,15119878,.,0,0,0,0,0,0,0,0,1,0
chr1,15240357,15240457,.,0,0,0,0,0,1,0,0,0,0
chr1,15247399,15247499,.,0,0,1,0,0,0,0,0,0,0
chr1,15266558,15266658,.,0,0,0,0,0,1,0,0,0,0
chr1,15335510,15335610,.,0,0,0,0,0,1,0,0,0,0
chr1,15417102,15417202,.,0,1,0,0,0,1,0,0,0,0
chr1,15499134,15499234,.,0,0,0,0,0,1,0,0,0,0
chr1,15519604,15519704,.,0,1,1,1,1,1,0,1,0,1
chr1,15570291,15570391,.,0,0,1,0,0,0,0,0,0,0
chr1,15572682,15572782,.,0,0,1,0,0,0,0,0,0,0
chr1,15575774,15575874,.,0,0,1,0,0,0,0,1,0,0
chr1,15587800,15587900,.,0,0,1,0,0,1,0,0,0,0
chr1,15649596,15649696,.,0,0,1,0,0,0,0,0,0,0
chr1,15664287,15664387,.,0,0,0,0,1,0,0,0,0,1
chr1,15667019,15667119,.,0,0,1,0,1,0,0,0,0,0
chr1,15673219,15673319,.,0,1,0,0,1,0,0,1,1,0
chr1,15697676,15697776,.,0,0,0,0,0,1,0,0,0,0
chr1,15738314,15738414,.,0,0,1,0,1,0,1,0,0,0
chr1,15738778,15738878,.,0,0,0,0,1,0,0,0,0,0
chr1,15742583,15742683,.,0,0,1,0,1,1,0,1,1,1
chr1,15744154,15744254,.,0,0,1,0,1,0,0,0,0,0
chr1,15762163,15762263,.,0,0,0,0,0,0,0,0,0,1
chr1,15786591,15786691,.,0,0,0,0,1,0,0,0,0,0
chr1,15827995,15828095,.,0,0,0,0,1,0,0,0,0,0
chr1,15946780,15946880,.,0,0,1,1,1,0,0,0,0,0
chr1,16007339,16007439,.,0,0,0,0,1,0,0,0,0,0
chr1,16087215,16087315,.,1,0,1,0,1,1,1,1,1,1
chr1,16125619,16125719,.,1,1,1,0,1,0,0,0,0,1
chr1,16156384,16156484,.,0,0,0,1,0,0,0,0,0,0
chr1,16158639,16158739,.,0,0,0,1,1,1,0,1,1,0
chr1,16176049,16176149,.,1,1,1,1,1,1,0,1,0,1
chr1,16176654,16176754,.,0,0,1,1,1,1,1,1,0,0
chr1,16209394,16209494,.,0,0,0,1,1,0,0,1,0,1
chr1,16212890,16212990,.,0,0,1,1,1,1,0,1,0,1
chr1,16227791,16227891,.,0,0,1,1,0,1,0,1,0,0
chr1,16276278,16276378,.,0,0,1,0,1,0,1,0,0,1
chr1,16277567,16277667,.,0,0,1,0,1,0,0,1,1,0
chr1,16291846,16291946,.,0,0,1,0,0,1,0,0,0,1
chr1,16292602,16292702,.,0,0,1,0,0,1,0,0,1,0
chr1,16339363,16339463,.,0,0,1,0,1,1,0,1,0,1
chr1,16339815,16339915,.,0,0,1,0,0,1,1,1,0,0
chr1,16342891,16342991,.,0,0,1,0,0,0,1,0,0,0
chr1,16470512,16470612,.,1,1,0,0,1,1,0,1,0,1
chr1,16478983,16479083,.,0,0,0,0,1,1,0,0,0,0
chr1,16479331,16479431,.,0,0,0,0,0,1,0,0,0,1
chr1,16489065,16489165,.,0,0,0,0,0,0,0,1,0,0
chr1,16499775,16499875,.,0,1,0,0,1,0,0,1,0,1
chr1,16500169,16500269,.,1,1,0,0,1,0,0,0,0,1
chr1,16502561,16502661,.,0,1,0,0,1,0,0,1,0,1
chr1,16508514,16508614,.,0,0,0,0,1,1,0,0,0,1
chr1,16511270,16511370,.,0,0,0,0,1,0,0,0,0,0
chr1,16669072,16669172,.,0,0,1,0,1,1,1,1,1,0
chr1,16670591,16670691,.,0,1,1,1,1,1,1,1,0,0
chr1,16677518,16677618,.,0,0,1,1,1,0,0,1,0,0
chr1,16696172,16696272,.,1,1,1,1,1,1,0,1,0,1
chr1,16770585,16770685,.,0,0,0,0,0,0,0,1,0,0
chr1,16825741,16825841,.,1,1,1,1,1,1,1,1,1,1
chr1,16826340,16826440,.,0,0,0,0,0,1,0,0,0,0
chr1,17023790,17023890,.,0,0,0,0,0,1,0,1,0,0
chr1,17027122,17027222,.,0,0,0,0,0,1,0,0,0,0
chr1,17230002,17230102,.,0,0,0,0,0,1,0,0,0,0
chr1,17231341,17231441,.,1,1,1,1,1,1,0,1,1,1
chr1,17240464,17240564,.,1,1,1,1,1,1,0,1,1,1
chr1,17254356,17254456,.,0,0,0,0,1,0,0,0,0,0
chr1,17353742,17353842,.,0,1,0,1,1,1,1,1,0,1
chr1,17387388,17387488,.,0,0,0,0,0,0,1,0,0,0
chr1,17425065,17425165,.,0,0,0,0,0,0,0,1,0,0
chr1,17455021,17455121,.,0,0,0,0,1,0,0,0,0,0
chr1,17468027,17468127,.,0,0,1,0,0,0,0,0,0,0
chr1,17468394,17468494,.,0,0,1,0,0,0,0,0,0,0
chr1,17495249,17495349,.,0,0,0,0,0,0,0,0,0,1
chr1,17518091,17518191,.,0,0,0,0,1,0,0,0,0,0
chr1,17519003,17519103,.,0,0,0,0,1,0,0,0,0,0
chr1,17534678,17534778,.,0,0,1,0,1,0,0,0,0,1
chr1,17557427,17557527,.,0,0,1,0,1,0,0,1,0,0
chr1,17578283,17578383,.,0,0,0,0,0,0,0,1,0,1
chr1,17746246,17746346,.,0,0,1,0,1,1,0,1,0,0
chr1,17768075,17768175,.,1,1,1,0,1,1,1,1,1,1
chr1,17865151,17865251,.,0,0,1,0,0,0,0,0,1,0
chr1,17867319,17867419,.,0,0,1,0,0,0,0,0,1,0
chr1,17875035,17875135,.,0,0,0,1,1,0,0,0,0,0
chr1,17880683,17880783,.,0,0,1,0,0,0,0,0,0,0
chr1,17896311,17896411,.,0,0,0,0,1,1,0,0,0,1
chr1,17962434,17962534,.,0,0,0,0,0,1,0,0,0,0
chr1,18186826,18186926,.,0,1,0,0,0,0,0,0,0,0
chr1,18373678,18373778,.,0,0,0,0,0,0,1,0,0,0
chr1,18376635,18376735,.,0,0,0,0,0,1,0,0,0,0
chr1,18504056,18504156,.,0,0,0,0,0,0,1,0,0,0
chr1,18667753,18667853,.,0,0,1,1,0,0,0,0,0,0
chr1,18998413,18998513,.,0,0,0,1,0,0,0,0,0,0
chr1,19078134,19078234,.,0,0,0,0,1,0,0,0,0,0
chr1,19190550,19190650,.,0,0,0,0,1,0,0,0,1,0
chr1,19248892,19248992,.,0,0,0,0,0,0,0,0,0,1
chr1,19253241,19253341,.,0,0,1,1,1,1,0,0,0,1
chr1,19264093,19264193,.,0,1,0,0,0,1,0,1,0,0
chr1,19271970,19272070,.,0,0,0,1,0,0,0,0,0,0
