chromosome,start,end,strand,A549,CACO2,GM12878,HEK293,HELAS3,HEPG2,HL60,K562,MCF7,PC3
chr1,3634750,3634850,.,0,0,1,0,0,0,1,0,0,0
chr1,3728063,3728163,.,0,0,0,0,1,0,0,0,0,0
chr1,3817809,3817909,.,0,0,1,1,1,1,1,1,0,1
chr1,4005054,4005154,.,0,0,0,1,0,0,0,0,0,0
chr1,4327639,4327739,.,0,0,1,0,0,1,0,0,0,0
chr1,4394480,4394580,.,0,0,0,0,0,0,0,1,0,0
chr1,5172803,5172903,.,0,0,0,0,0,0,0,1,0,0
chr1,5957289,5957389,.,0,0,0,0,0,1,0,0,0,0
chr1,6034750,6034850,.,0,0,0,0,0,0,0,0,0,1
chr1,6040633,6040733,.,0,0,0,0,1,0,0,0,0,0
chr1,6053805,6053905,.,0,1,1,0,1,0,0,1,0,1
chr1,6054910,6055010,.,0,0,1,0,1,0,0,0,0,0
chr1,6088321,6088421,.,0,0,1,0,0,0,1,0,0,0
chr1,6221567,6221667,.,0,0,0,0,1,0,0,0,0,0
chr1,6231011,6231111,.,0,0,0,0,0,1,0,0,0,0
chr1,6320085,6320185,.,0,0,1,0,1,0,0,0,1,0
chr1,6321714,6321814,.,0,0,0,0,0,0,0,1,0,0
chr1,6337904,6338004,.,0,0,0,0,1,0,0,0,0,0
chr1,6341969,6342069,.,0,0,0,0,0,1,0,0,0,1
chr1,6350313,6350413,.,0,0,1,0,0,0,0,0,0,0
chr1,6351222,6351322,.,0,0,1,0,0,0,0,0,0,0
chr1,6354166,6354266,.,0,0,1,0,1,0,0,0,0,0
chr1,6360358,6360458,.,0,0,0,0,0,0,0,0,0,1
chr1,6451745,6451845,.,0,0,0,0,1,0,0,1,0,1
chr1,6661273,6661373,.,0,0,1,0,1,1,0,1,0,1
chr1,6709105,6709205,.,0,0,1,0,1,1,1,0,0,0
chr1,6760851,6760951,.,0,0,0,0,0,1,0,1,0,0
chr1,6894653,6894753,.,0,0,1,0,1,0,0,1,0,1
chr1,6943967,6944067,.,0,0,1,0,1,1,1,1,0,0
chr1,7177740,7177840,.,0,0,0,0,1,0,0,1,0,0
chr1,7207350,7207450,.,0,0,0,1,0,0,0,0,0,0
chr1,7289866,7289966,.,0,0,0,0,1,0,0,0,0,0
chr1,7313332,7313432,.,0,0,0,0,0,1,0,0,0,0
chr1,7327783,7327883,.,0,0,0,1,1,0,0,0,0,0
chr1,7359497,7359597,.,0,0,0,0,1,0,0,0,0,0
chr1,7462094,7462194,.,1,1,0,0,1,0,0,0,0,0
chr1,7531251,7531351,.,0,0,0,1,1,0,0,0,0,0
chr1,7540476,7540576,.,0,0,0,0,1,0,0,0,0,0
chr1,7558537,7558637,.,0,0,0,1,0,0,0,0,0,0
chr1,7609460,7609560,.,1,0,0,0,1,0,0,0,0,0
chr1,7764687,7764787,.,1,1,0,1,1,1,0,1,1,0
chr1,7813691,7813791,.,0,0,0,0,0,1,0,0,0,0
chr1,7843554,7843654,.,1,1,0,1,1,1,0,1,0,1
chr1,8054357,8054457,.,0,0,1,0,1,1,0,1,0,1
chr1,8070215,8070315,.,1,1,0,0,0,1,0,1,0,1
chr1,8076587,8076687,.,0,0,0,0,0,1,0,0,1,1
chr1,8107952,8108052,.,0,0,0,0,1,0,0,0,0,0
chr1,8121459,8121559,.,1,1,0,0,0,1,0,0,0,1
chr1,8137361,8137461,.,0,0,0,0,1,1,0,0,1,1
chr1,8143225,8143325,.,0,0,0,1,0,0,0,0,0,1
chr1,8154675,8154775,.,0,0,0,0,1,1,0,0,0,1
chr1,8156775,8156875,.,0,0,1,0,1,1,0,1,0,1
chr1,8157548,8157648,.,0,0,1,0,1,1,0,0,0,1
chr1,8181078,8181178,.,0,1,0,0,1,1,0,0,0,0
chr1,8187247,8187347,.,0,0,0,0,1,0,0,0,0,0
chr1,8187648,8187748,.,0,0,0,0,0,1,0,0,0,0
chr1,8198161,8198261,.,0,0,0,0,1,1,0,0,0,1
chr1,8214853,8214953,.,0,0,0,0,0,1,0,0,0,0
chr1,8215800,8215900,.,0,0,0,0,0,1,0,0,0,0
chr1,8229925,8230025,.,0,1,1,0,0,1,0,1,0,0
chr1,8230346,8230446,.,0,0,0,0,0,1,0,0,0,0
chr1,8250077,8250177,.,0,0,0,0,1,1,0,0,1,0
chr1,8254722,8254822,.,0,0,0,1,1,1,0,1,0,1
chr1,8257851,8257951,.,1,0,0,0,1,1,0,0,1,1
chr1,8262332,8262432,.,1,0,0,0,1,1,0,0,0,0
chr1,8263968,8264068,.,0,0,0,0,0,1,0,0,0,0
chr1,8264573,8264673,.,0,0,0,0,1,0,0,0,0,1
chr1,8272165,8272265,.,0,0,0,0,1,1,0,1,0,1
chr1,8300167,8300267,.,0,0,0,0,0,1,0,0,0,0
chr1,8319326,8319426,.,0,0,0,0,0,1,0,0,0,1
chr1,8343356,8343456,.,0,0,1,0,0,0,0,1,0,0
chr1,8445914,8446014,.,0,0,1,0,0,0,0,0,1,0
chr1,8450896,8450996,.,0,0,1,0,0,0,0,0,0,0
chr1,8457160,8457260,.,0,0,1,0,0,0,0,0,0,0
chr1,8469833,8469933,.,0,0,0,0,1,0,0,0,0,0
chr1,8487736,8487836,.,0,1,1,1,0,1,1,1,0,1
chr1,8488191,8488291,.,0,0,1,0,0,0,0,0,1,0
chr1,8499107,8499207,.,0,0,1,0,0,0,0,0,0,0
chr1,8533908,8534008,.,0,0,1,0,0,0,0,0,0,0
chr1,8571696,8571796,.,0,1,0,0,1,0,0,1,1,1
chr1,8686629,8686729,.,0,1,1,0,1,1,0,0,0,0
chr1,8712806,8712906,.,0,0,1,0,0,0,0,0,0,0
chr1,8720554,8720654,.,0,0,1,0,0,0,0,0,0,0
chr1,8721888,8721988,.,0,0,1,0,0,1,0,1,0,0
chr1,8724208,8724308,.,0,0,1,1,0,1,0,0,0,0
chr1,8762250,8762350,.,1,1,0,0,1,1,0,0,0,1
chr1,8810319,8810419,.,0,0,1,1,1,1,0,1,0,0
chr1,8849437,8849537,.,0,1,1,0,0,1,0,1,0,0
chr1,8858292,8858392,.,0,0,1,0,1,1,1,0,1,0
chr1,8875060,8875160,.,0,0,1,0,1,0,0,0,0,0
chr1,8933703,8933803,.,1,0,1,0,1,1,1,0,0,1
chr1,8953422,8953522,.,0,0,1,1,0,1,1,0,0,1
chr1,8964094,8964194,.,0,0,0,0,1,0,0,0,0,0
chr1,8986030,8986130,.,0,0,0,1,1,0,0,0,0,0
chr1,8999961,9000061,.,0,0,0,0,1,0,0,0,0,1
chr1,9111041,9111141,.,0,0,1,0,0,0,1,0,0,0
chr1,9127427,9127527,.,0,0,1,0,0,0,0,0,0,0
chr1,9179882,9179982,.,0,0,1,0,0,0,0,0,0,0
chr1,9195586,9195686,.,0,0,0,0,0,0,0,0,1,0
chr1,9223000,9223100,.,0,0,1,0,1,1,0,0,0,1
chr1,9223733,9223833,.,0,0,1,0,0,1,0,0,1,0
chr1,9224033,9224133,.,0,0,1,0,0,1,0,0,0,0
chr1,9225088,9225188,.,0,1,1,0,0,0,0,0,0,0
chr1,9225572,9225672,.,0,0,1,0,0,0,0,0,0,0
chr1,9241312,9241412,.,0,0,1,0,1,1,0,0,0,0
chr1,9254263,9254363,.,0,0,1,0,0,0,0,0,0,0
chr1,9256327,9256427,.,0,0,1,0,0,0,0,0,0,0
chr1,9291894,9291994,.,0,0,1,0,0,0,0,0,0,0
chr1,9293594,9293694,.,0,0,0,0,1,1,1,0,0,0
chr1,9298820,9298920,.,0,1,0,1,1,0,0,0,0,1
chr1,9335756,9335856,.,0,0,0,0,0,0,0,0,0,1
chr1,9355551,9355651,.,0,0,0,0,1,0,0,0,0,0
chr1,9473725,9473825,.,0,0,1,0,1,0,0,0,0,0
chr1,9486561,9486661,.,0,0,1,0,0,0,0,0,0,0
chr1,9488983,9489083,.,1,0,1,1,1,1,1,1,1,1
chr1,9535254,9535354,.,0,0,1,0,1,1,0,0,0,0
chr1,9689355,9689455,.,0,0,1,0,0,0,1,0,0,0
chr1,9700658,9700758,.,0,0,1,0,0,0,0,0,0,0
chr1,9760619,9760719,.,0,0,1,0,0,0,1,0,0,1
chr1,9765414,9765514,.,0,0,1,0,0,0,1,0,0,0
chr1,9840988,9841088,.,0,0,1,0,0,0,0,0,0,0
chr1,9856834,9856934,.,0,0,1,1,0,0,0,0,0,0
chr1,9885481,9885581,.,0,0,0,1,1,0,0,0,0,0
chr1,9889657,9889757,.,0,0,0,0,0,1,0,0,0,1
chr1,9902060,9902160,.,0,0,0,0,0,0,0,0,0,1
chr1,9912574,9912674,.,0,0,0,0,1,0,0,0,0,0
chr1,9960570,9960670,.,0,0,0,0,0,1,1,0,0,0
chr1,10057910,10058010,.,0,0,0,1,0,0,0,0,0,0
chr1,10270062,10270162,.,1,0,0,1,1,1,0,0,1,0
chr1,10359299,10359399,.,0,0,0,0,1,1,0,1,0,0
chr1,10447988,10448088,.,0,0,0,0,1,0,0,0,0,1
chr1,10496927,10497027,.,1,0,0,0,0,1,0,0,0,1
chr1,10556266,10556366,.,0,0,1,1,0,0,0,0,0,0
chr1,10557294,10557394,.,0,0,1,0,0,0,0,0,1,0
chr1,10558398,10558498,.,0,0,0,0,1,0,0,1,0,0
chr1,10559208,10559308,.,0,0,0,0,0,1,0,1,1,1
chr1,10695462,10695562,.,0,0,0,0,0,0,0,0,1,0
chr1,10745825,10745925,.,0,0,0,0,0,1,0,0,0,0
chr1,10804872,10804972,.,0,0,1,0,0,0,0,0,0,0
chr1,10816076,10816176,.,0,0,0,0,1,0,0,0,0,0
chr1,10854220,10854320,.,0,0,0,0,0,0,0,0,1,0
chr1,10864666,10864766,.,0,0,0,0,1,0,0,0,0,0
chr1,10927258,10927358,.,0,0,1,0,0,0,0,0,0,0
chr1,10960016,10960116,.,0,0,0,0,1,0,0,0,0,0
chr1,10960449,10960549,.,0,0,0,0,1,0,0,0,1,0
chr1,10997626,10997726,.,0,0,0,0,0,1,0,0,0,0
chr1,11040395,11040495,.,0,0,0,0,0,1,0,0,0,0
chr1,11123003,11123103,.,0,1,0,1,1,1,1,0,0,0
chr1,11415702,11415802,.,0,0,0,0,0,1,0,0,0,0
chr1,11559698,11559798,.,0,0,0,0,0,1,0,1,0,0
chr1,11753318,11753418,.,0,1,0,0,0,0,0,0,0,0
chr1,11761852,11761952,.,0,0,0,0,1,0,0,0,0,0
chr1,11791921,11792021,.,0,0,0,0,0,0,0,1,0,1
chr1,11798354,11798454,.,0,0,0,0,0,1,0,0,0,0
chr1,11798969,11799069,.,0,0,0,0,0,0,1,0,0,0
chr1,11943021,11943121,.,0,0,0,0,0,1,0,1,0,0
chr1,11968776,11968876,.,0,0,1,0,1,1,0,1,0,1
chr1,11990116,11990216,.,0,0,1,1,0,1,0,1,0,0
chr1,12050886,12050986,.,0,0,1,0,1,1,0,0,0,1
chr1,12100696,12100796,.,0,0,1,0,0,0,0,0,0,0
chr1,12112234,12112334,.,0,0,1,0,0,0,0,1,0,0
chr1,12114428,12114528,.,0,0,1,0,0,0,0,0,0,0
chr1,12124745,12124845,.,0,0,1,0,0,0,1,0,0,0
chr1,12126206,12126306,.,0,0,1,0,0,1,0,0,0,0
chr1,12127973,12128073,.,0,0,1,0,0,0,0,0,0,0
chr1,12193209,12193309,.,0,0,1,0,1,0,0,0,0,0
chr1,12210838,12210938,.,0,0,0,0,0,0,1,0,0,0
chr1,12213455,12213555,.,0,0,1,0,0,0,0,0,0,0
chr1,12217993,12218093,.,0,0,1,0,0,1,0,0,0,0
chr1,12222114,12222214,.,0,0,1,1,0,0,0,0,0,0
chr1,12228655,12228755,.,0,0,1,0,0,0,0,1,0,0
chr1,12231737,12231837,.,0,0,1,0,0,0,0,0,0,0
chr1,12232222,12232322,.,0,0,1,0,0,0,0,0,0,0
chr1,12233829,12233929,.,0,0,1,0,0,0,0,1,0,0
chr1,12236323,12236423,.,0,0,1,0,0,0,0,0,0,0
chr1,12238183,12238283,.,0,0,1,0,0,0,0,1,0,0
chr1,12239172,12239272,.,0,0,0,0,0,1,0,0,0,0
chr1,12240601,12240701,.,0,0,0,0,0,1,0,0,0,0
chr1,12406020,12406120,.,0,0,1,0,0,0,0,0,0,0
chr1,12485648,12485748,.,0,0,0,0,1,1,0,1,0,0
chr1,12493462,12493562,.,1,0,0,0,0,0,0,1,0,0
chr1,12494057,12494157,.,0,0,1,1,0,0,0,1,0,0
chr1,12508844,12508944,.,0,0,1,0,0,0,0,1,0,0
chr1,12509360,12509460,.,0,0,0,1,0,0,1,0,0,0
chr1,12513526,12513626,.,0,0,0,0,0,0,0,0,0,1
chr1,12533495,12533595,.,0,0,0,0,0,0,0,1,0,0
chr1,12544482,12544582,.,0,0,0,0,1,0,0,1,0,0
chr1,12546623,12546723,.,0,0,0,0,0,0,0,0,1,0
chr1,12579169,12579269,.,0,0,1,0,0,0,0,0,0,0
chr1,12589557,12589657,.,1,0,0,1,0,1,0,1,0,0
chr1,12600003,12600103,.,0,0,1,0,1,0,0,0,0,0
chr1,12600639,12600739,.,0,0,0,0,0,1,0,0,0,0
chr1,12609828,12609928,.,0,0,0,0,1,0,0,1,0,0
chr1,12614131,12614231,.,1,0,0,0,0,1,0,1,0,0
chr1,12674571,12674671,.,1,0,1,1,1,1,0,1,0,1
chr1,12675730,12675830,.,0,0,1,0,0,1,0,0,0,1
chr1,12717754,12717854,.,0,0,0,0,0,0,0,1,0,0
chr1,13917135,13917235,.,0,0,1,0,0,0,0,0,0,0
chr1,14028075,14028175,.,0,0,1,0,0,0,0,0,0,0
chr1,14029428,14029528,.,0,0,1,0,0,0,0,0,0,0
chr1,14054914,14055014,.,0,0,1,0,0,0,0,0,0,0
chr1,14087525,14087625,.,0,0,0,0,0,0,0,0,1,1
chr1,14638503,14638603,.,0,0,1,0,0,0,0,0,0,0
chr1,14765170,14765270,.,0,0,0,0,0,0,0,1,0,0
chr1,14843871,14843971,.,0,0,1,0,0,0,0,0,0,0
chr1,14847156,14847256,.,0,0,1,0,0,0,0,0,0,0
chr1,14880321,14880421,.,0,0,0,1,0,0,0,0,0,0
chr1,14881685,14881785,.,0,0,1,0,0,0,0,0,0,0
chr1,14924230,14924330,.,0,0,1,0,0,0,0,0,0,0
chr1,14926507,14926607,.,0,0,1,0,0,0,0,0,0,0
chr1,14992564,14992664,.,1,0,0,0,0,0,0,0,0,0
chr1,15041162,15041262,.,0,0,0,0,0,0,0,0,0,1
chr1,15059587,15059687,.,0,0,1,0,0,0,0,0,0,0
chr1,15111329,15111429,.,0,0,0,0,0,0,0,1,0,0
chr1,15119778,15119878,.,0,0,0,0,0,0,0,0,1,0
chr1,15240357,15240457,.,0,0,0,0,0,1,0,0,0,0
chr1,15247400,15247500,.,0,0,1,0,0,0,0,0,0,0
chr1,15266558,15266658,.,0,0,0,0,0,1,0,0,0,0
chr1,15335512,15335612,.,0,0,0,0,0,1,0,0,0,0
chr1,15417075,15417175,.,0,1,0,0,0,1,0,0,0,0
chr1,15499203,15499303,.,0,0,0,0,0,1,0,0,0,0
chr1,15519538,15519638,.,0,1,1,1,1,1,0,1,0,1
chr1,15570302,15570402,.,0,0,1,0,0,0,0,0,0,0
chr1,15572698,15572798,.,0,0,1,0,0,0,0,0,0,0
chr1,15575800,15575900,.,0,0,1,0,0,0,0,1,0,0
chr1,15588070,15588170,.,0,0,1,0,0,1,0,0,0,0
chr1,15649599,15649699,.,0,0,1,0,0,0,0,0,0,0
chr1,15664331,15664431,.,0,0,0,0,1,0,0,0,0,1
chr1,15667022,15667122,.,0,0,1,0,1,0,0,0,0,0
chr1,15673220,15673320,.,0,1,0,0,1,0,0,1,1,0
chr1,15697677,15697777,.,0,0,0,0,0,1,0,0,0,0
chr1,15738339,15738439,.,0,0,1,0,1,0,1,0,0,0
chr1,15738773,15738873,.,0,0,0,0,1,0,0,0,0,0
chr1,15742845,15742945,.,0,0,1,0,1,1,0,1,1,1
chr1,15743928,15744028,.,0,0,1,0,1,0,0,0,0,0
chr1,15762114,15762214,.,0,0,0,0,0,0,0,0,0,1
chr1,15786526,15786626,.,0,0,0,0,1,0,0,0,0,0
chr1,15827996,15828096,.,0,0,0,0,1,0,0,0,0,0
chr1,15946762,15946862,.,0,0,1,1,1,0,0,0,0,0
chr1,16007381,16007481,.,0,0,0,0,1,0,0,0,0,0
chr1,16087230,16087330,.,1,0,1,0,1,1,1,1,1,1
chr1,16125613,16125713,.,1,1,1,0,1,0,0,0,0,1
chr1,16156410,16156510,.,0,0,0,1,0,0,0,0,0,0
chr1,16158534,16158634,.,0,0,0,1,1,1,0,1,1,0
chr1,16175942,16176042,.,1,1,1,1,1,1,0,1,0,1
chr1,16176659,16176759,.,0,0,1,1,1,1,1,1,0,0
chr1,16209497,16209597,.,0,0,0,1,1,0,0,1,0,1
chr1,16212875,16212975,.,0,0,1,1,1,1,0,1,0,1
chr1,16227791,16227891,.,0,0,1,1,0,1,0,1,0,0
chr1,16276205,16276305,.,0,0,1,0,1,0,1,0,0,1
chr1,16277737,16277837,.,0,0,1,0,1,0,0,1,1,0
chr1,16291873,16291973,.,0,0,1,0,0,1,0,0,0,1
chr1,16292783,16292883,.,0,0,1,0,0,1,0,0,1,0
chr1,16339428,16339528,.,0,0,1,0,1,1,0,1,0,1
chr1,16339803,16339903,.,0,0,1,0,0,1,1,1,0,0
chr1,16342750,16342850,.,0,0,1,0,0,0,1,0,0,0
chr1,16470341,16470441,.,1,1,0,0,1,1,0,1,0,1
chr1,16479001,16479101,.,0,0,0,0,1,1,0,0,0,0
chr1,16479332,16479432,.,0,0,0,0,0,1,0,0,0,1
chr1,16489064,16489164,.,0,0,0,0,0,0,0,1,0,0
chr1,16499778,16499878,.,0,1,0,0,1,0,0,1,0,1
chr1,16500146,16500246,.,1,1,0,0,1,0,0,0,0,1
chr1,16502555,16502655,.,0,1,0,0,1,0,0,1,0,1
chr1,16508472,16508572,.,0,0,0,0,1,1,0,0,0,1
chr1,16511387,16511487,.,0,0,0,0,1,0,0,0,0,0
chr1,16669071,16669171,.,0,0,1,0,1,1,1,1,1,0
chr1,16670591,16670691,.,0,1,1,1,1,1,1,1,0,0
chr1,16677489,16677589,.,0,0,1,1,1,0,0,1,0,0
chr1,16696165,16696265,.,1,1,1,1,1,1,0,1,0,1
chr1,16770586,16770686,.,0,0,0,0,0,0,0,1,0,0
chr1,16825762,16825862,.,1,1,1,1,1,1,1,1,1,1
chr1,16826326,16826426,.,0,0,0,0,0,1,0,0,0,0
chr1,17023810,17023910,.,0,0,0,0,0,1,0,1,0,0
chr1,17027155,17027255,.,0,0,0,0,0,1,0,0,0,0
chr1,17229995,17230095,.,0,0,0,0,0,1,0,0,0,0
chr1,17231428,17231528,.,1,1,1,1,1,1,0,1,1,1
chr1,17240435,17240535,.,1,1,1,1,1,1,0,1,1,1
chr1,17254408,17254508,.,0,0,0,0,1,0,0,0,0,0
chr1,17353743,17353843,.,0,1,0,1,1,1,1,1,0,1
chr1,17387388,17387488,.,0,0,0,0,0,0,1,0,0,0
chr1,17425135,17425235,.,0,0,0,0,0,0,0,1,0,0
chr1,17455021,17455121,.,0,0,0,0,1,0,0,0,0,0
chr1,17467987,17468087,.,0,0,1,0,0,0,0,0,0,0
chr1,17468390,17468490,.,0,0,1,0,0,0,0,0,0,0
chr1,17495249,17495349,.,0,0,0,0,0,0,0,0,0,1
chr1,17518145,17518245,.,0,0,0,0,1,0,0,0,0,0
chr1,17518989,17519089,.,0,0,0,0,1,0,0,0,0,0
chr1,17534690,17534790,.,0,0,1,0,1,0,0,0,0,1
chr1,17557428,17557528,.,0,0,1,0,1,0,0,1,0,0
chr1,17578287,17578387,.,0,0,0,0,0,0,0,1,0,1
chr1,17746329,17746429,.,0,0,1,0,1,1,0,1,0,0
chr1,17768207,17768307,.,1,1,1,0,1,1,1,1,1,1
chr1,17865304,17865404,.,0,0,1,0,0,0,0,0,1,0
chr1,17867444,17867544,.,0,0,1,0,0,0,0,0,1,0
chr1,17875036,17875136,.,0,0,0,1,1,0,0,0,0,0
chr1,17880683,17880783,.,0,0,1,0,0,0,0,0,0,0
chr1,17896361,17896461,.,0,0,0,0,1,1,0,0,0,1
chr1,17962437,17962537,.,0,0,0,0,0,1,0,0,0,0
chr1,18186871,18186971,.,0,1,0,0,0,0,0,0,0,0
chr1,18373679,18373779,.,0,0,0,0,0,0,1,0,0,0
chr1,18376608,18376708,.,0,0,0,0,0,1,0,0,0,0
chr1,18504059,18504159,.,0,0,0,0,0,0,1,0,0,0
chr1,18667770,18667870,.,0,0,1,1,0,0,0,0,0,0
chr1,18998413,18998513,.,0,0,0,1,0,0,0,0,0,0
chr1,19078135,19078235,.,0,0,0,0,1,0,0,0,0,0
chr1,19190552,19190652,.,0,0,0,0,1,0,0,0,1,0
chr1,19248939,19249039,.,0,0,0,0,0,0,0,0,0,1
chr1,19253162,19253262,.,0,0,1,1,1,1,0,0,0,1
chr1,19264094,19264194,.,0,1,0,0,0,1,0,1,0,0
chr1,19271958,19272058,.,0,0,0,1,0,0,0,0,0,0
