chromosome,start,end,strand,A549,CACO2,GM12878,H1,H9,HEK293,HELAS3,HEPG2,HL60,JURKAT,K562,MCF7,PC3
chr1,1282342,1284342,.,0,0,0,0,0,0,1,1,0,0,0,1,1
chr1,1285880,1287880,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr1,1293858,1295858,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,1294933,1296933,.,1,0,0,0,1,0,1,1,0,1,1,0,1
chr1,1342563,1344563,.,0,0,1,1,1,1,1,1,1,0,1,0,1
chr1,1367628,1369628,.,0,1,0,1,1,0,1,1,0,0,1,0,0
chr1,1455687,1457687,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,1608741,1610741,.,0,0,1,1,0,0,0,0,0,0,0,1,0
chr1,1610959,1612959,.,0,0,0,1,0,1,0,0,0,1,1,0,1
chr1,1705991,1707991,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1708086,1710086,.,0,0,1,1,1,1,1,1,0,1,1,1,1
chr1,1713367,1715367,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,1743429,1745429,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,1771182,1773182,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,1792845,1794845,.,0,1,0,0,0,0,1,1,1,0,0,0,1
chr1,1802208,1804208,.,1,0,1,1,1,0,0,1,1,0,1,1,1
chr1,1813943,1815943,.,1,1,1,1,0,0,1,1,1,1,1,0,1
chr1,1839642,1841642,.,0,1,1,1,1,1,1,1,1,1,1,1,1
chr1,1950590,1952590,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1951205,1953205,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr1,1977834,1979834,.,0,1,0,1,1,0,0,1,0,0,0,0,0
chr1,2058963,2060963,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,2067759,2069759,.,0,0,0,0,1,0,1,0,0,0,0,1,0
chr1,2081870,2083870,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,2110754,2112754,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,2135035,2137035,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,2139244,2141244,.,1,0,0,0,0,0,1,1,0,0,1,0,1
chr1,2161660,2163660,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,2171263,2173263,.,0,0,0,0,0,0,0,1,0,0,1,0,0
chr1,2176722,2178722,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr1,2229786,2231786,.,1,0,1,0,0,0,0,0,0,0,0,0,0
chr1,2230938,2232938,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,2231662,2233662,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,2244945,2246945,.,0,1,0,1,1,1,1,1,0,0,0,0,1
chr1,2245659,2247659,.,0,0,1,1,1,0,0,1,0,1,1,0,0
chr1,2252697,2254697,.,1,0,0,1,0,0,0,0,0,0,0,0,1
chr1,2253155,2255155,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,2476693,2478693,.,0,1,1,1,1,1,1,1,1,1,1,1,1
chr1,2477546,2479546,.,1,1,1,1,1,1,1,0,0,0,1,0,1
chr1,2508950,2510950,.,0,0,1,1,0,0,1,1,0,0,0,0,1
chr1,2573111,2575111,.,0,0,1,1,1,0,1,0,0,0,0,0,0
chr1,2573553,2575553,.,1,1,1,1,1,1,1,1,0,1,1,1,1
chr1,2804105,2806105,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,3086126,3088126,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3110879,3112879,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3127734,3129734,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,3133087,3135087,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3135110,3137110,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3228934,3230934,.,0,0,0,0,0,1,0,1,0,0,0,0,0
chr1,3230223,3232223,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3230595,3232595,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3231839,3233839,.,0,0,0,0,0,1,0,1,0,0,0,0,0
chr1,3236341,3238341,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3242539,3244539,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3250889,3252889,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3266543,3268543,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3268265,3270265,.,0,0,0,1,0,1,0,0,0,0,0,0,0
chr1,3309125,3311125,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,3324849,3326849,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,3372861,3374861,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr1,3374121,3376121,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr1,3376306,3378306,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3397989,3399989,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr1,3419913,3421913,.,0,0,0,0,1,0,1,0,0,0,0,0,1
chr1,3459052,3461052,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,3463097,3465097,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,3513287,3515287,.,0,0,0,1,0,0,0,0,1,0,0,0,0
chr1,3520390,3522390,.,1,0,0,0,0,0,0,0,1,1,0,0,0
chr1,3572471,3574471,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3580457,3582457,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3581221,3583221,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,3589380,3591380,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3593241,3595241,.,0,0,1,1,0,0,0,0,1,0,0,0,0
chr1,3608357,3610357,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3619180,3621180,.,0,0,0,0,0,0,0,0,0,1,1,0,0
chr1,3633800,3635800,.,0,0,1,0,1,0,0,0,1,0,0,0,0
chr1,3727113,3729113,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr1,3816859,3818859,.,0,0,1,1,1,1,1,1,1,1,1,0,1
chr1,4004104,4006104,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,4067114,4069114,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,4326689,4328689,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,4341360,4343360,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,4393530,4395530,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,4728651,4730651,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,4735401,4737401,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,5171853,5173853,.,0,0,0,0,1,0,0,0,0,0,1,0,0
chr1,5956339,5958339,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,6033800,6035800,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,6039683,6041683,.,0,0,0,1,1,0,1,0,0,0,0,0,0
chr1,6052855,6054855,.,0,1,1,1,1,0,1,0,0,1,1,0,1
chr1,6053960,6055960,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,6087371,6089371,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,6220617,6222617,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,6230061,6232061,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,6301186,6303186,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,6319135,6321135,.,0,0,1,1,1,0,1,0,0,1,0,1,0
chr1,6320764,6322764,.,0,0,0,0,1,0,0,0,0,0,1,0,0
chr1,6336954,6338954,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,6341019,6343019,.,0,0,0,0,0,0,0,1,0,1,0,0,1
chr1,6349363,6351363,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,6350272,6352272,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,6353216,6355216,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,6359408,6361408,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,6372711,6374711,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,6450795,6452795,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,6565458,6567458,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,6660323,6662323,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr1,6708155,6710155,.,0,0,1,0,0,0,1,1,1,1,0,0,0
chr1,6759901,6761901,.,0,0,0,0,1,0,0,1,0,0,1,0,0
chr1,6893703,6895703,.,0,0,1,1,0,0,1,0,0,0,1,0,1
chr1,6943017,6945017,.,0,0,1,0,1,0,1,1,1,1,1,0,0
chr1,7176790,7178790,.,0,0,0,1,1,0,1,0,0,0,1,0,0
chr1,7206400,7208400,.,0,0,0,0,1,1,0,0,0,1,0,0,0
chr1,7288916,7290916,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7312382,7314382,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,7326833,7328833,.,0,0,0,1,1,1,1,0,0,0,0,0,0
chr1,7358547,7360547,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr1,7461144,7463144,.,1,1,0,1,0,0,1,0,0,0,0,0,0
chr1,7530301,7532301,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr1,7539526,7541526,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7557587,7559587,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,7608510,7610510,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7668083,7670083,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,7728759,7730759,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,7763737,7765737,.,1,1,0,1,1,1,1,1,0,1,1,1,0
chr1,7812741,7814741,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,7842604,7844604,.,1,1,0,1,1,1,1,1,0,0,1,0,1
chr1,7946792,7948792,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,8053407,8055407,.,0,0,1,0,1,0,1,1,0,0,1,0,1
chr1,8069265,8071265,.,1,1,0,0,1,0,0,1,0,0,1,0,1
chr1,8075637,8077637,.,0,0,0,0,1,0,0,1,0,0,0,1,1
chr1,8107002,8109002,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8120509,8122509,.,1,1,0,0,0,0,0,1,0,0,0,0,1
chr1,8136411,8138411,.,0,0,0,0,0,0,1,1,0,0,0,1,1
chr1,8142275,8144275,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr1,8153725,8155725,.,0,0,0,0,0,0,1,1,0,0,0,0,1
chr1,8155825,8157825,.,0,0,1,0,0,0,1,1,0,0,1,0,1
chr1,8156598,8158598,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,8180128,8182128,.,0,1,0,0,0,0,1,1,0,0,0,0,0
chr1,8186297,8188297,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8186698,8188698,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8197211,8199211,.,0,0,0,0,0,0,1,1,0,0,0,0,1
chr1,8213903,8215903,.,0,0,0,1,0,0,0,1,0,0,0,0,0
chr1,8214850,8216850,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8228975,8230975,.,0,1,1,0,0,0,0,1,0,1,1,0,0
chr1,8229396,8231396,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8249127,8251127,.,0,0,0,0,0,0,1,1,0,0,0,1,0
chr1,8253772,8255772,.,0,0,0,0,0,1,1,1,0,0,1,0,1
chr1,8256901,8258901,.,1,0,0,0,0,0,1,1,0,0,0,1,1
chr1,8261382,8263382,.,1,0,0,1,0,0,1,1,0,0,0,0,0
chr1,8263018,8265018,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8263623,8265623,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,8271215,8273215,.,0,0,0,0,0,0,1,1,0,0,1,0,1
chr1,8299217,8301217,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8318376,8320376,.,0,0,0,0,0,0,0,1,0,0,0,0,1
chr1,8342406,8344406,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,8444964,8446964,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,8449946,8451946,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,8456210,8458210,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8468883,8470883,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8486786,8488786,.,0,1,1,1,0,1,0,1,1,0,1,0,1
chr1,8487241,8489241,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,8498157,8500157,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8520105,8522105,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,8532958,8534958,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,8570746,8572746,.,0,1,0,0,0,0,1,0,0,1,1,1,1
chr1,8685679,8687679,.,0,1,1,0,0,0,1,1,0,0,0,0,0
chr1,8689086,8691086,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,8711856,8713856,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8719604,8721604,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8720938,8722938,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,8723258,8725258,.,0,0,1,0,1,1,0,1,0,0,0,0,0
chr1,8761300,8763300,.,1,1,0,1,1,0,1,1,0,0,0,0,1
chr1,8809369,8811369,.,0,0,1,1,0,1,1,1,0,1,1,0,0
chr1,8848487,8850487,.,0,1,1,0,1,0,0,1,0,1,1,0,0
chr1,8857342,8859342,.,0,0,1,1,1,0,1,1,1,0,0,1,0
chr1,8874110,8876110,.,0,0,1,1,0,0,1,0,0,1,0,0,0
chr1,8932753,8934753,.,1,0,1,1,0,0,1,1,1,1,0,0,1
chr1,8952472,8954472,.,0,0,1,1,0,1,0,1,1,0,0,0,1
chr1,8963144,8965144,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8970523,8972523,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,8985080,8987080,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr1,8999011,9001011,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,9110091,9112091,.,0,0,1,1,1,0,0,0,1,0,0,0,0
chr1,9126477,9128477,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9178932,9180932,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9194636,9196636,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,9222050,9224050,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,9222783,9224783,.,0,0,1,1,0,0,0,1,0,0,0,1,0
chr1,9223083,9225083,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,9224138,9226138,.,0,1,1,0,1,0,0,0,0,0,0,0,0
chr1,9224622,9226622,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,9240362,9242362,.,0,0,1,0,0,0,1,1,0,0,0,0,0
chr1,9253313,9255313,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9255377,9257377,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9260784,9262784,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,9290944,9292944,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9292644,9294644,.,0,0,0,0,0,0,1,1,1,0,0,0,0
chr1,9297870,9299870,.,0,1,0,0,0,1,1,0,0,0,0,0,1
chr1,9317162,9319162,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,9334806,9336806,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,9354601,9356601,.,0,0,0,1,1,0,1,0,0,1,0,0,0
chr1,9472775,9474775,.,0,0,1,0,0,0,1,0,0,1,0,0,0
chr1,9485611,9487611,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9488033,9490033,.,1,0,1,1,1,1,1,1,1,1,1,1,1
chr1,9534304,9536304,.,0,0,1,0,0,0,1,1,0,0,0,0,0
chr1,9688405,9690405,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,9699708,9701708,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9759669,9761669,.,0,0,1,0,1,0,0,0,1,0,0,0,1
chr1,9764464,9766464,.,0,0,1,0,0,0,0,0,1,0,0,0,0
chr1,9840038,9842038,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9855884,9857884,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,9884531,9886531,.,0,0,0,1,0,1,1,0,0,0,0,0,0
chr1,9888707,9890707,.,0,0,0,1,0,0,0,1,0,0,0,0,1
chr1,9901110,9903110,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,9911624,9913624,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,9959620,9961620,.,0,0,0,0,0,0,0,1,1,0,0,0,0
chr1,10056960,10058960,.,0,0,0,0,1,1,0,0,0,0,0,0,0
chr1,10269112,10271112,.,1,0,0,1,0,1,1,1,0,0,0,1,0
chr1,10358349,10360349,.,0,0,0,0,0,0,1,1,0,0,1,0,0
chr1,10447038,10449038,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,10495977,10497977,.,1,0,0,0,0,0,0,1,0,0,0,0,1
chr1,10555316,10557316,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,10556344,10558344,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,10557448,10559448,.,0,0,0,0,0,0,1,0,0,0,1,0,0
chr1,10558258,10560258,.,0,0,0,0,0,0,0,1,0,0,1,1,1
chr1,10694512,10696512,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,10744875,10746875,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,10803922,10805922,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,10815126,10817126,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10820631,10822631,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,10853270,10855270,.,0,0,0,1,0,0,0,0,0,0,0,1,0
chr1,10863716,10865716,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10925954,10927954,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,10926308,10928308,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,10959066,10961066,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10959499,10961499,.,0,0,0,0,0,0,1,0,0,0,0,1,0
chr1,10996676,10998676,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,11039445,11041445,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,11122053,11124053,.,0,1,0,0,0,1,1,1,1,0,0,0,0
chr1,11376041,11378041,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,11392009,11394009,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,11414752,11416752,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,11558748,11560748,.,0,0,0,1,1,0,0,1,0,1,1,0,0
chr1,11752368,11754368,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr1,11760902,11762902,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,11790971,11792971,.,0,0,0,1,0,0,0,0,0,1,1,0,1
chr1,11797404,11799404,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,11798019,11800019,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,11942071,11944071,.,0,0,0,1,0,0,0,1,0,0,1,0,0
chr1,11967826,11969826,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr1,11989166,11991166,.,0,0,1,0,0,1,0,1,0,0,1,0,0
chr1,12049936,12051936,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,12099746,12101746,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12111284,12113284,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12113478,12115478,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12123795,12125795,.,0,0,1,0,1,0,0,0,1,0,0,0,0
chr1,12125256,12127256,.,0,0,1,0,0,0,0,1,0,1,0,0,0
chr1,12127023,12129023,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,12149695,12151695,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,12192259,12194259,.,0,0,1,0,0,0,1,0,0,1,0,0,0
chr1,12209888,12211888,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,12212505,12214505,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12217043,12219043,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,12221164,12223164,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,12227705,12229705,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12230787,12232787,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12231272,12233272,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12232879,12234879,.,0,0,1,1,0,0,0,0,0,0,1,0,0
chr1,12235373,12237373,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12237233,12239233,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12238222,12240222,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12239651,12241651,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12243261,12245261,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,12405070,12407070,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12484698,12486698,.,0,0,0,0,0,0,1,1,0,1,1,0,0
chr1,12492512,12494512,.,1,0,0,1,0,0,0,0,0,0,1,0,0
chr1,12493107,12495107,.,0,0,1,0,0,1,0,0,0,0,1,0,0
chr1,12507894,12509894,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12508410,12510410,.,0,0,0,0,0,1,0,0,1,0,0,0,0
chr1,12512576,12514576,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,12532545,12534545,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,12543532,12545532,.,0,0,0,0,1,0,1,0,0,0,1,0,0
chr1,12545673,12547673,.,0,0,0,1,0,0,0,0,0,0,0,1,0
chr1,12578219,12580219,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12588607,12590607,.,1,0,0,0,1,1,0,1,0,0,1,0,0
chr1,12599053,12601053,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,12599689,12601689,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12608878,12610878,.,0,0,0,1,0,0,1,0,0,0,1,0,0
chr1,12613181,12615181,.,1,0,0,1,0,0,0,1,0,0,1,0,0
chr1,12615658,12617658,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,12673621,12675621,.,1,0,1,1,1,1,1,1,0,0,1,0,1
chr1,12674780,12676780,.,0,0,1,1,0,0,0,1,0,0,0,0,1
chr1,12716804,12718804,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,13824297,13826297,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,13916185,13918185,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,13930846,13932846,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,14027125,14029125,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14028478,14030478,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14053964,14055964,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr1,14086575,14088575,.,0,0,0,1,1,0,0,0,0,0,0,1,1
chr1,14637553,14639553,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14655642,14657642,.,0,0,0,0,1,0,0,0,0,1,0,0,0
chr1,14764220,14766220,.,0,0,0,1,0,0,0,0,0,0,1,0,0
chr1,14842921,14844921,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14846206,14848206,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr1,14879371,14881371,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,14880735,14882735,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14923280,14925280,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,14925557,14927557,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr1,14926328,14928328,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,14991614,14993614,.,1,0,0,1,1,0,0,0,0,0,0,0,0
chr1,15031446,15033446,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,15040212,15042212,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,15058637,15060637,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,15110379,15112379,.,0,0,0,1,1,0,0,0,0,0,1,0,0
chr1,15118828,15120828,.,0,0,0,1,1,0,0,0,0,0,0,1,0
chr1,15239407,15241407,.,0,0,0,0,0,0,0,1,0,0,0,0,0
