chromosome,start,end,strand,A549,CACO2,GM12878,HEK293,HELAS3,HEPG2,HL60,K562,MCF7,PC3
chr1,3514193,3514393,.,0,0,0,0,0,0,1,0,0,0
chr1,3521313,3521513,.,1,0,0,0,0,0,1,0,0,0
chr1,3573371,3573571,.,0,0,1,0,0,0,0,0,0,0
chr1,3581499,3581699,.,0,0,1,0,0,0,0,0,0,0
chr1,3582150,3582350,.,0,0,1,1,0,0,0,0,0,0
chr1,3590272,3590472,.,0,0,1,0,0,0,0,0,0,0
chr1,3594147,3594347,.,0,0,1,0,0,0,1,0,0,0
chr1,3609259,3609459,.,0,0,1,0,0,0,0,0,0,0
chr1,3620079,3620279,.,0,0,0,0,0,0,0,1,0,0
chr1,3634686,3634886,.,0,0,1,0,0,0,1,0,0,0
chr1,3728012,3728212,.,0,0,0,0,1,0,0,0,0,0
chr1,3817868,3818068,.,0,0,1,1,1,1,1,1,0,1
chr1,4005004,4005204,.,0,0,0,1,0,0,0,0,0,0
chr1,4327547,4327747,.,0,0,1,0,0,1,0,0,0,0
chr1,4394429,4394629,.,0,0,0,0,0,0,0,1,0,0
chr1,5172745,5172945,.,0,0,0,0,0,0,0,1,0,0
chr1,5957247,5957447,.,0,0,0,0,0,1,0,0,0,0
chr1,6034700,6034900,.,0,0,0,0,0,0,0,0,0,1
chr1,6040579,6040779,.,0,0,0,0,1,0,0,0,0,0
chr1,6053738,6053938,.,0,1,1,0,1,0,0,1,0,1
chr1,6054847,6055047,.,0,0,1,0,1,0,0,0,0,0
chr1,6088227,6088427,.,0,0,1,0,0,0,1,0,0,0
chr1,6221527,6221727,.,0,0,0,0,1,0,0,0,0,0
chr1,6230956,6231156,.,0,0,0,0,0,1,0,0,0,0
chr1,6320068,6320268,.,0,0,1,0,1,0,0,0,1,0
chr1,6321795,6321995,.,0,0,0,0,0,0,0,1,0,0
chr1,6337854,6338054,.,0,0,0,0,1,0,0,0,0,0
chr1,6341966,6342166,.,0,0,0,0,0,1,0,0,0,1
chr1,6350306,6350506,.,0,0,1,0,0,0,0,0,0,0
chr1,6351023,6351223,.,0,0,1,0,0,0,0,0,0,0
chr1,6354153,6354353,.,0,0,1,0,1,0,0,0,0,0
chr1,6360406,6360606,.,0,0,0,0,0,0,0,0,0,1
chr1,6451694,6451894,.,0,0,0,0,1,0,0,1,0,1
chr1,6661210,6661410,.,0,0,1,0,1,1,0,1,0,1
chr1,6709054,6709254,.,0,0,1,0,1,1,1,0,0,0
chr1,6760800,6761000,.,0,0,0,0,0,1,0,1,0,0
chr1,6894602,6894802,.,0,0,1,0,1,0,0,1,0,1
chr1,6943712,6943912,.,0,0,1,0,1,1,1,1,0,0
chr1,7177693,7177893,.,0,0,0,0,1,0,0,1,0,0
chr1,7207249,7207449,.,0,0,0,1,0,0,0,0,0,0
chr1,7289780,7289980,.,0,0,0,0,1,0,0,0,0,0
chr1,7313281,7313481,.,0,0,0,0,0,1,0,0,0,0
chr1,7327772,7327972,.,0,0,0,1,1,0,0,0,0,0
chr1,7359455,7359655,.,0,0,0,0,1,0,0,0,0,0
chr1,7462006,7462206,.,1,1,0,0,1,0,0,0,0,0
chr1,7531059,7531259,.,0,0,0,1,1,0,0,0,0,0
chr1,7540427,7540627,.,0,0,0,0,1,0,0,0,0,0
chr1,7558566,7558766,.,0,0,0,1,0,0,0,0,0,0
chr1,7609403,7609603,.,1,0,0,0,1,0,0,0,0,0
chr1,7764616,7764816,.,1,1,0,1,1,1,0,1,1,0
chr1,7813641,7813841,.,0,0,0,0,0,1,0,0,0,0
chr1,7843484,7843684,.,1,1,0,1,1,1,0,1,0,1
chr1,8054322,8054522,.,0,0,1,0,1,1,0,1,0,1
chr1,8070198,8070398,.,1,1,0,0,0,1,0,1,0,1
chr1,8076787,8076987,.,0,0,0,0,0,1,0,0,1,1
chr1,8107900,8108100,.,0,0,0,0,1,0,0,0,0,0
chr1,8121396,8121596,.,1,1,0,0,0,1,0,0,0,1
chr1,8137260,8137460,.,0,0,0,0,1,1,0,0,1,1
chr1,8143134,8143334,.,0,0,0,1,0,0,0,0,0,1
chr1,8154653,8154853,.,0,0,0,0,1,1,0,0,0,1
chr1,8156817,8157017,.,0,0,1,0,1,1,0,1,0,1
chr1,8157442,8157642,.,0,0,1,0,1,1,0,0,0,1
chr1,8180997,8181197,.,0,1,0,0,1,1,0,0,0,0
chr1,8187181,8187381,.,0,0,0,0,1,0,0,0,0,0
chr1,8187670,8187870,.,0,0,0,0,0,1,0,0,0,0
chr1,8198134,8198334,.,0,0,0,0,1,1,0,0,0,1
chr1,8214806,8215006,.,0,0,0,0,0,1,0,0,0,0
chr1,8215738,8215938,.,0,0,0,0,0,1,0,0,0,0
chr1,8229895,8230095,.,0,1,1,0,0,1,0,1,0,0
chr1,8230296,8230496,.,0,0,0,0,0,1,0,0,0,0
chr1,8250026,8250226,.,0,0,0,0,1,1,0,0,1,0
chr1,8254697,8254897,.,0,0,0,1,1,1,0,1,0,1
chr1,8257805,8258005,.,1,0,0,0,1,1,0,0,1,1
chr1,8262259,8262459,.,1,0,0,0,1,1,0,0,0,0
chr1,8263918,8264118,.,0,0,0,0,0,1,0,0,0,0
chr1,8264612,8264812,.,0,0,0,0,1,0,0,0,0,1
chr1,8272176,8272376,.,0,0,0,0,1,1,0,1,0,1
chr1,8300097,8300297,.,0,0,0,0,0,1,0,0,0,0
chr1,8319296,8319496,.,0,0,0,0,0,1,0,0,0,1
chr1,8343262,8343462,.,0,0,1,0,0,0,0,1,0,0
chr1,8445863,8446063,.,0,0,1,0,0,0,0,0,1,0
chr1,8450733,8450933,.,0,0,1,0,0,0,0,0,0,0
chr1,8457206,8457406,.,0,0,1,0,0,0,0,0,0,0
chr1,8469900,8470100,.,0,0,0,0,1,0,0,0,0,0
chr1,8487690,8487890,.,0,1,1,1,0,1,1,1,0,1
chr1,8488121,8488321,.,0,0,1,0,0,0,0,0,1,0
chr1,8499076,8499276,.,0,0,1,0,0,0,0,0,0,0
chr1,8533857,8534057,.,0,0,1,0,0,0,0,0,0,0
chr1,8571636,8571836,.,0,1,0,0,1,0,0,1,1,1
chr1,8686644,8686844,.,0,1,1,0,1,1,0,0,0,0
chr1,8712758,8712958,.,0,0,1,0,0,0,0,0,0,0
chr1,8720507,8720707,.,0,0,1,0,0,0,0,0,0,0
chr1,8721795,8721995,.,0,0,1,0,0,1,0,1,0,0
chr1,8724132,8724332,.,0,0,1,1,0,1,0,0,0,0
chr1,8762327,8762527,.,1,1,0,0,1,1,0,0,0,1
chr1,8810269,8810469,.,0,0,1,1,1,1,0,1,0,0
chr1,8849361,8849561,.,0,1,1,0,0,1,0,1,0,0
chr1,8858376,8858576,.,0,0,1,0,1,1,1,0,1,0
chr1,8875009,8875209,.,0,0,1,0,1,0,0,0,0,0
chr1,8933746,8933946,.,1,0,1,0,1,1,1,0,0,1
chr1,8953327,8953527,.,0,0,1,1,0,1,1,0,0,1
chr1,8964044,8964244,.,0,0,0,0,1,0,0,0,0,0
chr1,8985940,8986140,.,0,0,0,1,1,0,0,0,0,0
chr1,8999788,8999988,.,0,0,0,0,1,0,0,0,0,1
chr1,9110990,9111190,.,0,0,1,0,0,0,1,0,0,0
chr1,9127384,9127584,.,0,0,1,0,0,0,0,0,0,0
chr1,9179848,9180048,.,0,0,1,0,0,0,0,0,0,0
chr1,9195589,9195789,.,0,0,0,0,0,0,0,0,1,0
chr1,9222972,9223172,.,0,0,1,0,1,1,0,0,0,1
chr1,9223739,9223939,.,0,0,1,0,0,1,0,0,1,0
chr1,9224048,9224248,.,0,0,1,0,0,1,0,0,0,0
chr1,9225036,9225236,.,0,1,1,0,0,0,0,0,0,0
chr1,9225644,9225844,.,0,0,1,0,0,0,0,0,0,0
chr1,9241261,9241461,.,0,0,1,0,1,1,0,0,0,0
chr1,9254212,9254412,.,0,0,1,0,0,0,0,0,0,0
chr1,9256358,9256558,.,0,0,1,0,0,0,0,0,0,0
chr1,9291719,9291919,.,0,0,1,0,0,0,0,0,0,0
chr1,9293490,9293690,.,0,0,0,0,1,1,1,0,0,0
chr1,9298752,9298952,.,0,1,0,1,1,0,0,0,0,1
chr1,9335646,9335846,.,0,0,0,0,0,0,0,0,0,1
chr1,9355500,9355700,.,0,0,0,0,1,0,0,0,0,0
chr1,9473690,9473890,.,0,0,1,0,1,0,0,0,0,0
chr1,9486519,9486719,.,0,0,1,0,0,0,0,0,0,0
chr1,9489053,9489253,.,1,0,1,1,1,1,1,1,1,1
chr1,9535205,9535405,.,0,0,1,0,1,1,0,0,0,0
chr1,9689179,9689379,.,0,0,1,0,0,0,1,0,0,0
chr1,9700606,9700806,.,0,0,1,0,0,0,0,0,0,0
chr1,9760530,9760730,.,0,0,1,0,0,0,1,0,0,1
chr1,9765363,9765563,.,0,0,1,0,0,0,1,0,0,0
chr1,9840764,9840964,.,0,0,1,0,0,0,0,0,0,0
chr1,9856784,9856984,.,0,0,1,1,0,0,0,0,0,0
chr1,9885554,9885754,.,0,0,0,1,1,0,0,0,0,0
chr1,9889608,9889808,.,0,0,0,0,0,1,0,0,0,1
chr1,9902006,9902206,.,0,0,0,0,0,0,0,0,0,1
chr1,9912568,9912768,.,0,0,0,0,1,0,0,0,0,0
chr1,9960484,9960684,.,0,0,0,0,0,1,1,0,0,0
chr1,10057931,10058131,.,0,0,0,1,0,0,0,0,0,0
chr1,10269894,10270094,.,1,0,0,1,1,1,0,0,1,0
chr1,10359248,10359448,.,0,0,0,0,1,1,0,1,0,0
chr1,10448146,10448346,.,0,0,0,0,1,0,0,0,0,1
chr1,10496877,10497077,.,1,0,0,0,0,1,0,0,0,1
chr1,10556264,10556464,.,0,0,1,1,0,0,0,0,0,0
chr1,10557247,10557447,.,0,0,1,0,0,0,0,0,1,0
chr1,10558296,10558496,.,0,0,0,0,1,0,0,1,0,0
chr1,10558997,10559197,.,0,0,0,0,0,1,0,1,1,1
chr1,10695394,10695594,.,0,0,0,0,0,0,0,0,1,0
chr1,10745779,10745979,.,0,0,0,0,0,1,0,0,0,0
chr1,10804771,10804971,.,0,0,1,0,0,0,0,0,0,0
chr1,10816037,10816237,.,0,0,0,0,1,0,0,0,0,0
chr1,10854067,10854267,.,0,0,0,0,0,0,0,0,1,0
chr1,10864647,10864847,.,0,0,0,0,1,0,0,0,0,0
chr1,10927208,10927408,.,0,0,1,0,0,0,0,0,0,0
chr1,10959963,10960163,.,0,0,0,0,1,0,0,0,0,0
chr1,10960397,10960597,.,0,0,0,0,1,0,0,0,1,0
chr1,10997474,10997674,.,0,0,0,0,0,1,0,0,0,0
chr1,11040255,11040455,.,0,0,0,0,0,1,0,0,0,0
chr1,11122861,11123061,.,0,1,0,1,1,1,1,0,0,0
chr1,11415707,11415907,.,0,0,0,0,0,1,0,0,0,0
chr1,11559816,11560016,.,0,0,0,0,0,1,0,1,0,0
chr1,11753285,11753485,.,0,1,0,0,0,0,0,0,0,0
chr1,11761682,11761882,.,0,0,0,0,1,0,0,0,0,0
chr1,11791837,11792037,.,0,0,0,0,0,0,0,1,0,1
chr1,11798304,11798504,.,0,0,0,0,0,1,0,0,0,0
chr1,11798886,11799086,.,0,0,0,0,0,0,1,0,0,0
chr1,11943059,11943259,.,0,0,0,0,0,1,0,1,0,0
chr1,11968920,11969120,.,0,0,1,0,1,1,0,1,0,1
chr1,11990004,11990204,.,0,0,1,1,0,1,0,1,0,0
chr1,12050779,12050979,.,0,0,1,0,1,1,0,0,0,1
chr1,12100646,12100846,.,0,0,1,0,0,0,0,0,0,0
chr1,12112182,12112382,.,0,0,1,0,0,0,0,1,0,0
chr1,12114357,12114557,.,0,0,1,0,0,0,0,0,0,0
chr1,12124662,12124862,.,0,0,1,0,0,0,1,0,0,0
chr1,12126030,12126230,.,0,0,1,0,0,1,0,0,0,0
chr1,12127922,12128122,.,0,0,1,0,0,0,0,0,0,0
chr1,12193150,12193350,.,0,0,1,0,1,0,0,0,0,0
chr1,12210588,12210788,.,0,0,0,0,0,0,1,0,0,0
chr1,12213342,12213542,.,0,0,1,0,0,0,0,0,0,0
chr1,12218008,12218208,.,0,0,1,0,0,1,0,0,0,0
chr1,12221990,12222190,.,0,0,1,1,0,0,0,0,0,0
chr1,12227994,12228194,.,0,0,1,0,0,0,0,1,0,0
chr1,12231715,12231915,.,0,0,1,0,0,0,0,0,0,0
chr1,12232095,12232295,.,0,0,1,0,0,0,0,0,0,0
chr1,12233837,12234037,.,0,0,1,0,0,0,0,1,0,0
chr1,12236248,12236448,.,0,0,1,0,0,0,0,0,0,0
chr1,12238261,12238461,.,0,0,1,0,0,0,0,1,0,0
chr1,12239220,12239420,.,0,0,0,0,0,1,0,0,0,0
chr1,12240398,12240598,.,0,0,0,0,0,1,0,0,0,0
chr1,12405955,12406155,.,0,0,1,0,0,0,0,0,0,0
chr1,12485597,12485797,.,0,0,0,0,1,1,0,1,0,0
chr1,12493377,12493577,.,1,0,0,0,0,0,0,1,0,0
chr1,12493898,12494098,.,0,0,1,1,0,0,0,1,0,0
chr1,12508772,12508972,.,0,0,1,0,0,0,0,1,0,0
chr1,12509334,12509534,.,0,0,0,1,0,0,1,0,0,0
chr1,12513434,12513634,.,0,0,0,0,0,0,0,0,0,1
chr1,12533444,12533644,.,0,0,0,0,0,0,0,1,0,0
chr1,12544431,12544631,.,0,0,0,0,1,0,0,1,0,0
chr1,12546573,12546773,.,0,0,0,0,0,0,0,0,1,0
chr1,12579120,12579320,.,0,0,1,0,0,0,0,0,0,0
chr1,12589484,12589684,.,1,0,0,1,0,1,0,1,0,0
chr1,12599927,12600127,.,0,0,1,0,1,0,0,0,0,0
chr1,12600536,12600736,.,0,0,0,0,0,1,0,0,0,0
chr1,12609806,12610006,.,0,0,0,0,1,0,0,1,0,0
chr1,12614082,12614282,.,1,0,0,0,0,1,0,1,0,0
chr1,12674583,12674783,.,1,0,1,1,1,1,0,1,0,1
chr1,12675678,12675878,.,0,0,1,0,0,1,0,0,0,1
chr1,12717707,12717907,.,0,0,0,0,0,0,0,1,0,0
chr1,13917128,13917328,.,0,0,1,0,0,0,0,0,0,0
chr1,14027881,14028081,.,0,0,1,0,0,0,0,0,0,0
chr1,14029336,14029536,.,0,0,1,0,0,0,0,0,0,0
chr1,14054763,14054963,.,0,0,1,0,0,0,0,0,0,0
chr1,14087473,14087673,.,0,0,0,0,0,0,0,0,1,1
chr1,14638460,14638660,.,0,0,1,0,0,0,0,0,0,0
chr1,14765071,14765271,.,0,0,0,0,0,0,0,1,0,0
chr1,14843829,14844029,.,0,0,1,0,0,0,0,0,0,0
chr1,14847129,14847329,.,0,0,1,0,0,0,0,0,0,0
chr1,14880312,14880512,.,0,0,0,1,0,0,0,0,0,0
chr1,14881634,14881834,.,0,0,1,0,0,0,0,0,0,0
chr1,14924168,14924368,.,0,0,1,0,0,0,0,0,0,0
chr1,14926456,14926656,.,0,0,1,0,0,0,0,0,0,0
chr1,14992385,14992585,.,1,0,0,0,0,0,0,0,0,0
chr1,15041039,15041239,.,0,0,0,0,0,0,0,0,0,1
chr1,15059547,15059747,.,0,0,1,0,0,0,0,0,0,0
chr1,15111294,15111494,.,0,0,0,0,0,0,0,1,0,0
chr1,15119728,15119928,.,0,0,0,0,0,0,0,0,1,0
chr1,15240307,15240507,.,0,0,0,0,0,1,0,0,0,0
chr1,15247349,15247549,.,0,0,1,0,0,0,0,0,0,0
chr1,15266508,15266708,.,0,0,0,0,0,1,0,0,0,0
chr1,15335460,15335660,.,0,0,0,0,0,1,0,0,0,0
chr1,15417052,15417252,.,0,1,0,0,0,1,0,0,0,0
chr1,15499084,15499284,.,0,0,0,0,0,1,0,0,0,0
chr1,15519554,15519754,.,0,1,1,1,1,1,0,1,0,1
chr1,15570241,15570441,.,0,0,1,0,0,0,0,0,0,0
chr1,15572632,15572832,.,0,0,1,0,0,0,0,0,0,0
chr1,15575724,15575924,.,0,0,1,0,0,0,0,1,0,0
chr1,15587750,15587950,.,0,0,1,0,0,1,0,0,0,0
chr1,15649546,15649746,.,0,0,1,0,0,0,0,0,0,0
chr1,15664237,15664437,.,0,0,0,0,1,0,0,0,0,1
chr1,15666969,15667169,.,0,0,1,0,1,0,0,0,0,0
chr1,15673169,15673369,.,0,1,0,0,1,0,0,1,1,0
chr1,15697626,15697826,.,0,0,0,0,0,1,0,0,0,0
chr1,15738264,15738464,.,0,0,1,0,1,0,1,0,0,0
chr1,15738728,15738928,.,0,0,0,0,1,0,0,0,0,0
chr1,15742533,15742733,.,0,0,1,0,1,1,0,1,1,1
chr1,15744104,15744304,.,0,0,1,0,1,0,0,0,0,0
chr1,15762113,15762313,.,0,0,0,0,0,0,0,0,0,1
chr1,15786541,15786741,.,0,0,0,0,1,0,0,0,0,0
chr1,15827945,15828145,.,0,0,0,0,1,0,0,0,0,0
chr1,15946730,15946930,.,0,0,1,1,1,0,0,0,0,0
chr1,16007289,16007489,.,0,0,0,0,1,0,0,0,0,0
chr1,16087165,16087365,.,1,0,1,0,1,1,1,1,1,1
chr1,16125569,16125769,.,1,1,1,0,1,0,0,0,0,1
chr1,16156334,16156534,.,0,0,0,1,0,0,0,0,0,0
chr1,16158589,16158789,.,0,0,0,1,1,1,0,1,1,0
chr1,16175999,16176199,.,1,1,1,1,1,1,0,1,0,1
chr1,16176604,16176804,.,0,0,1,1,1,1,1,1,0,0
chr1,16209344,16209544,.,0,0,0,1,1,0,0,1,0,1
chr1,16212840,16213040,.,0,0,1,1,1,1,0,1,0,1
chr1,16227741,16227941,.,0,0,1,1,0,1,0,1,0,0
chr1,16276228,16276428,.,0,0,1,0,1,0,1,0,0,1
chr1,16277517,16277717,.,0,0,1,0,1,0,0,1,1,0
chr1,16291796,16291996,.,0,0,1,0,0,1,0,0,0,1
chr1,16292552,16292752,.,0,0,1,0,0,1,0,0,1,0
chr1,16339313,16339513,.,0,0,1,0,1,1,0,1,0,1
chr1,16339765,16339965,.,0,0,1,0,0,1,1,1,0,0
chr1,16342841,16343041,.,0,0,1,0,0,0,1,0,0,0
chr1,16470462,16470662,.,1,1,0,0,1,1,0,1,0,1
chr1,16478933,16479133,.,0,0,0,0,1,1,0,0,0,0
chr1,16479281,16479481,.,0,0,0,0,0,1,0,0,0,1
chr1,16489015,16489215,.,0,0,0,0,0,0,0,1,0,0
chr1,16499725,16499925,.,0,1,0,0,1,0,0,1,0,1
chr1,16500119,16500319,.,1,1,0,0,1,0,0,0,0,1
chr1,16502511,16502711,.,0,1,0,0,1,0,0,1,0,1
chr1,16508464,16508664,.,0,0,0,0,1,1,0,0,0,1
chr1,16511220,16511420,.,0,0,0,0,1,0,0,0,0,0
chr1,16669022,16669222,.,0,0,1,0,1,1,1,1,1,0
chr1,16670541,16670741,.,0,1,1,1,1,1,1,1,0,0
chr1,16677468,16677668,.,0,0,1,1,1,0,0,1,0,0
chr1,16696122,16696322,.,1,1,1,1,1,1,0,1,0,1
chr1,16770535,16770735,.,0,0,0,0,0,0,0,1,0,0
chr1,16825691,16825891,.,1,1,1,1,1,1,1,1,1,1
chr1,16826290,16826490,.,0,0,0,0,0,1,0,0,0,0
chr1,17023740,17023940,.,0,0,0,0,0,1,0,1,0,0
chr1,17027072,17027272,.,0,0,0,0,0,1,0,0,0,0
chr1,17229952,17230152,.,0,0,0,0,0,1,0,0,0,0
chr1,17231291,17231491,.,1,1,1,1,1,1,0,1,1,1
chr1,17240414,17240614,.,1,1,1,1,1,1,0,1,1,1
chr1,17254306,17254506,.,0,0,0,0,1,0,0,0,0,0
chr1,17353692,17353892,.,0,1,0,1,1,1,1,1,0,1
chr1,17387338,17387538,.,0,0,0,0,0,0,1,0,0,0
chr1,17425015,17425215,.,0,0,0,0,0,0,0,1,0,0
chr1,17454971,17455171,.,0,0,0,0,1,0,0,0,0,0
chr1,17467977,17468177,.,0,0,1,0,0,0,0,0,0,0
chr1,17468344,17468544,.,0,0,1,0,0,0,0,0,0,0
chr1,17495199,17495399,.,0,0,0,0,0,0,0,0,0,1
chr1,17518041,17518241,.,0,0,0,0,1,0,0,0,0,0
chr1,17518953,17519153,.,0,0,0,0,1,0,0,0,0,0
chr1,17534628,17534828,.,0,0,1,0,1,0,0,0,0,1
chr1,17557377,17557577,.,0,0,1,0,1,0,0,1,0,0
chr1,17578233,17578433,.,0,0,0,0,0,0,0,1,0,1
chr1,17746196,17746396,.,0,0,1,0,1,1,0,1,0,0
chr1,17768025,17768225,.,1,1,1,0,1,1,1,1,1,1
chr1,17865101,17865301,.,0,0,1,0,0,0,0,0,1,0
chr1,17867269,17867469,.,0,0,1,0,0,0,0,0,1,0
chr1,17874985,17875185,.,0,0,0,1,1,0,0,0,0,0
chr1,17880633,17880833,.,0,0,1,0,0,0,0,0,0,0
chr1,17896261,17896461,.,0,0,0,0,1,1,0,0,0,1
chr1,17962384,17962584,.,0,0,0,0,0,1,0,0,0,0
chr1,18186776,18186976,.,0,1,0,0,0,0,0,0,0,0
chr1,18373628,18373828,.,0,0,0,0,0,0,1,0,0,0
chr1,18376585,18376785,.,0,0,0,0,0,1,0,0,0,0
chr1,18504006,18504206,.,0,0,0,0,0,0,1,0,0,0
chr1,18667703,18667903,.,0,0,1,1,0,0,0,0,0,0
chr1,18998363,18998563,.,0,0,0,1,0,0,0,0,0,0
chr1,19078084,19078284,.,0,0,0,0,1,0,0,0,0,0
chr1,19190500,19190700,.,0,0,0,0,1,0,0,0,1,0
chr1,19248842,19249042,.,0,0,0,0,0,0,0,0,0,1
chr1,19253191,19253391,.,0,0,1,1,1,1,0,0,0,1
chr1,19264043,19264243,.,0,1,0,0,0,1,0,1,0,0
chr1,19271920,19272120,.,0,0,0,1,0,0,0,0,0,0
