,chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
317,chr1,16339378,16339578,.,0,1,1,1,1
318,chr1,16339753,16339953,.,0,1,0,1,1
319,chr1,16342700,16342900,.,0,1,0,0,0
320,chr1,16470291,16470491,.,1,0,1,1,1
321,chr1,16478951,16479151,.,0,0,1,1,0
322,chr1,16479282,16479482,.,0,0,0,1,0
323,chr1,16489014,16489214,.,0,0,0,0,1
324,chr1,16499728,16499928,.,0,0,1,0,1
325,chr1,16500096,16500296,.,1,0,1,0,0
326,chr1,16502505,16502705,.,0,0,1,0,1
327,chr1,16508422,16508622,.,0,0,1,1,0
328,chr1,16511337,16511537,.,0,0,1,0,0
329,chr1,16669021,16669221,.,0,1,1,1,1
330,chr1,16670541,16670741,.,0,1,1,1,1
331,chr1,16677439,16677639,.,0,1,1,0,1
332,chr1,16696115,16696315,.,1,1,1,1,1
333,chr1,16770536,16770736,.,0,0,0,0,1
334,chr1,16825712,16825912,.,1,1,1,1,1
335,chr1,16826276,16826476,.,0,0,0,1,0
336,chr1,17023760,17023960,.,0,0,0,1,1
337,chr1,17027105,17027305,.,0,0,0,1,0
338,chr1,17229945,17230145,.,0,0,0,1,0
339,chr1,17231378,17231578,.,1,1,1,1,1
340,chr1,17240385,17240585,.,1,1,1,1,1
341,chr1,17254358,17254558,.,0,0,1,0,0
342,chr1,17353693,17353893,.,0,0,1,1,1
343,chr1,17425085,17425285,.,0,0,0,0,1
344,chr1,17454971,17455171,.,0,0,1,0,0
345,chr1,17467937,17468137,.,0,1,0,0,0
346,chr1,17468340,17468540,.,0,1,0,0,0
347,chr1,17518095,17518295,.,0,0,1,0,0
348,chr1,17518939,17519139,.,0,0,1,0,0
349,chr1,17534640,17534840,.,0,1,1,0,0
350,chr1,17557378,17557578,.,0,1,1,0,1
351,chr1,17578237,17578437,.,0,0,0,0,1
352,chr1,17746279,17746479,.,0,1,1,1,1
353,chr1,17768157,17768357,.,1,1,1,1,1
354,chr1,17865254,17865454,.,0,1,0,0,0
355,chr1,17867394,17867594,.,0,1,0,0,0
356,chr1,17874986,17875186,.,0,0,1,0,0
357,chr1,17880633,17880833,.,0,1,0,0,0
358,chr1,17896311,17896511,.,0,0,1,1,0
359,chr1,17962387,17962587,.,0,0,0,1,0
360,chr1,18376558,18376758,.,0,0,0,1,0
361,chr1,18667720,18667920,.,0,1,0,0,0
362,chr1,19078085,19078285,.,0,0,1,0,0
363,chr1,19190502,19190702,.,0,0,1,0,0
364,chr1,19253112,19253312,.,0,1,1,1,0
365,chr1,19264044,19264244,.,0,0,0,1,1
366,chr1,19276306,19276506,.,0,0,0,1,0
367,chr1,19277208,19277408,.,0,1,1,1,0
368,chr1,19278540,19278740,.,0,1,0,0,0
369,chr1,19280261,19280461,.,1,1,0,0,0
370,chr1,19283808,19284008,.,0,0,0,1,0
371,chr1,19324855,19325055,.,0,0,0,1,0
372,chr1,19333998,19334198,.,1,0,0,1,0
373,chr1,19336495,19336695,.,0,0,0,1,0
374,chr1,19337659,19337859,.,0,0,1,1,0
375,chr1,19699812,19700012,.,0,0,0,1,0
376,chr1,19703970,19704170,.,0,1,0,0,0
377,chr1,19778879,19779079,.,0,1,1,1,0
378,chr1,19780292,19780492,.,0,1,0,0,0
379,chr1,19795030,19795230,.,0,1,0,0,0
380,chr1,19795976,19796176,.,0,1,1,0,1
381,chr1,19803408,19803608,.,0,0,0,1,0
382,chr1,19803913,19804113,.,0,1,0,1,0
383,chr1,19839187,19839387,.,0,1,0,0,0
384,chr1,19926791,19926991,.,0,0,0,1,0
385,chr1,20091319,20091519,.,1,0,1,1,1
386,chr1,20111112,20111312,.,0,1,1,0,0
387,chr1,20204783,20204983,.,0,0,1,1,1
388,chr1,20307933,20308133,.,0,0,0,1,0
389,chr1,20407526,20407726,.,0,1,0,0,0
390,chr1,20452618,20452818,.,0,1,0,0,0
391,chr1,20514235,20514435,.,0,0,0,0,1
392,chr1,20693064,20693264,.,0,1,0,0,0
393,chr1,20806932,20807132,.,1,0,0,1,0
394,chr1,20808102,20808302,.,1,0,0,1,0
395,chr1,20924252,20924452,.,0,0,1,0,0
396,chr1,20930774,20930974,.,0,0,1,0,0
397,chr1,20993377,20993577,.,1,1,1,1,1
398,chr1,21084889,21085089,.,0,0,1,0,1
399,chr1,21149640,21149840,.,0,1,1,1,1
400,chr1,21194344,21194544,.,0,1,1,0,0
401,chr1,21283913,21284113,.,0,1,1,0,1
402,chr1,21349023,21349223,.,1,1,0,1,1
403,chr1,21349655,21349855,.,0,1,0,1,0
404,chr1,21401845,21402045,.,0,1,0,1,0
405,chr1,21406838,21407038,.,0,1,0,0,1
406,chr1,21427998,21428198,.,1,1,1,1,1
407,chr1,21475756,21475956,.,0,0,0,1,1
408,chr1,21476337,21476537,.,0,1,1,1,0
409,chr1,21510812,21511012,.,0,0,1,0,1
410,chr1,21558544,21558744,.,0,0,1,0,0
411,chr1,21588350,21588550,.,1,0,1,0,1
412,chr1,21589029,21589229,.,0,0,1,0,0
413,chr1,21611291,21611491,.,0,1,1,1,1
414,chr1,21618698,21618898,.,0,1,0,0,0
415,chr1,21643913,21644113,.,0,1,1,0,0
416,chr1,21649186,21649386,.,0,0,1,1,0
417,chr1,21651145,21651345,.,0,1,1,0,0
418,chr1,21651923,21652123,.,0,1,0,0,0
419,chr1,21655926,21656126,.,0,1,1,1,0
420,chr1,21660804,21661004,.,1,1,0,1,0
421,chr1,21663986,21664186,.,0,0,1,0,0
422,chr1,21664516,21664716,.,0,0,1,0,0
423,chr1,21670569,21670769,.,0,1,1,0,0
424,chr1,21724119,21724319,.,0,1,1,1,1
425,chr1,21931631,21931831,.,0,0,1,1,0
426,chr1,21965217,21965417,.,0,0,1,0,1
427,chr1,21993075,21993275,.,0,0,0,1,0
428,chr1,22066017,22066217,.,0,1,0,1,1
429,chr1,22076137,22076337,.,1,1,1,1,0
430,chr1,22089105,22089305,.,0,1,0,0,0
431,chr1,22106661,22106861,.,0,1,1,0,1
432,chr1,22221841,22222041,.,0,0,0,1,0
433,chr1,22231400,22231600,.,0,0,1,0,1
434,chr1,22232731,22232931,.,0,0,0,0,1
435,chr1,22233383,22233583,.,0,0,0,0,1
436,chr1,22235818,22236018,.,0,0,0,0,1
437,chr1,22260365,22260565,.,0,0,0,1,0
438,chr1,22266198,22266398,.,0,0,0,1,0
439,chr1,22345624,22345824,.,0,1,0,0,1
440,chr1,22366433,22366633,.,0,1,1,0,0
441,chr1,22375163,22375363,.,1,1,1,1,1
442,chr1,22503949,22504149,.,0,1,0,0,0
443,chr1,22612006,22612206,.,0,0,1,0,0
444,chr1,22829235,22829435,.,0,1,1,1,1
445,chr1,22836468,22836668,.,0,0,0,1,0
446,chr1,22863240,22863440,.,0,0,0,0,1
447,chr1,23076929,23077129,.,0,1,0,0,0
448,chr1,23113355,23113555,.,0,0,1,0,0
449,chr1,23123768,23123968,.,0,0,0,1,0
450,chr1,23387536,23387736,.,0,0,0,1,0
451,chr1,23426795,23426995,.,0,1,0,0,0
452,chr1,23429910,23430110,.,0,1,1,0,1
453,chr1,23449007,23449207,.,0,0,0,1,0
454,chr1,23494228,23494428,.,0,0,1,1,0
455,chr1,23523416,23523616,.,0,0,1,0,0
456,chr1,23542367,23542567,.,1,0,1,1,0
457,chr1,23669648,23669848,.,0,1,1,1,1
458,chr1,23748949,23749149,.,0,0,1,1,1
459,chr1,23839374,23839574,.,0,0,1,0,0
460,chr1,23881372,23881572,.,1,1,1,1,1
461,chr1,23882583,23882783,.,0,0,1,1,0
462,chr1,23888839,23889039,.,0,1,1,1,1
463,chr1,23903918,23904118,.,0,1,1,0,0
464,chr1,23912115,23912315,.,0,0,1,0,0
465,chr1,23916971,23917171,.,0,1,0,0,0
466,chr1,23918175,23918375,.,0,1,1,1,0
467,chr1,23961524,23961724,.,0,1,1,0,0
468,chr1,23977694,23977894,.,0,0,1,0,0
469,chr1,24063953,24064153,.,0,0,0,1,0
470,chr1,24229105,24229305,.,1,0,0,0,0
471,chr1,24235967,24236167,.,0,1,0,0,0
472,chr1,24237413,24237613,.,0,1,0,0,0
473,chr1,24349314,24349514,.,0,0,1,1,1
474,chr1,24395069,24395269,.,0,0,0,1,0
475,chr1,24476395,24476595,.,0,0,1,0,0
476,chr1,24477797,24477997,.,0,0,0,1,0
477,chr1,24516149,24516349,.,0,1,0,0,0
478,chr1,24516709,24516909,.,0,1,0,0,0
479,chr1,24517598,24517798,.,0,1,0,0,0
480,chr1,24518492,24518692,.,0,1,1,0,0
481,chr1,24519699,24519899,.,0,0,0,1,1
482,chr1,24581370,24581570,.,0,0,0,1,1
483,chr1,24680365,24680565,.,0,0,0,0,1
484,chr1,24691857,24692057,.,1,1,1,1,1
485,chr1,24722528,24722728,.,0,0,0,1,1
486,chr1,24732569,24732769,.,0,0,0,0,1
487,chr1,24831607,24831807,.,0,0,0,1,0
488,chr1,24833196,24833396,.,0,0,1,0,0
489,chr1,24854770,24854970,.,0,0,0,1,0
490,chr1,24856571,24856771,.,0,0,0,1,0
491,chr1,24878793,24878993,.,0,0,0,1,0
492,chr1,24968699,24968899,.,0,0,0,0,1
493,chr1,24970610,24970810,.,0,0,1,0,1
494,chr1,25021981,25022181,.,0,1,0,0,1
495,chr1,25051043,25051243,.,0,0,1,1,1
496,chr1,25051696,25051896,.,0,0,0,0,1
497,chr1,25095573,25095773,.,0,1,0,0,0
498,chr1,25237201,25237401,.,0,1,0,1,1
499,chr1,25237764,25237964,.,0,1,0,1,0
500,chr1,25242768,25242968,.,0,1,0,1,0
501,chr1,25246768,25246968,.,0,1,0,0,0
502,chr1,25247103,25247303,.,0,1,0,0,0
503,chr1,25248794,25248994,.,0,1,0,0,1
504,chr1,25250114,25250314,.,0,1,0,0,0
505,chr1,25251753,25251953,.,0,1,0,0,0
506,chr1,25252115,25252315,.,0,1,0,0,0
507,chr1,25273654,25273854,.,0,1,0,0,0
508,chr1,25281694,25281894,.,0,1,0,0,1
509,chr1,25298838,25299038,.,0,1,0,0,0
510,chr1,25344062,25344262,.,0,0,1,0,0
511,chr1,25345905,25346105,.,0,1,0,0,0
512,chr1,25348829,25349029,.,0,1,1,0,0
513,chr1,25350354,25350554,.,0,1,0,0,0
514,chr1,25352157,25352357,.,0,1,0,0,0
515,chr1,25353604,25353804,.,0,1,0,0,0
516,chr1,25355125,25355325,.,0,1,0,0,0
517,chr1,25355458,25355658,.,0,1,0,0,0
518,chr1,25357389,25357589,.,0,1,1,0,0
519,chr1,25358074,25358274,.,0,1,0,0,0
520,chr1,25360571,25360771,.,0,1,0,0,0
521,chr1,25361426,25361626,.,0,1,0,0,0
522,chr1,25425798,25425998,.,0,1,0,0,0
523,chr1,25466813,25467013,.,0,1,0,0,0
524,chr1,25559752,25559952,.,1,1,1,1,1
525,chr1,25566203,25566403,.,0,1,1,1,1
526,chr1,25566544,25566744,.,0,1,1,1,1
527,chr1,25666080,25666280,.,0,1,0,0,0
528,chr1,25801993,25802193,.,0,1,0,0,1
529,chr1,25823928,25824128,.,0,1,1,1,0
530,chr1,25942876,25943076,.,0,1,1,1,0
531,chr1,26123529,26123729,.,0,1,0,0,1
532,chr1,26184973,26185173,.,0,0,1,0,0
533,chr1,26201628,26201828,.,0,1,1,1,0
534,chr1,26320131,26320331,.,0,0,0,0,1
535,chr1,26337794,26337994,.,0,0,0,0,1
