,chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
71,chr1,3251739,3252039,.,0,0,0,1,0
72,chr1,3267393,3267693,.,0,0,0,1,0
73,chr1,3373667,3373967,.,0,0,0,1,0
74,chr1,3374816,3375116,.,0,0,1,1,0
75,chr1,3377169,3377469,.,0,0,0,1,0
76,chr1,3398878,3399178,.,0,0,1,1,0
77,chr1,3420769,3421069,.,0,0,1,0,0
78,chr1,3459927,3460227,.,0,0,1,0,0
79,chr1,3463994,3464294,.,0,0,1,0,0
80,chr1,3521263,3521563,.,1,0,0,0,0
81,chr1,3573321,3573621,.,0,1,0,0,0
82,chr1,3581449,3581749,.,0,1,0,0,0
83,chr1,3582100,3582400,.,0,1,0,0,0
84,chr1,3590222,3590522,.,0,1,0,0,0
85,chr1,3594097,3594397,.,0,1,0,0,0
86,chr1,3609209,3609509,.,0,1,0,0,0
87,chr1,3620029,3620329,.,0,0,0,0,1
88,chr1,3634636,3634936,.,0,1,0,0,0
89,chr1,3727962,3728262,.,0,0,1,0,0
90,chr1,3817818,3818118,.,0,1,1,1,1
91,chr1,4327497,4327797,.,0,1,0,1,0
92,chr1,4394379,4394679,.,0,0,0,0,1
93,chr1,5172695,5172995,.,0,0,0,0,1
94,chr1,5957197,5957497,.,0,0,0,1,0
95,chr1,6040529,6040829,.,0,0,1,0,0
96,chr1,6053688,6053988,.,0,1,1,0,1
97,chr1,6054797,6055097,.,0,1,1,0,0
98,chr1,6088177,6088477,.,0,1,0,0,0
99,chr1,6221477,6221777,.,0,0,1,0,0
100,chr1,6230906,6231206,.,0,0,0,1,0
101,chr1,6320018,6320318,.,0,1,1,0,0
102,chr1,6321745,6322045,.,0,0,0,0,1
103,chr1,6337804,6338104,.,0,0,1,0,0
104,chr1,6341916,6342216,.,0,0,0,1,0
105,chr1,6350256,6350556,.,0,1,0,0,0
106,chr1,6350973,6351273,.,0,1,0,0,0
107,chr1,6354103,6354403,.,0,1,1,0,0
108,chr1,6451644,6451944,.,0,0,1,0,1
109,chr1,6661160,6661460,.,0,1,1,1,1
110,chr1,6709004,6709304,.,0,1,1,1,0
111,chr1,6760750,6761050,.,0,0,0,1,1
112,chr1,6894552,6894852,.,0,1,1,0,1
113,chr1,6943662,6943962,.,0,1,1,1,1
114,chr1,7177643,7177943,.,0,0,1,0,1
115,chr1,7289730,7290030,.,0,0,1,0,0
116,chr1,7313231,7313531,.,0,0,0,1,0
117,chr1,7327722,7328022,.,0,0,1,0,0
118,chr1,7359405,7359705,.,0,0,1,0,0
119,chr1,7461956,7462256,.,1,0,1,0,0
120,chr1,7531009,7531309,.,0,0,1,0,0
121,chr1,7540377,7540677,.,0,0,1,0,0
122,chr1,7609353,7609653,.,1,0,1,0,0
123,chr1,7764566,7764866,.,1,0,1,1,1
124,chr1,7813591,7813891,.,0,0,0,1,0
125,chr1,7843434,7843734,.,1,0,1,1,1
126,chr1,8054272,8054572,.,0,1,1,1,1
127,chr1,8070148,8070448,.,1,0,0,1,1
128,chr1,8076737,8077037,.,0,0,0,1,0
129,chr1,8107850,8108150,.,0,0,1,0,0
130,chr1,8121346,8121646,.,1,0,0,1,0
131,chr1,8137210,8137510,.,0,0,1,1,0
132,chr1,8154603,8154903,.,0,0,1,1,0
133,chr1,8156767,8157067,.,0,1,1,1,1
134,chr1,8157392,8157692,.,0,1,1,1,0
135,chr1,8180947,8181247,.,0,0,1,1,0
136,chr1,8187131,8187431,.,0,0,1,0,0
137,chr1,8187620,8187920,.,0,0,0,1,0
138,chr1,8198084,8198384,.,0,0,1,1,0
139,chr1,8214756,8215056,.,0,0,0,1,0
140,chr1,8215688,8215988,.,0,0,0,1,0
141,chr1,8229845,8230145,.,0,1,0,1,1
142,chr1,8230246,8230546,.,0,0,0,1,0
143,chr1,8249976,8250276,.,0,0,1,1,0
144,chr1,8254647,8254947,.,0,0,1,1,1
145,chr1,8257755,8258055,.,1,0,1,1,0
146,chr1,8262209,8262509,.,1,0,1,1,0
147,chr1,8263868,8264168,.,0,0,0,1,0
148,chr1,8264562,8264862,.,0,0,1,0,0
149,chr1,8272126,8272426,.,0,0,1,1,1
150,chr1,8300047,8300347,.,0,0,0,1,0
151,chr1,8319246,8319546,.,0,0,0,1,0
152,chr1,8343212,8343512,.,0,1,0,0,1
153,chr1,8445813,8446113,.,0,1,0,0,0
154,chr1,8450683,8450983,.,0,1,0,0,0
155,chr1,8457156,8457456,.,0,1,0,0,0
156,chr1,8469850,8470150,.,0,0,1,0,0
157,chr1,8487640,8487940,.,0,1,0,1,1
158,chr1,8488071,8488371,.,0,1,0,0,0
159,chr1,8499026,8499326,.,0,1,0,0,0
160,chr1,8533807,8534107,.,0,1,0,0,0
161,chr1,8571586,8571886,.,0,0,1,0,1
162,chr1,8686594,8686894,.,0,1,1,1,0
163,chr1,8712708,8713008,.,0,1,0,0,0
164,chr1,8720457,8720757,.,0,1,0,0,0
165,chr1,8721745,8722045,.,0,1,0,1,1
166,chr1,8724082,8724382,.,0,1,0,1,0
167,chr1,8762277,8762577,.,1,0,1,1,0
168,chr1,8810219,8810519,.,0,1,1,1,1
169,chr1,8849311,8849611,.,0,1,0,1,1
170,chr1,8858326,8858626,.,0,1,1,1,0
171,chr1,8874959,8875259,.,0,1,1,0,0
172,chr1,8933696,8933996,.,1,1,1,1,0
173,chr1,8953277,8953577,.,0,1,0,1,0
174,chr1,8963994,8964294,.,0,0,1,0,0
175,chr1,8985890,8986190,.,0,0,1,0,0
176,chr1,8999738,9000038,.,0,0,1,0,0
177,chr1,9110940,9111240,.,0,1,0,0,0
178,chr1,9127334,9127634,.,0,1,0,0,0
179,chr1,9179798,9180098,.,0,1,0,0,0
180,chr1,9222922,9223222,.,0,1,1,1,0
181,chr1,9223689,9223989,.,0,1,0,1,0
182,chr1,9223998,9224298,.,0,1,0,1,0
183,chr1,9224986,9225286,.,0,1,0,0,0
184,chr1,9225594,9225894,.,0,1,0,0,0
185,chr1,9241211,9241511,.,0,1,1,1,0
186,chr1,9254162,9254462,.,0,1,0,0,0
187,chr1,9256308,9256608,.,0,1,0,0,0
188,chr1,9291669,9291969,.,0,1,0,0,0
189,chr1,9293440,9293740,.,0,0,1,1,0
190,chr1,9298702,9299002,.,0,0,1,0,0
191,chr1,9355450,9355750,.,0,0,1,0,0
192,chr1,9473640,9473940,.,0,1,1,0,0
193,chr1,9486469,9486769,.,0,1,0,0,0
194,chr1,9489003,9489303,.,1,1,1,1,1
195,chr1,9535155,9535455,.,0,1,1,1,0
196,chr1,9689129,9689429,.,0,1,0,0,0
197,chr1,9700556,9700856,.,0,1,0,0,0
198,chr1,9760480,9760780,.,0,1,0,0,0
199,chr1,9765313,9765613,.,0,1,0,0,0
200,chr1,9840714,9841014,.,0,1,0,0,0
201,chr1,9856734,9857034,.,0,1,0,0,0
202,chr1,9885504,9885804,.,0,0,1,0,0
203,chr1,9889558,9889858,.,0,0,0,1,0
204,chr1,9912518,9912818,.,0,0,1,0,0
205,chr1,9960434,9960734,.,0,0,0,1,0
206,chr1,10269844,10270144,.,1,0,1,1,0
207,chr1,10359198,10359498,.,0,0,1,1,1
208,chr1,10448096,10448396,.,0,0,1,0,0
209,chr1,10496827,10497127,.,1,0,0,1,0
210,chr1,10556214,10556514,.,0,1,0,0,0
211,chr1,10557197,10557497,.,0,1,0,0,0
212,chr1,10558246,10558546,.,0,0,1,0,1
213,chr1,10558947,10559247,.,0,0,0,1,1
214,chr1,10745729,10746029,.,0,0,0,1,0
215,chr1,10804721,10805021,.,0,1,0,0,0
216,chr1,10815987,10816287,.,0,0,1,0,0
217,chr1,10864597,10864897,.,0,0,1,0,0
218,chr1,10927158,10927458,.,0,1,0,0,0
219,chr1,10959913,10960213,.,0,0,1,0,0
220,chr1,10960347,10960647,.,0,0,1,0,0
221,chr1,10997424,10997724,.,0,0,0,1,0
222,chr1,11040205,11040505,.,0,0,0,1,0
223,chr1,11122811,11123111,.,0,0,1,1,0
224,chr1,11415657,11415957,.,0,0,0,1,0
225,chr1,11559766,11560066,.,0,0,0,1,1
226,chr1,11761632,11761932,.,0,0,1,0,0
227,chr1,11791787,11792087,.,0,0,0,0,1
228,chr1,11798254,11798554,.,0,0,0,1,0
229,chr1,11943009,11943309,.,0,0,0,1,1
230,chr1,11968870,11969170,.,0,1,1,1,1
231,chr1,11989954,11990254,.,0,1,0,1,1
232,chr1,12050729,12051029,.,0,1,1,1,0
233,chr1,12100596,12100896,.,0,1,0,0,0
234,chr1,12112132,12112432,.,0,1,0,0,1
235,chr1,12114307,12114607,.,0,1,0,0,0
236,chr1,12124612,12124912,.,0,1,0,0,0
237,chr1,12125980,12126280,.,0,1,0,1,0
238,chr1,12127872,12128172,.,0,1,0,0,0
239,chr1,12193100,12193400,.,0,1,1,0,0
240,chr1,12213292,12213592,.,0,1,0,0,0
241,chr1,12217958,12218258,.,0,1,0,1,0
242,chr1,12221940,12222240,.,0,1,0,0,0
243,chr1,12227944,12228244,.,0,1,0,0,1
244,chr1,12231665,12231965,.,0,1,0,0,0
245,chr1,12232045,12232345,.,0,1,0,0,0
246,chr1,12233787,12234087,.,0,1,0,0,1
247,chr1,12236198,12236498,.,0,1,0,0,0
248,chr1,12238211,12238511,.,0,1,0,0,1
249,chr1,12239170,12239470,.,0,0,0,1,0
250,chr1,12240348,12240648,.,0,0,0,1,0
251,chr1,12405905,12406205,.,0,1,0,0,0
252,chr1,12485547,12485847,.,0,0,1,1,1
253,chr1,12493327,12493627,.,1,0,0,0,1
254,chr1,12493848,12494148,.,0,1,0,0,1
255,chr1,12508722,12509022,.,0,1,0,0,1
256,chr1,12533394,12533694,.,0,0,0,0,1
257,chr1,12544381,12544681,.,0,0,1,0,1
258,chr1,12579070,12579370,.,0,1,0,0,0
259,chr1,12589434,12589734,.,1,0,0,1,1
260,chr1,12599877,12600177,.,0,1,1,0,0
261,chr1,12600486,12600786,.,0,0,0,1,0
262,chr1,12609756,12610056,.,0,0,1,0,1
263,chr1,12614032,12614332,.,1,0,0,1,1
264,chr1,12674533,12674833,.,1,1,1,1,1
265,chr1,12675628,12675928,.,0,1,0,1,0
266,chr1,12717657,12717957,.,0,0,0,0,1
267,chr1,13917078,13917378,.,0,1,0,0,0
268,chr1,14027831,14028131,.,0,1,0,0,0
269,chr1,14029286,14029586,.,0,1,0,0,0
270,chr1,14054713,14055013,.,0,1,0,0,0
271,chr1,14638410,14638710,.,0,1,0,0,0
272,chr1,14765021,14765321,.,0,0,0,0,1
273,chr1,14843779,14844079,.,0,1,0,0,0
274,chr1,14847079,14847379,.,0,1,0,0,0
275,chr1,14881584,14881884,.,0,1,0,0,0
276,chr1,14924118,14924418,.,0,1,0,0,0
277,chr1,14926406,14926706,.,0,1,0,0,0
278,chr1,14992335,14992635,.,1,0,0,0,0
279,chr1,15059497,15059797,.,0,1,0,0,0
280,chr1,15111244,15111544,.,0,0,0,0,1
281,chr1,15240257,15240557,.,0,0,0,1,0
282,chr1,15247299,15247599,.,0,1,0,0,0
283,chr1,15266458,15266758,.,0,0,0,1,0
284,chr1,15335410,15335710,.,0,0,0,1,0
285,chr1,15417002,15417302,.,0,0,0,1,0
286,chr1,15499034,15499334,.,0,0,0,1,0
287,chr1,15519504,15519804,.,0,1,1,1,1
288,chr1,15570191,15570491,.,0,1,0,0,0
289,chr1,15572582,15572882,.,0,1,0,0,0
290,chr1,15575674,15575974,.,0,1,0,0,1
291,chr1,15587700,15588000,.,0,1,0,1,0
292,chr1,15649496,15649796,.,0,1,0,0,0
293,chr1,15664187,15664487,.,0,0,1,0,0
294,chr1,15666919,15667219,.,0,1,1,0,0
295,chr1,15673119,15673419,.,0,0,1,0,1
296,chr1,15697576,15697876,.,0,0,0,1,0
297,chr1,15738214,15738514,.,0,1,1,0,0
298,chr1,15738678,15738978,.,0,0,1,0,0
299,chr1,15742483,15742783,.,0,1,1,1,1
300,chr1,15744054,15744354,.,0,1,1,0,0
301,chr1,15786491,15786791,.,0,0,1,0,0
302,chr1,15827895,15828195,.,0,0,1,0,0
303,chr1,15946680,15946980,.,0,1,1,0,0
304,chr1,16007239,16007539,.,0,0,1,0,0
305,chr1,16087115,16087415,.,1,1,1,1,1
306,chr1,16125519,16125819,.,1,1,1,0,0
307,chr1,16158539,16158839,.,0,0,1,1,1
308,chr1,16175949,16176249,.,1,1,1,1,1
309,chr1,16176554,16176854,.,0,1,1,1,1
310,chr1,16209294,16209594,.,0,0,1,0,1
311,chr1,16212790,16213090,.,0,1,1,1,1
312,chr1,16227691,16227991,.,0,1,0,1,1
313,chr1,16276178,16276478,.,0,1,1,0,0
314,chr1,16277467,16277767,.,0,1,1,0,1
315,chr1,16291746,16292046,.,0,1,0,1,0
316,chr1,16292502,16292802,.,0,1,0,1,0
317,chr1,16339263,16339563,.,0,1,1,1,1
318,chr1,16339715,16340015,.,0,1,0,1,1
319,chr1,16342791,16343091,.,0,1,0,0,0
320,chr1,16470412,16470712,.,1,0,1,1,1
321,chr1,16478883,16479183,.,0,0,1,1,0
322,chr1,16479231,16479531,.,0,0,0,1,0
323,chr1,16488965,16489265,.,0,0,0,0,1
324,chr1,16499675,16499975,.,0,0,1,0,1
325,chr1,16500069,16500369,.,1,0,1,0,0
326,chr1,16502461,16502761,.,0,0,1,0,1
327,chr1,16508414,16508714,.,0,0,1,1,0
328,chr1,16511170,16511470,.,0,0,1,0,0
329,chr1,16668972,16669272,.,0,1,1,1,1
330,chr1,16670491,16670791,.,0,1,1,1,1
331,chr1,16677418,16677718,.,0,1,1,0,1
332,chr1,16696072,16696372,.,1,1,1,1,1
333,chr1,16770485,16770785,.,0,0,0,0,1
334,chr1,16825641,16825941,.,1,1,1,1,1
335,chr1,16826240,16826540,.,0,0,0,1,0
336,chr1,17023690,17023990,.,0,0,0,1,1
337,chr1,17027022,17027322,.,0,0,0,1,0
338,chr1,17229902,17230202,.,0,0,0,1,0
339,chr1,17231241,17231541,.,1,1,1,1,1
340,chr1,17240364,17240664,.,1,1,1,1,1
341,chr1,17254256,17254556,.,0,0,1,0,0
342,chr1,17353642,17353942,.,0,0,1,1,1
343,chr1,17424965,17425265,.,0,0,0,0,1
344,chr1,17454921,17455221,.,0,0,1,0,0
345,chr1,17467927,17468227,.,0,1,0,0,0
346,chr1,17468294,17468594,.,0,1,0,0,0
347,chr1,17517991,17518291,.,0,0,1,0,0
348,chr1,17518903,17519203,.,0,0,1,0,0
349,chr1,17534578,17534878,.,0,1,1,0,0
350,chr1,17557327,17557627,.,0,1,1,0,1
351,chr1,17578183,17578483,.,0,0,0,0,1
352,chr1,17746146,17746446,.,0,1,1,1,1
353,chr1,17767975,17768275,.,1,1,1,1,1
354,chr1,17865051,17865351,.,0,1,0,0,0
355,chr1,17867219,17867519,.,0,1,0,0,0
356,chr1,17874935,17875235,.,0,0,1,0,0
357,chr1,17880583,17880883,.,0,1,0,0,0
358,chr1,17896211,17896511,.,0,0,1,1,0
359,chr1,17962334,17962634,.,0,0,0,1,0
360,chr1,18376535,18376835,.,0,0,0,1,0
361,chr1,18667653,18667953,.,0,1,0,0,0
362,chr1,19078034,19078334,.,0,0,1,0,0
363,chr1,19190450,19190750,.,0,0,1,0,0
364,chr1,19253141,19253441,.,0,1,1,1,0
365,chr1,19263993,19264293,.,0,0,0,1,1
366,chr1,19276210,19276510,.,0,0,0,1,0
367,chr1,19277210,19277510,.,0,1,1,1,0
368,chr1,19278568,19278868,.,0,1,0,0,0
369,chr1,19280244,19280544,.,1,1,0,0,0
370,chr1,19283760,19284060,.,0,0,0,1,0
371,chr1,19324837,19325137,.,0,0,0,1,0
372,chr1,19333947,19334247,.,1,0,0,1,0
373,chr1,19336428,19336728,.,0,0,0,1,0
374,chr1,19337547,19337847,.,0,0,1,1,0
375,chr1,19699692,19699992,.,0,0,0,1,0
376,chr1,19703916,19704216,.,0,1,0,0,0
377,chr1,19778957,19779257,.,0,1,1,1,0
378,chr1,19780230,19780530,.,0,1,0,0,0
379,chr1,19794899,19795199,.,0,1,0,0,0
380,chr1,19795929,19796229,.,0,1,1,0,1
381,chr1,19803253,19803553,.,0,0,0,1,0
382,chr1,19803847,19804147,.,0,1,0,1,0
383,chr1,19839167,19839467,.,0,1,0,0,0
384,chr1,19926776,19927076,.,0,0,0,1,0
385,chr1,20091297,20091597,.,1,0,1,1,1
386,chr1,20111197,20111497,.,0,1,1,0,0
387,chr1,20204819,20205119,.,0,0,1,1,1
388,chr1,20307902,20308202,.,0,0,0,1,0
389,chr1,20407559,20407859,.,0,1,0,0,0
390,chr1,20452615,20452915,.,0,1,0,0,0
391,chr1,20514360,20514660,.,0,0,0,0,1
392,chr1,20692995,20693295,.,0,1,0,0,0
393,chr1,20806913,20807213,.,1,0,0,1,0
394,chr1,20808054,20808354,.,1,0,0,1,0
395,chr1,20924202,20924502,.,0,0,1,0,0
396,chr1,20930740,20931040,.,0,0,1,0,0
397,chr1,20993334,20993634,.,1,1,1,1,1
398,chr1,21084837,21085137,.,0,0,1,0,1
399,chr1,21149598,21149898,.,0,1,1,1,1
400,chr1,21194294,21194594,.,0,1,1,0,0
401,chr1,21283868,21284168,.,0,1,1,0,1
402,chr1,21348847,21349147,.,1,1,0,1,1
403,chr1,21349604,21349904,.,0,1,0,1,0
404,chr1,21401959,21402259,.,0,1,0,1,0
405,chr1,21406788,21407088,.,0,1,0,0,1
406,chr1,21427950,21428250,.,1,1,1,1,1
407,chr1,21475851,21476151,.,0,0,0,1,1
408,chr1,21476395,21476695,.,0,1,1,1,0
409,chr1,21510761,21511061,.,0,0,1,0,1
410,chr1,21558493,21558793,.,0,0,1,0,0
411,chr1,21588371,21588671,.,1,0,1,0,1
412,chr1,21588745,21589045,.,0,0,1,0,0
413,chr1,21611359,21611659,.,0,1,1,1,1
414,chr1,21618647,21618947,.,0,1,0,0,0
415,chr1,21643804,21644104,.,0,1,1,0,0
416,chr1,21649181,21649481,.,0,0,1,1,0
417,chr1,21651199,21651499,.,0,1,1,0,0
418,chr1,21651772,21652072,.,0,1,0,0,0
419,chr1,21655927,21656227,.,0,1,1,1,0
420,chr1,21660638,21660938,.,1,1,0,1,0
421,chr1,21663994,21664294,.,0,0,1,0,0
422,chr1,21664517,21664817,.,0,0,1,0,0
423,chr1,21670544,21670844,.,0,1,1,0,0
424,chr1,21724035,21724335,.,0,1,1,1,1
425,chr1,21931674,21931974,.,0,0,1,1,0
426,chr1,21965226,21965526,.,0,0,1,0,1
427,chr1,21993005,21993305,.,0,0,0,1,0
428,chr1,22065966,22066266,.,0,1,0,1,1
429,chr1,22076094,22076394,.,1,1,1,1,0
430,chr1,22089055,22089355,.,0,1,0,0,0
431,chr1,22106610,22106910,.,0,1,1,0,1
432,chr1,22221791,22222091,.,0,0,0,1,0
433,chr1,22231409,22231709,.,0,0,1,0,1
434,chr1,22232697,22232997,.,0,0,0,0,1
435,chr1,22233327,22233627,.,0,0,0,0,1
436,chr1,22235748,22236048,.,0,0,0,0,1
437,chr1,22260361,22260661,.,0,0,0,1,0
438,chr1,22266182,22266482,.,0,0,0,1,0
439,chr1,22345552,22345852,.,0,1,0,0,1
440,chr1,22366365,22366665,.,0,1,1,0,0
441,chr1,22375110,22375410,.,1,1,1,1,1
442,chr1,22503898,22504198,.,0,1,0,0,0
443,chr1,22611956,22612256,.,0,0,1,0,0
444,chr1,22829275,22829575,.,0,1,1,1,1
445,chr1,22836349,22836649,.,0,0,0,1,0
446,chr1,22863190,22863490,.,0,0,0,0,1
447,chr1,23076910,23077210,.,0,1,0,0,0
448,chr1,23113321,23113621,.,0,0,1,0,0
449,chr1,23123546,23123846,.,0,0,0,1,0
450,chr1,23387486,23387786,.,0,0,0,1,0
451,chr1,23426793,23427093,.,0,1,0,0,0
452,chr1,23429888,23430188,.,0,1,1,0,1
453,chr1,23448956,23449256,.,0,0,0,1,0
454,chr1,23494298,23494598,.,0,0,1,1,0
455,chr1,23523351,23523651,.,0,0,1,0,0
456,chr1,23542317,23542617,.,1,0,1,1,0
457,chr1,23669561,23669861,.,0,1,1,1,1
458,chr1,23748901,23749201,.,0,0,1,1,1
459,chr1,23839323,23839623,.,0,0,1,0,0
460,chr1,23881346,23881646,.,1,1,1,1,1
461,chr1,23882449,23882749,.,0,0,1,1,0
462,chr1,23888846,23889146,.,0,1,1,1,1
463,chr1,23904083,23904383,.,0,1,1,0,0
464,chr1,23912142,23912442,.,0,0,1,0,0
465,chr1,23916954,23917254,.,0,1,0,0,0
466,chr1,23918037,23918337,.,0,1,1,1,0
467,chr1,23961470,23961770,.,0,1,1,0,0
468,chr1,23977643,23977943,.,0,0,1,0,0
469,chr1,24063902,24064202,.,0,0,0,1,0
470,chr1,24229039,24229339,.,1,0,0,0,0
471,chr1,24235956,24236256,.,0,1,0,0,0
472,chr1,24237381,24237681,.,0,1,0,0,0
473,chr1,24349260,24349560,.,0,0,1,1,1
474,chr1,24395019,24395319,.,0,0,0,1,0
475,chr1,24476345,24476645,.,0,0,1,0,0
476,chr1,24477705,24478005,.,0,0,0,1,0
477,chr1,24516109,24516409,.,0,1,0,0,0
478,chr1,24516589,24516889,.,0,1,0,0,0
479,chr1,24517539,24517839,.,0,1,0,0,0
480,chr1,24518474,24518774,.,0,1,1,0,0
481,chr1,24519496,24519796,.,0,0,0,1,1
482,chr1,24581323,24581623,.,0,0,0,1,1
483,chr1,24680315,24680615,.,0,0,0,0,1
484,chr1,24691742,24692042,.,1,1,1,1,1
485,chr1,24722477,24722777,.,0,0,0,1,1
486,chr1,24732558,24732858,.,0,0,0,0,1
487,chr1,24831566,24831866,.,0,0,0,1,0
488,chr1,24833065,24833365,.,0,0,1,0,0
489,chr1,24854719,24855019,.,0,0,0,1,0
490,chr1,24856521,24856821,.,0,0,0,1,0
491,chr1,24878767,24879067,.,0,0,0,1,0
492,chr1,24968648,24968948,.,0,0,0,0,1
493,chr1,24970574,24970874,.,0,0,1,0,1
494,chr1,25021931,25022231,.,0,1,0,0,1
495,chr1,25051011,25051311,.,0,0,1,1,1
496,chr1,25051593,25051893,.,0,0,0,0,1
497,chr1,25095514,25095814,.,0,1,0,0,0
498,chr1,25237309,25237609,.,0,1,0,1,1
499,chr1,25237710,25238010,.,0,1,0,1,0
500,chr1,25242715,25243015,.,0,1,0,1,0
501,chr1,25246717,25247017,.,0,1,0,0,0
502,chr1,25247059,25247359,.,0,1,0,0,0
503,chr1,25248830,25249130,.,0,1,0,0,1
504,chr1,25250077,25250377,.,0,1,0,0,0
505,chr1,25251680,25251980,.,0,1,0,0,0
506,chr1,25252022,25252322,.,0,1,0,0,0
507,chr1,25273603,25273903,.,0,1,0,0,0
508,chr1,25281603,25281903,.,0,1,0,0,1
509,chr1,25298799,25299099,.,0,1,0,0,0
510,chr1,25343959,25344259,.,0,0,1,0,0
511,chr1,25345738,25346038,.,0,1,0,0,0
512,chr1,25348793,25349093,.,0,1,1,0,0
513,chr1,25350195,25350495,.,0,1,0,0,0
514,chr1,25352107,25352407,.,0,1,0,0,0
515,chr1,25353608,25353908,.,0,1,0,0,0
516,chr1,25355041,25355341,.,0,1,0,0,0
517,chr1,25355402,25355702,.,0,1,0,0,0
518,chr1,25357333,25357633,.,0,1,1,0,0
519,chr1,25358088,25358388,.,0,1,0,0,0
520,chr1,25360470,25360770,.,0,1,0,0,0
521,chr1,25361242,25361542,.,0,1,0,0,0
522,chr1,25425905,25426205,.,0,1,0,0,0
523,chr1,25466764,25467064,.,0,1,0,0,0
524,chr1,25559645,25559945,.,1,1,1,1,1
525,chr1,25566106,25566406,.,0,1,1,1,1
526,chr1,25566488,25566788,.,0,1,1,1,1
527,chr1,25666029,25666329,.,0,1,0,0,0
528,chr1,25801933,25802233,.,0,1,0,0,1
529,chr1,25823877,25824177,.,0,1,1,1,0
530,chr1,25942847,25943147,.,0,1,1,1,0
531,chr1,26123589,26123889,.,0,1,0,0,1
532,chr1,26184920,26185220,.,0,0,1,0,0
533,chr1,26201565,26201865,.,0,1,1,1,0
534,chr1,26320175,26320475,.,0,0,0,0,1
535,chr1,26337744,26338044,.,0,0,0,0,1
