,chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
59,chr1,2477543,2477843,.,0,1,1,1,1
60,chr1,2478396,2478696,.,1,1,1,0,1
61,chr1,2509800,2510100,.,0,1,1,1,0
62,chr1,2573961,2574261,.,0,1,1,0,0
63,chr1,2574403,2574703,.,1,1,1,1,1
64,chr1,3086976,3087276,.,0,0,0,1,0
65,chr1,3135960,3136260,.,0,0,0,1,0
66,chr1,3229784,3230084,.,0,0,0,1,0
67,chr1,3231073,3231373,.,0,0,0,1,0
68,chr1,3232689,3232989,.,0,0,0,1,0
69,chr1,3237191,3237491,.,0,0,0,1,0
70,chr1,3243389,3243689,.,0,0,0,1,0
71,chr1,3251739,3252039,.,0,0,0,1,0
72,chr1,3267393,3267693,.,0,0,0,1,0
73,chr1,3373711,3374011,.,0,0,0,1,0
74,chr1,3374971,3375271,.,0,0,1,1,0
75,chr1,3377156,3377456,.,0,0,0,1,0
76,chr1,3398839,3399139,.,0,0,1,1,0
77,chr1,3420763,3421063,.,0,0,1,0,0
78,chr1,3459902,3460202,.,0,0,1,0,0
79,chr1,3463947,3464247,.,0,0,1,0,0
80,chr1,3521240,3521540,.,1,0,0,0,0
81,chr1,3573321,3573621,.,0,1,0,0,0
82,chr1,3581307,3581607,.,0,1,0,0,0
83,chr1,3582071,3582371,.,0,1,0,0,0
84,chr1,3590230,3590530,.,0,1,0,0,0
85,chr1,3594091,3594391,.,0,1,0,0,0
86,chr1,3609207,3609507,.,0,1,0,0,0
87,chr1,3620030,3620330,.,0,0,0,0,1
88,chr1,3634650,3634950,.,0,1,0,0,0
89,chr1,3727963,3728263,.,0,0,1,0,0
90,chr1,3817709,3818009,.,0,1,1,1,1
91,chr1,4327539,4327839,.,0,1,0,1,0
92,chr1,4394380,4394680,.,0,0,0,0,1
93,chr1,5172703,5173003,.,0,0,0,0,1
94,chr1,5957189,5957489,.,0,0,0,1,0
95,chr1,6040533,6040833,.,0,0,1,0,0
96,chr1,6053705,6054005,.,0,1,1,0,1
97,chr1,6054810,6055110,.,0,1,1,0,0
98,chr1,6088221,6088521,.,0,1,0,0,0
99,chr1,6221467,6221767,.,0,0,1,0,0
100,chr1,6230911,6231211,.,0,0,0,1,0
101,chr1,6319985,6320285,.,0,1,1,0,0
102,chr1,6321614,6321914,.,0,0,0,0,1
103,chr1,6337804,6338104,.,0,0,1,0,0
104,chr1,6341869,6342169,.,0,0,0,1,0
105,chr1,6350213,6350513,.,0,1,0,0,0
106,chr1,6351122,6351422,.,0,1,0,0,0
107,chr1,6354066,6354366,.,0,1,1,0,0
108,chr1,6451645,6451945,.,0,0,1,0,1
109,chr1,6661173,6661473,.,0,1,1,1,1
110,chr1,6709005,6709305,.,0,1,1,1,0
111,chr1,6760751,6761051,.,0,0,0,1,1
112,chr1,6894553,6894853,.,0,1,1,0,1
113,chr1,6943867,6944167,.,0,1,1,1,1
114,chr1,7177640,7177940,.,0,0,1,0,1
115,chr1,7289766,7290066,.,0,0,1,0,0
116,chr1,7313232,7313532,.,0,0,0,1,0
117,chr1,7327683,7327983,.,0,0,1,0,0
118,chr1,7359397,7359697,.,0,0,1,0,0
119,chr1,7461994,7462294,.,1,0,1,0,0
120,chr1,7531151,7531451,.,0,0,1,0,0
121,chr1,7540376,7540676,.,0,0,1,0,0
122,chr1,7609360,7609660,.,1,0,1,0,0
123,chr1,7764587,7764887,.,1,0,1,1,1
124,chr1,7813591,7813891,.,0,0,0,1,0
125,chr1,7843454,7843754,.,1,0,1,1,1
126,chr1,8054257,8054557,.,0,1,1,1,1
127,chr1,8070115,8070415,.,1,0,0,1,1
128,chr1,8076487,8076787,.,0,0,0,1,0
129,chr1,8107852,8108152,.,0,0,1,0,0
130,chr1,8121359,8121659,.,1,0,0,1,0
131,chr1,8137261,8137561,.,0,0,1,1,0
132,chr1,8154575,8154875,.,0,0,1,1,0
133,chr1,8156675,8156975,.,0,1,1,1,1
134,chr1,8157448,8157748,.,0,1,1,1,0
135,chr1,8180978,8181278,.,0,0,1,1,0
136,chr1,8187147,8187447,.,0,0,1,0,0
137,chr1,8187548,8187848,.,0,0,0,1,0
138,chr1,8198061,8198361,.,0,0,1,1,0
139,chr1,8214753,8215053,.,0,0,0,1,0
140,chr1,8215700,8216000,.,0,0,0,1,0
141,chr1,8229825,8230125,.,0,1,0,1,1
142,chr1,8230246,8230546,.,0,0,0,1,0
143,chr1,8249977,8250277,.,0,0,1,1,0
144,chr1,8254622,8254922,.,0,0,1,1,1
145,chr1,8257751,8258051,.,1,0,1,1,0
146,chr1,8262232,8262532,.,1,0,1,1,0
147,chr1,8263868,8264168,.,0,0,0,1,0
148,chr1,8264473,8264773,.,0,0,1,0,0
149,chr1,8272065,8272365,.,0,0,1,1,1
150,chr1,8300067,8300367,.,0,0,0,1,0
151,chr1,8319226,8319526,.,0,0,0,1,0
152,chr1,8343256,8343556,.,0,1,0,0,1
153,chr1,8445814,8446114,.,0,1,0,0,0
154,chr1,8450796,8451096,.,0,1,0,0,0
155,chr1,8457060,8457360,.,0,1,0,0,0
156,chr1,8469733,8470033,.,0,0,1,0,0
157,chr1,8487636,8487936,.,0,1,0,1,1
158,chr1,8488091,8488391,.,0,1,0,0,0
159,chr1,8499007,8499307,.,0,1,0,0,0
160,chr1,8533808,8534108,.,0,1,0,0,0
161,chr1,8571596,8571896,.,0,0,1,0,1
162,chr1,8686529,8686829,.,0,1,1,1,0
163,chr1,8712706,8713006,.,0,1,0,0,0
164,chr1,8720454,8720754,.,0,1,0,0,0
165,chr1,8721788,8722088,.,0,1,0,1,1
166,chr1,8724108,8724408,.,0,1,0,1,0
167,chr1,8762150,8762450,.,1,0,1,1,0
168,chr1,8810219,8810519,.,0,1,1,1,1
169,chr1,8849337,8849637,.,0,1,0,1,1
170,chr1,8858192,8858492,.,0,1,1,1,0
171,chr1,8874960,8875260,.,0,1,1,0,0
172,chr1,8933603,8933903,.,1,1,1,1,0
173,chr1,8953322,8953622,.,0,1,0,1,0
174,chr1,8963994,8964294,.,0,0,1,0,0
175,chr1,8985930,8986230,.,0,0,1,0,0
176,chr1,8999861,9000161,.,0,0,1,0,0
177,chr1,9110941,9111241,.,0,1,0,0,0
178,chr1,9127327,9127627,.,0,1,0,0,0
179,chr1,9179782,9180082,.,0,1,0,0,0
180,chr1,9222900,9223200,.,0,1,1,1,0
181,chr1,9223633,9223933,.,0,1,0,1,0
182,chr1,9223933,9224233,.,0,1,0,1,0
183,chr1,9224988,9225288,.,0,1,0,0,0
184,chr1,9225472,9225772,.,0,1,0,0,0
185,chr1,9241212,9241512,.,0,1,1,1,0
186,chr1,9254163,9254463,.,0,1,0,0,0
187,chr1,9256227,9256527,.,0,1,0,0,0
188,chr1,9291794,9292094,.,0,1,0,0,0
189,chr1,9293494,9293794,.,0,0,1,1,0
190,chr1,9298720,9299020,.,0,0,1,0,0
191,chr1,9355451,9355751,.,0,0,1,0,0
192,chr1,9473625,9473925,.,0,1,1,0,0
193,chr1,9486461,9486761,.,0,1,0,0,0
194,chr1,9488883,9489183,.,1,1,1,1,1
195,chr1,9535154,9535454,.,0,1,1,1,0
196,chr1,9689255,9689555,.,0,1,0,0,0
197,chr1,9700558,9700858,.,0,1,0,0,0
198,chr1,9760519,9760819,.,0,1,0,0,0
199,chr1,9765314,9765614,.,0,1,0,0,0
200,chr1,9840888,9841188,.,0,1,0,0,0
201,chr1,9856734,9857034,.,0,1,0,0,0
202,chr1,9885381,9885681,.,0,0,1,0,0
203,chr1,9889557,9889857,.,0,0,0,1,0
204,chr1,9912474,9912774,.,0,0,1,0,0
205,chr1,9960470,9960770,.,0,0,0,1,0
206,chr1,10269962,10270262,.,1,0,1,1,0
207,chr1,10359199,10359499,.,0,0,1,1,1
208,chr1,10447888,10448188,.,0,0,1,0,0
209,chr1,10496827,10497127,.,1,0,0,1,0
210,chr1,10556166,10556466,.,0,1,0,0,0
211,chr1,10557194,10557494,.,0,1,0,0,0
212,chr1,10558298,10558598,.,0,0,1,0,1
213,chr1,10559108,10559408,.,0,0,0,1,1
214,chr1,10745725,10746025,.,0,0,0,1,0
215,chr1,10804772,10805072,.,0,1,0,0,0
216,chr1,10815976,10816276,.,0,0,1,0,0
217,chr1,10864566,10864866,.,0,0,1,0,0
218,chr1,10927158,10927458,.,0,1,0,0,0
219,chr1,10959916,10960216,.,0,0,1,0,0
220,chr1,10960349,10960649,.,0,0,1,0,0
221,chr1,10997526,10997826,.,0,0,0,1,0
222,chr1,11040295,11040595,.,0,0,0,1,0
223,chr1,11122903,11123203,.,0,0,1,1,0
224,chr1,11415602,11415902,.,0,0,0,1,0
225,chr1,11559598,11559898,.,0,0,0,1,1
226,chr1,11761752,11762052,.,0,0,1,0,0
227,chr1,11791821,11792121,.,0,0,0,0,1
228,chr1,11798254,11798554,.,0,0,0,1,0
229,chr1,11942921,11943221,.,0,0,0,1,1
230,chr1,11968676,11968976,.,0,1,1,1,1
231,chr1,11990016,11990316,.,0,1,0,1,1
232,chr1,12050786,12051086,.,0,1,1,1,0
233,chr1,12100596,12100896,.,0,1,0,0,0
234,chr1,12112134,12112434,.,0,1,0,0,1
235,chr1,12114328,12114628,.,0,1,0,0,0
236,chr1,12124645,12124945,.,0,1,0,0,0
237,chr1,12126106,12126406,.,0,1,0,1,0
238,chr1,12127873,12128173,.,0,1,0,0,0
239,chr1,12193109,12193409,.,0,1,1,0,0
240,chr1,12213355,12213655,.,0,1,0,0,0
241,chr1,12217893,12218193,.,0,1,0,1,0
242,chr1,12222014,12222314,.,0,1,0,0,0
243,chr1,12228555,12228855,.,0,1,0,0,1
244,chr1,12231637,12231937,.,0,1,0,0,0
245,chr1,12232122,12232422,.,0,1,0,0,0
246,chr1,12233729,12234029,.,0,1,0,0,1
247,chr1,12236223,12236523,.,0,1,0,0,0
248,chr1,12238083,12238383,.,0,1,0,0,1
249,chr1,12239072,12239372,.,0,0,0,1,0
250,chr1,12240501,12240801,.,0,0,0,1,0
251,chr1,12405920,12406220,.,0,1,0,0,0
252,chr1,12485548,12485848,.,0,0,1,1,1
253,chr1,12493362,12493662,.,1,0,0,0,1
254,chr1,12493957,12494257,.,0,1,0,0,1
255,chr1,12508744,12509044,.,0,1,0,0,1
256,chr1,12533395,12533695,.,0,0,0,0,1
257,chr1,12544382,12544682,.,0,0,1,0,1
258,chr1,12579069,12579369,.,0,1,0,0,0
259,chr1,12589457,12589757,.,1,0,0,1,1
260,chr1,12599903,12600203,.,0,1,1,0,0
261,chr1,12600539,12600839,.,0,0,0,1,0
262,chr1,12609728,12610028,.,0,0,1,0,1
263,chr1,12614031,12614331,.,1,0,0,1,1
264,chr1,12674471,12674771,.,1,1,1,1,1
265,chr1,12675630,12675930,.,0,1,0,1,0
266,chr1,12717654,12717954,.,0,0,0,0,1
267,chr1,13917035,13917335,.,0,1,0,0,0
268,chr1,14027975,14028275,.,0,1,0,0,0
269,chr1,14029328,14029628,.,0,1,0,0,0
270,chr1,14054814,14055114,.,0,1,0,0,0
271,chr1,14638403,14638703,.,0,1,0,0,0
272,chr1,14765070,14765370,.,0,0,0,0,1
273,chr1,14843771,14844071,.,0,1,0,0,0
274,chr1,14847056,14847356,.,0,1,0,0,0
275,chr1,14881585,14881885,.,0,1,0,0,0
276,chr1,14924130,14924430,.,0,1,0,0,0
277,chr1,14926407,14926707,.,0,1,0,0,0
278,chr1,14992464,14992764,.,1,0,0,0,0
279,chr1,15059487,15059787,.,0,1,0,0,0
280,chr1,15111229,15111529,.,0,0,0,0,1
281,chr1,15240257,15240557,.,0,0,0,1,0
282,chr1,15247300,15247600,.,0,1,0,0,0
283,chr1,15266458,15266758,.,0,0,0,1,0
284,chr1,15335412,15335712,.,0,0,0,1,0
285,chr1,15416975,15417275,.,0,0,0,1,0
286,chr1,15499103,15499403,.,0,0,0,1,0
287,chr1,15519438,15519738,.,0,1,1,1,1
288,chr1,15570202,15570502,.,0,1,0,0,0
289,chr1,15572598,15572898,.,0,1,0,0,0
290,chr1,15575700,15576000,.,0,1,0,0,1
291,chr1,15587970,15588270,.,0,1,0,1,0
292,chr1,15649499,15649799,.,0,1,0,0,0
293,chr1,15664231,15664531,.,0,0,1,0,0
294,chr1,15666922,15667222,.,0,1,1,0,0
295,chr1,15673120,15673420,.,0,0,1,0,1
296,chr1,15697577,15697877,.,0,0,0,1,0
297,chr1,15738239,15738539,.,0,1,1,0,0
298,chr1,15738673,15738973,.,0,0,1,0,0
299,chr1,15742745,15743045,.,0,1,1,1,1
300,chr1,15743828,15744128,.,0,1,1,0,0
301,chr1,15786426,15786726,.,0,0,1,0,0
302,chr1,15827896,15828196,.,0,0,1,0,0
303,chr1,15946662,15946962,.,0,1,1,0,0
304,chr1,16007281,16007581,.,0,0,1,0,0
305,chr1,16087130,16087430,.,1,1,1,1,1
306,chr1,16125513,16125813,.,1,1,1,0,0
307,chr1,16158434,16158734,.,0,0,1,1,1
308,chr1,16175842,16176142,.,1,1,1,1,1
309,chr1,16176559,16176859,.,0,1,1,1,1
310,chr1,16209397,16209697,.,0,0,1,0,1
311,chr1,16212775,16213075,.,0,1,1,1,1
312,chr1,16227691,16227991,.,0,1,0,1,1
313,chr1,16276105,16276405,.,0,1,1,0,0
314,chr1,16277637,16277937,.,0,1,1,0,1
315,chr1,16291773,16292073,.,0,1,0,1,0
316,chr1,16292683,16292983,.,0,1,0,1,0
317,chr1,16339328,16339628,.,0,1,1,1,1
318,chr1,16339703,16340003,.,0,1,0,1,1
319,chr1,16342650,16342950,.,0,1,0,0,0
320,chr1,16470241,16470541,.,1,0,1,1,1
321,chr1,16478901,16479201,.,0,0,1,1,0
322,chr1,16479232,16479532,.,0,0,0,1,0
323,chr1,16488964,16489264,.,0,0,0,0,1
324,chr1,16499678,16499978,.,0,0,1,0,1
325,chr1,16500046,16500346,.,1,0,1,0,0
326,chr1,16502455,16502755,.,0,0,1,0,1
327,chr1,16508372,16508672,.,0,0,1,1,0
328,chr1,16511287,16511587,.,0,0,1,0,0
329,chr1,16668971,16669271,.,0,1,1,1,1
330,chr1,16670491,16670791,.,0,1,1,1,1
331,chr1,16677389,16677689,.,0,1,1,0,1
332,chr1,16696065,16696365,.,1,1,1,1,1
333,chr1,16770486,16770786,.,0,0,0,0,1
334,chr1,16825662,16825962,.,1,1,1,1,1
335,chr1,16826226,16826526,.,0,0,0,1,0
336,chr1,17023710,17024010,.,0,0,0,1,1
337,chr1,17027055,17027355,.,0,0,0,1,0
338,chr1,17229895,17230195,.,0,0,0,1,0
339,chr1,17231328,17231628,.,1,1,1,1,1
340,chr1,17240335,17240635,.,1,1,1,1,1
341,chr1,17254308,17254608,.,0,0,1,0,0
342,chr1,17353643,17353943,.,0,0,1,1,1
343,chr1,17425035,17425335,.,0,0,0,0,1
344,chr1,17454921,17455221,.,0,0,1,0,0
345,chr1,17467887,17468187,.,0,1,0,0,0
346,chr1,17468290,17468590,.,0,1,0,0,0
347,chr1,17518045,17518345,.,0,0,1,0,0
348,chr1,17518889,17519189,.,0,0,1,0,0
349,chr1,17534590,17534890,.,0,1,1,0,0
350,chr1,17557328,17557628,.,0,1,1,0,1
351,chr1,17578187,17578487,.,0,0,0,0,1
352,chr1,17746229,17746529,.,0,1,1,1,1
353,chr1,17768107,17768407,.,1,1,1,1,1
354,chr1,17865204,17865504,.,0,1,0,0,0
355,chr1,17867344,17867644,.,0,1,0,0,0
356,chr1,17874936,17875236,.,0,0,1,0,0
357,chr1,17880583,17880883,.,0,1,0,0,0
358,chr1,17896261,17896561,.,0,0,1,1,0
359,chr1,17962337,17962637,.,0,0,0,1,0
360,chr1,18376508,18376808,.,0,0,0,1,0
361,chr1,18667670,18667970,.,0,1,0,0,0
362,chr1,19078035,19078335,.,0,0,1,0,0
363,chr1,19190452,19190752,.,0,0,1,0,0
364,chr1,19253062,19253362,.,0,1,1,1,0
365,chr1,19263994,19264294,.,0,0,0,1,1
366,chr1,19276256,19276556,.,0,0,0,1,0
367,chr1,19277158,19277458,.,0,1,1,1,0
368,chr1,19278490,19278790,.,0,1,0,0,0
369,chr1,19280211,19280511,.,1,1,0,0,0
370,chr1,19283758,19284058,.,0,0,0,1,0
371,chr1,19324805,19325105,.,0,0,0,1,0
372,chr1,19333948,19334248,.,1,0,0,1,0
373,chr1,19336445,19336745,.,0,0,0,1,0
374,chr1,19337609,19337909,.,0,0,1,1,0
375,chr1,19699762,19700062,.,0,0,0,1,0
376,chr1,19703920,19704220,.,0,1,0,0,0
377,chr1,19778829,19779129,.,0,1,1,1,0
378,chr1,19780242,19780542,.,0,1,0,0,0
379,chr1,19794980,19795280,.,0,1,0,0,0
380,chr1,19795926,19796226,.,0,1,1,0,1
381,chr1,19803358,19803658,.,0,0,0,1,0
382,chr1,19803863,19804163,.,0,1,0,1,0
383,chr1,19839137,19839437,.,0,1,0,0,0
384,chr1,19926741,19927041,.,0,0,0,1,0
385,chr1,20091269,20091569,.,1,0,1,1,1
386,chr1,20111062,20111362,.,0,1,1,0,0
387,chr1,20204733,20205033,.,0,0,1,1,1
388,chr1,20307883,20308183,.,0,0,0,1,0
389,chr1,20407476,20407776,.,0,1,0,0,0
390,chr1,20452568,20452868,.,0,1,0,0,0
391,chr1,20514185,20514485,.,0,0,0,0,1
392,chr1,20693014,20693314,.,0,1,0,0,0
393,chr1,20806882,20807182,.,1,0,0,1,0
394,chr1,20808052,20808352,.,1,0,0,1,0
395,chr1,20924202,20924502,.,0,0,1,0,0
396,chr1,20930724,20931024,.,0,0,1,0,0
397,chr1,20993327,20993627,.,1,1,1,1,1
398,chr1,21084839,21085139,.,0,0,1,0,1
399,chr1,21149590,21149890,.,0,1,1,1,1
400,chr1,21194294,21194594,.,0,1,1,0,0
401,chr1,21283863,21284163,.,0,1,1,0,1
402,chr1,21348973,21349273,.,1,1,0,1,1
403,chr1,21349605,21349905,.,0,1,0,1,0
404,chr1,21401795,21402095,.,0,1,0,1,0
405,chr1,21406788,21407088,.,0,1,0,0,1
406,chr1,21427948,21428248,.,1,1,1,1,1
407,chr1,21475706,21476006,.,0,0,0,1,1
408,chr1,21476287,21476587,.,0,1,1,1,0
409,chr1,21510762,21511062,.,0,0,1,0,1
410,chr1,21558494,21558794,.,0,0,1,0,0
411,chr1,21588300,21588600,.,1,0,1,0,1
412,chr1,21588979,21589279,.,0,0,1,0,0
413,chr1,21611241,21611541,.,0,1,1,1,1
414,chr1,21618648,21618948,.,0,1,0,0,0
415,chr1,21643863,21644163,.,0,1,1,0,0
416,chr1,21649136,21649436,.,0,0,1,1,0
417,chr1,21651095,21651395,.,0,1,1,0,0
418,chr1,21651873,21652173,.,0,1,0,0,0
419,chr1,21655876,21656176,.,0,1,1,1,0
420,chr1,21660754,21661054,.,1,1,0,1,0
421,chr1,21663936,21664236,.,0,0,1,0,0
422,chr1,21664466,21664766,.,0,0,1,0,0
423,chr1,21670519,21670819,.,0,1,1,0,0
424,chr1,21724069,21724369,.,0,1,1,1,1
425,chr1,21931581,21931881,.,0,0,1,1,0
426,chr1,21965167,21965467,.,0,0,1,0,1
427,chr1,21993025,21993325,.,0,0,0,1,0
428,chr1,22065967,22066267,.,0,1,0,1,1
429,chr1,22076087,22076387,.,1,1,1,1,0
430,chr1,22089055,22089355,.,0,1,0,0,0
431,chr1,22106611,22106911,.,0,1,1,0,1
432,chr1,22221791,22222091,.,0,0,0,1,0
433,chr1,22231350,22231650,.,0,0,1,0,1
434,chr1,22232681,22232981,.,0,0,0,0,1
435,chr1,22233333,22233633,.,0,0,0,0,1
436,chr1,22235768,22236068,.,0,0,0,0,1
437,chr1,22260315,22260615,.,0,0,0,1,0
438,chr1,22266148,22266448,.,0,0,0,1,0
439,chr1,22345574,22345874,.,0,1,0,0,1
440,chr1,22366383,22366683,.,0,1,1,0,0
441,chr1,22375113,22375413,.,1,1,1,1,1
442,chr1,22503899,22504199,.,0,1,0,0,0
443,chr1,22611956,22612256,.,0,0,1,0,0
444,chr1,22829185,22829485,.,0,1,1,1,1
445,chr1,22836418,22836718,.,0,0,0,1,0
446,chr1,22863190,22863490,.,0,0,0,0,1
447,chr1,23076879,23077179,.,0,1,0,0,0
448,chr1,23113305,23113605,.,0,0,1,0,0
449,chr1,23123718,23124018,.,0,0,0,1,0
450,chr1,23387486,23387786,.,0,0,0,1,0
451,chr1,23426745,23427045,.,0,1,0,0,0
452,chr1,23429860,23430160,.,0,1,1,0,1
453,chr1,23448957,23449257,.,0,0,0,1,0
454,chr1,23494178,23494478,.,0,0,1,1,0
455,chr1,23523366,23523666,.,0,0,1,0,0
456,chr1,23542317,23542617,.,1,0,1,1,0
457,chr1,23669598,23669898,.,0,1,1,1,1
458,chr1,23748899,23749199,.,0,0,1,1,1
459,chr1,23839324,23839624,.,0,0,1,0,0
460,chr1,23881322,23881622,.,1,1,1,1,1
461,chr1,23882533,23882833,.,0,0,1,1,0
462,chr1,23888789,23889089,.,0,1,1,1,1
463,chr1,23903868,23904168,.,0,1,1,0,0
464,chr1,23912065,23912365,.,0,0,1,0,0
465,chr1,23916921,23917221,.,0,1,0,0,0
466,chr1,23918125,23918425,.,0,1,1,1,0
467,chr1,23961474,23961774,.,0,1,1,0,0
468,chr1,23977644,23977944,.,0,0,1,0,0
469,chr1,24063903,24064203,.,0,0,0,1,0
470,chr1,24229055,24229355,.,1,0,0,0,0
471,chr1,24235917,24236217,.,0,1,0,0,0
472,chr1,24237363,24237663,.,0,1,0,0,0
473,chr1,24349264,24349564,.,0,0,1,1,1
474,chr1,24395019,24395319,.,0,0,0,1,0
475,chr1,24476345,24476645,.,0,0,1,0,0
476,chr1,24477747,24478047,.,0,0,0,1,0
477,chr1,24516099,24516399,.,0,1,0,0,0
478,chr1,24516659,24516959,.,0,1,0,0,0
479,chr1,24517548,24517848,.,0,1,0,0,0
480,chr1,24518442,24518742,.,0,1,1,0,0
481,chr1,24519649,24519949,.,0,0,0,1,1
482,chr1,24581320,24581620,.,0,0,0,1,1
483,chr1,24680315,24680615,.,0,0,0,0,1
484,chr1,24691807,24692107,.,1,1,1,1,1
485,chr1,24722478,24722778,.,0,0,0,1,1
486,chr1,24732519,24732819,.,0,0,0,0,1
487,chr1,24831557,24831857,.,0,0,0,1,0
488,chr1,24833146,24833446,.,0,0,1,0,0
489,chr1,24854720,24855020,.,0,0,0,1,0
490,chr1,24856521,24856821,.,0,0,0,1,0
491,chr1,24878743,24879043,.,0,0,0,1,0
492,chr1,24968649,24968949,.,0,0,0,0,1
493,chr1,24970560,24970860,.,0,0,1,0,1
494,chr1,25021931,25022231,.,0,1,0,0,1
495,chr1,25050993,25051293,.,0,0,1,1,1
496,chr1,25051646,25051946,.,0,0,0,0,1
497,chr1,25095523,25095823,.,0,1,0,0,0
498,chr1,25237151,25237451,.,0,1,0,1,1
499,chr1,25237714,25238014,.,0,1,0,1,0
500,chr1,25242718,25243018,.,0,1,0,1,0
501,chr1,25246718,25247018,.,0,1,0,0,0
502,chr1,25247053,25247353,.,0,1,0,0,0
503,chr1,25248744,25249044,.,0,1,0,0,1
504,chr1,25250064,25250364,.,0,1,0,0,0
505,chr1,25251703,25252003,.,0,1,0,0,0
506,chr1,25252065,25252365,.,0,1,0,0,0
507,chr1,25273604,25273904,.,0,1,0,0,0
508,chr1,25281644,25281944,.,0,1,0,0,1
509,chr1,25298788,25299088,.,0,1,0,0,0
510,chr1,25344012,25344312,.,0,0,1,0,0
511,chr1,25345855,25346155,.,0,1,0,0,0
512,chr1,25348779,25349079,.,0,1,1,0,0
513,chr1,25350304,25350604,.,0,1,0,0,0
514,chr1,25352107,25352407,.,0,1,0,0,0
515,chr1,25353554,25353854,.,0,1,0,0,0
516,chr1,25355075,25355375,.,0,1,0,0,0
517,chr1,25355408,25355708,.,0,1,0,0,0
518,chr1,25357339,25357639,.,0,1,1,0,0
519,chr1,25358024,25358324,.,0,1,0,0,0
520,chr1,25360521,25360821,.,0,1,0,0,0
521,chr1,25361376,25361676,.,0,1,0,0,0
522,chr1,25425748,25426048,.,0,1,0,0,0
523,chr1,25466763,25467063,.,0,1,0,0,0
524,chr1,25559702,25560002,.,1,1,1,1,1
525,chr1,25566153,25566453,.,0,1,1,1,1
526,chr1,25566494,25566794,.,0,1,1,1,1
527,chr1,25666030,25666330,.,0,1,0,0,0
528,chr1,25801943,25802243,.,0,1,0,0,1
529,chr1,25823878,25824178,.,0,1,1,1,0
530,chr1,25942826,25943126,.,0,1,1,1,0
531,chr1,26123479,26123779,.,0,1,0,0,1
532,chr1,26184923,26185223,.,0,0,1,0,0
533,chr1,26201578,26201878,.,0,1,1,1,0
534,chr1,26320081,26320381,.,0,0,0,0,1
535,chr1,26337744,26338044,.,0,0,0,0,1
