chromosome,start,end,strand,A549,CACO2,GM12878,H1,H9,HEK293,HELAS3,HEPG2,HL60,JURKAT,K562,MCF7,PC3
chr1,1136756,1137056,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,1144312,1144612,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1173411,1173711,.,0,0,1,0,1,0,0,1,0,0,0,0,1
chr1,1186299,1186599,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1265678,1265978,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,1283192,1283492,.,0,0,0,0,0,0,1,1,0,0,0,1,1
chr1,1286730,1287030,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr1,1294708,1295008,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,1295783,1296083,.,1,0,0,0,1,0,1,1,0,1,1,0,1
chr1,1343413,1343713,.,0,0,1,1,1,1,1,1,1,0,1,0,1
chr1,1368478,1368778,.,0,1,0,1,1,0,1,1,0,0,1,0,0
chr1,1456537,1456837,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,1609591,1609891,.,0,0,1,1,0,0,0,0,0,0,0,1,0
chr1,1611809,1612109,.,0,0,0,1,0,1,0,0,0,1,1,0,1
chr1,1706841,1707141,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1708936,1709236,.,0,0,1,1,1,1,1,1,0,1,1,1,1
chr1,1714217,1714517,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,1744279,1744579,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,1772032,1772332,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,1793695,1793995,.,0,1,0,0,0,0,1,1,1,0,0,0,1
chr1,1803058,1803358,.,1,0,1,1,1,0,0,1,1,0,1,1,1
chr1,1814793,1815093,.,1,1,1,1,0,0,1,1,1,1,1,0,1
chr1,1840492,1840792,.,0,1,1,1,1,1,1,1,1,1,1,1,1
chr1,1951440,1951740,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,1952055,1952355,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr1,1978684,1978984,.,0,1,0,1,1,0,0,1,0,0,0,0,0
chr1,2059813,2060113,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,2068609,2068909,.,0,0,0,0,1,0,1,0,0,0,0,1,0
chr1,2082720,2083020,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,2111604,2111904,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,2135885,2136185,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,2140094,2140394,.,1,0,0,0,0,0,1,1,0,0,1,0,1
chr1,2162510,2162810,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,2172113,2172413,.,0,0,0,0,0,0,0,1,0,0,1,0,0
chr1,2177572,2177872,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr1,2230636,2230936,.,1,0,1,0,0,0,0,0,0,0,0,0,0
chr1,2231788,2232088,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,2232512,2232812,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,2245795,2246095,.,0,1,0,1,1,1,1,1,0,0,0,0,1
chr1,2246509,2246809,.,0,0,1,1,1,0,0,1,0,1,1,0,0
chr1,2253547,2253847,.,1,0,0,1,0,0,0,0,0,0,0,0,1
chr1,2254005,2254305,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,2477543,2477843,.,0,1,1,1,1,1,1,1,1,1,1,1,1
chr1,2478396,2478696,.,1,1,1,1,1,1,1,0,0,0,1,0,1
chr1,2509800,2510100,.,0,0,1,1,0,0,1,1,0,0,0,0,1
chr1,2573961,2574261,.,0,0,1,1,1,0,1,0,0,0,0,0,0
chr1,2574403,2574703,.,1,1,1,1,1,1,1,1,0,1,1,1,1
chr1,2804955,2805255,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,3086976,3087276,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3111729,3112029,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3128584,3128884,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,3133937,3134237,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3135960,3136260,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3229784,3230084,.,0,0,0,0,0,1,0,1,0,0,0,0,0
chr1,3231073,3231373,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3231445,3231745,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,3232689,3232989,.,0,0,0,0,0,1,0,1,0,0,0,0,0
chr1,3237191,3237491,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3243389,3243689,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3251739,3252039,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3267393,3267693,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3269115,3269415,.,0,0,0,1,0,1,0,0,0,0,0,0,0
chr1,3309975,3310275,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,3325699,3325999,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,3373711,3374011,.,0,0,0,0,1,0,0,1,0,0,0,0,0
chr1,3374971,3375271,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr1,3377156,3377456,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,3398839,3399139,.,0,0,0,0,0,0,1,1,0,0,0,0,0
chr1,3420763,3421063,.,0,0,0,0,1,0,1,0,0,0,0,0,1
chr1,3459902,3460202,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,3463947,3464247,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,3514137,3514437,.,0,0,0,1,0,0,0,0,1,0,0,0,0
chr1,3521240,3521540,.,1,0,0,0,0,0,0,0,1,1,0,0,0
chr1,3573321,3573621,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3581307,3581607,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3582071,3582371,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,3590230,3590530,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3594091,3594391,.,0,0,1,1,0,0,0,0,1,0,0,0,0
chr1,3609207,3609507,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,3620030,3620330,.,0,0,0,0,0,0,0,0,0,1,1,0,0
chr1,3634650,3634950,.,0,0,1,0,1,0,0,0,1,0,0,0,0
chr1,3727963,3728263,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr1,3817709,3818009,.,0,0,1,1,1,1,1,1,1,1,1,0,1
chr1,4004954,4005254,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,4067964,4068264,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,4327539,4327839,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,4342210,4342510,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,4394380,4394680,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,4729501,4729801,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,4736251,4736551,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,5172703,5173003,.,0,0,0,0,1,0,0,0,0,0,1,0,0
chr1,5957189,5957489,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,6034650,6034950,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,6040533,6040833,.,0,0,0,1,1,0,1,0,0,0,0,0,0
chr1,6053705,6054005,.,0,1,1,1,1,0,1,0,0,1,1,0,1
chr1,6054810,6055110,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,6088221,6088521,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,6221467,6221767,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,6230911,6231211,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,6302036,6302336,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,6319985,6320285,.,0,0,1,1,1,0,1,0,0,1,0,1,0
chr1,6321614,6321914,.,0,0,0,0,1,0,0,0,0,0,1,0,0
chr1,6337804,6338104,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,6341869,6342169,.,0,0,0,0,0,0,0,1,0,1,0,0,1
chr1,6350213,6350513,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,6351122,6351422,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,6354066,6354366,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,6360258,6360558,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,6373561,6373861,.,0,0,0,0,0,0,0,0,0,1,0,0,0
chr1,6451645,6451945,.,0,0,0,0,0,0,1,0,0,0,1,0,1
chr1,6566308,6566608,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,6661173,6661473,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr1,6709005,6709305,.,0,0,1,0,0,0,1,1,1,1,0,0,0
chr1,6760751,6761051,.,0,0,0,0,1,0,0,1,0,0,1,0,0
chr1,6894553,6894853,.,0,0,1,1,0,0,1,0,0,0,1,0,1
chr1,6943867,6944167,.,0,0,1,0,1,0,1,1,1,1,1,0,0
chr1,7177640,7177940,.,0,0,0,1,1,0,1,0,0,0,1,0,0
chr1,7207250,7207550,.,0,0,0,0,1,1,0,0,0,1,0,0,0
chr1,7289766,7290066,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7313232,7313532,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,7327683,7327983,.,0,0,0,1,1,1,1,0,0,0,0,0,0
chr1,7359397,7359697,.,0,0,0,1,0,0,1,0,0,0,0,0,0
chr1,7461994,7462294,.,1,1,0,1,0,0,1,0,0,0,0,0,0
chr1,7531151,7531451,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr1,7540376,7540676,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7558437,7558737,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,7609360,7609660,.,1,0,0,0,0,0,1,0,0,0,0,0,0
chr1,7668933,7669233,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,7729609,7729909,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,7764587,7764887,.,1,1,0,1,1,1,1,1,0,1,1,1,0
chr1,7813591,7813891,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,7843454,7843754,.,1,1,0,1,1,1,1,1,0,0,1,0,1
chr1,7947642,7947942,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,8054257,8054557,.,0,0,1,0,1,0,1,1,0,0,1,0,1
chr1,8070115,8070415,.,1,1,0,0,1,0,0,1,0,0,1,0,1
chr1,8076487,8076787,.,0,0,0,0,1,0,0,1,0,0,0,1,1
chr1,8107852,8108152,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8121359,8121659,.,1,1,0,0,0,0,0,1,0,0,0,0,1
chr1,8137261,8137561,.,0,0,0,0,0,0,1,1,0,0,0,1,1
chr1,8143125,8143425,.,0,0,0,0,0,1,0,0,0,0,0,0,1
chr1,8154575,8154875,.,0,0,0,0,0,0,1,1,0,0,0,0,1
chr1,8156675,8156975,.,0,0,1,0,0,0,1,1,0,0,1,0,1
chr1,8157448,8157748,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,8180978,8181278,.,0,1,0,0,0,0,1,1,0,0,0,0,0
chr1,8187147,8187447,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8187548,8187848,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8198061,8198361,.,0,0,0,0,0,0,1,1,0,0,0,0,1
chr1,8214753,8215053,.,0,0,0,1,0,0,0,1,0,0,0,0,0
chr1,8215700,8216000,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8229825,8230125,.,0,1,1,0,0,0,0,1,0,1,1,0,0
chr1,8230246,8230546,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8249977,8250277,.,0,0,0,0,0,0,1,1,0,0,0,1,0
chr1,8254622,8254922,.,0,0,0,0,0,1,1,1,0,0,1,0,1
chr1,8257751,8258051,.,1,0,0,0,0,0,1,1,0,0,0,1,1
chr1,8262232,8262532,.,1,0,0,1,0,0,1,1,0,0,0,0,0
chr1,8263868,8264168,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8264473,8264773,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,8272065,8272365,.,0,0,0,0,0,0,1,1,0,0,1,0,1
chr1,8300067,8300367,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,8319226,8319526,.,0,0,0,0,0,0,0,1,0,0,0,0,1
chr1,8343256,8343556,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,8445814,8446114,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,8450796,8451096,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,8457060,8457360,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8469733,8470033,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8487636,8487936,.,0,1,1,1,0,1,0,1,1,0,1,0,1
chr1,8488091,8488391,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,8499007,8499307,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8520955,8521255,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,8533808,8534108,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,8571596,8571896,.,0,1,0,0,0,0,1,0,0,1,1,1,1
chr1,8686529,8686829,.,0,1,1,0,0,0,1,1,0,0,0,0,0
chr1,8689936,8690236,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,8712706,8713006,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8720454,8720754,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,8721788,8722088,.,0,0,1,0,0,0,0,1,0,0,1,0,0
chr1,8724108,8724408,.,0,0,1,0,1,1,0,1,0,0,0,0,0
chr1,8762150,8762450,.,1,1,0,1,1,0,1,1,0,0,0,0,1
chr1,8810219,8810519,.,0,0,1,1,0,1,1,1,0,1,1,0,0
chr1,8849337,8849637,.,0,1,1,0,1,0,0,1,0,1,1,0,0
chr1,8858192,8858492,.,0,0,1,1,1,0,1,1,1,0,0,1,0
chr1,8874960,8875260,.,0,0,1,1,0,0,1,0,0,1,0,0,0
chr1,8933603,8933903,.,1,0,1,1,0,0,1,1,1,1,0,0,1
chr1,8953322,8953622,.,0,0,1,1,0,1,0,1,1,0,0,0,1
chr1,8963994,8964294,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,8971373,8971673,.,0,0,0,1,1,0,0,0,0,0,0,0,0
chr1,8985930,8986230,.,0,0,0,0,0,1,1,0,0,0,0,0,0
chr1,8999861,9000161,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,9110941,9111241,.,0,0,1,1,1,0,0,0,1,0,0,0,0
chr1,9127327,9127627,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9179782,9180082,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9195486,9195786,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,9222900,9223200,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,9223633,9223933,.,0,0,1,1,0,0,0,1,0,0,0,1,0
chr1,9223933,9224233,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,9224988,9225288,.,0,1,1,0,1,0,0,0,0,0,0,0,0
chr1,9225472,9225772,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,9241212,9241512,.,0,0,1,0,0,0,1,1,0,0,0,0,0
chr1,9254163,9254463,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9256227,9256527,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9261634,9261934,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,9291794,9292094,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9293494,9293794,.,0,0,0,0,0,0,1,1,1,0,0,0,0
chr1,9298720,9299020,.,0,1,0,0,0,1,1,0,0,0,0,0,1
chr1,9318012,9318312,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,9335656,9335956,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,9355451,9355751,.,0,0,0,1,1,0,1,0,0,1,0,0,0
chr1,9473625,9473925,.,0,0,1,0,0,0,1,0,0,1,0,0,0
chr1,9486461,9486761,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9488883,9489183,.,1,0,1,1,1,1,1,1,1,1,1,1,1
chr1,9535154,9535454,.,0,0,1,0,0,0,1,1,0,0,0,0,0
chr1,9689255,9689555,.,0,0,1,0,0,0,0,0,1,1,0,0,0
chr1,9700558,9700858,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9760519,9760819,.,0,0,1,0,1,0,0,0,1,0,0,0,1
chr1,9765314,9765614,.,0,0,1,0,0,0,0,0,1,0,0,0,0
chr1,9840888,9841188,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,9856734,9857034,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,9885381,9885681,.,0,0,0,1,0,1,1,0,0,0,0,0,0
chr1,9889557,9889857,.,0,0,0,1,0,0,0,1,0,0,0,0,1
chr1,9901960,9902260,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,9912474,9912774,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,9960470,9960770,.,0,0,0,0,0,0,0,1,1,0,0,0,0
chr1,10057810,10058110,.,0,0,0,0,1,1,0,0,0,0,0,0,0
chr1,10269962,10270262,.,1,0,0,1,0,1,1,1,0,0,0,1,0
chr1,10359199,10359499,.,0,0,0,0,0,0,1,1,0,0,1,0,0
chr1,10447888,10448188,.,0,0,0,0,0,0,1,0,0,0,0,0,1
chr1,10496827,10497127,.,1,0,0,0,0,0,0,1,0,0,0,0,1
chr1,10556166,10556466,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,10557194,10557494,.,0,0,1,0,0,0,0,0,0,0,0,1,0
chr1,10558298,10558598,.,0,0,0,0,0,0,1,0,0,0,1,0,0
chr1,10559108,10559408,.,0,0,0,0,0,0,0,1,0,0,1,1,1
chr1,10695362,10695662,.,0,0,0,0,0,0,0,0,0,0,0,1,0
chr1,10745725,10746025,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,10804772,10805072,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,10815976,10816276,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10821481,10821781,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,10854120,10854420,.,0,0,0,1,0,0,0,0,0,0,0,1,0
chr1,10864566,10864866,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10926804,10927104,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,10927158,10927458,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,10959916,10960216,.,0,0,0,0,0,0,1,0,0,0,0,0,0
chr1,10960349,10960649,.,0,0,0,0,0,0,1,0,0,0,0,1,0
chr1,10997526,10997826,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,11040295,11040595,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,11122903,11123203,.,0,1,0,0,0,1,1,1,1,0,0,0,0
chr1,11376891,11377191,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,11392859,11393159,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,11415602,11415902,.,0,0,0,1,1,0,0,1,0,0,0,0,0
chr1,11559598,11559898,.,0,0,0,1,1,0,0,1,0,1,1,0,0
chr1,11753218,11753518,.,0,1,0,0,0,0,0,0,0,0,0,0,0
chr1,11761752,11762052,.,0,0,0,0,1,0,1,0,0,0,0,0,0
chr1,11791821,11792121,.,0,0,0,1,0,0,0,0,0,1,1,0,1
chr1,11798254,11798554,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,11798869,11799169,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,11942921,11943221,.,0,0,0,1,0,0,0,1,0,0,1,0,0
chr1,11968676,11968976,.,0,0,1,1,1,0,1,1,0,0,1,0,1
chr1,11990016,11990316,.,0,0,1,0,0,1,0,1,0,0,1,0,0
chr1,12050786,12051086,.,0,0,1,0,0,0,1,1,0,0,0,0,1
chr1,12100596,12100896,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12112134,12112434,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12114328,12114628,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12124645,12124945,.,0,0,1,0,1,0,0,0,1,0,0,0,0
chr1,12126106,12126406,.,0,0,1,0,0,0,0,1,0,1,0,0,0
chr1,12127873,12128173,.,0,0,1,0,1,0,0,0,0,0,0,0,0
chr1,12150545,12150845,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,12193109,12193409,.,0,0,1,0,0,0,1,0,0,1,0,0,0
chr1,12210738,12211038,.,0,0,0,0,0,0,0,0,1,0,0,0,0
chr1,12213355,12213655,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12217893,12218193,.,0,0,1,0,0,0,0,1,0,0,0,0,0
chr1,12222014,12222314,.,0,0,1,0,0,1,0,0,0,0,0,0,0
chr1,12228555,12228855,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12231637,12231937,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12232122,12232422,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12233729,12234029,.,0,0,1,1,0,0,0,0,0,0,1,0,0
chr1,12236223,12236523,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12238083,12238383,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12239072,12239372,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12240501,12240801,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12244111,12244411,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,12405920,12406220,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12485548,12485848,.,0,0,0,0,0,0,1,1,0,1,1,0,0
chr1,12493362,12493662,.,1,0,0,1,0,0,0,0,0,0,1,0,0
chr1,12493957,12494257,.,0,0,1,0,0,1,0,0,0,0,1,0,0
chr1,12508744,12509044,.,0,0,1,0,0,0,0,0,0,0,1,0,0
chr1,12509260,12509560,.,0,0,0,0,0,1,0,0,1,0,0,0,0
chr1,12513426,12513726,.,0,0,0,0,0,0,0,0,0,0,0,0,1
chr1,12533395,12533695,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,12544382,12544682,.,0,0,0,0,1,0,1,0,0,0,1,0,0
chr1,12546523,12546823,.,0,0,0,1,0,0,0,0,0,0,0,1,0
chr1,12579069,12579369,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,12589457,12589757,.,1,0,0,0,1,1,0,1,0,0,1,0,0
chr1,12599903,12600203,.,0,0,1,0,0,0,1,0,0,0,0,0,0
chr1,12600539,12600839,.,0,0,0,0,0,0,0,1,0,0,0,0,0
chr1,12609728,12610028,.,0,0,0,1,0,0,1,0,0,0,1,0,0
chr1,12614031,12614331,.,1,0,0,1,0,0,0,1,0,0,1,0,0
chr1,12616508,12616808,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,12674471,12674771,.,1,0,1,1,1,1,1,1,0,0,1,0,1
chr1,12675630,12675930,.,0,0,1,1,0,0,0,1,0,0,0,0,1
chr1,12717654,12717954,.,0,0,0,0,0,0,0,0,0,0,1,0,0
chr1,13825147,13825447,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,13917035,13917335,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,13931696,13931996,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,14027975,14028275,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14029328,14029628,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14054814,14055114,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr1,14087425,14087725,.,0,0,0,1,1,0,0,0,0,0,0,1,1
chr1,14638403,14638703,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14656492,14656792,.,0,0,0,0,1,0,0,0,0,1,0,0,0
chr1,14765070,14765370,.,0,0,0,1,0,0,0,0,0,0,1,0,0
chr1,14843771,14844071,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14847056,14847356,.,0,0,1,0,0,0,0,0,0,1,0,0,0
chr1,14880221,14880521,.,0,0,0,0,0,1,0,0,0,0,0,0,0
chr1,14881585,14881885,.,0,0,1,0,0,0,0,0,0,0,0,0,0
chr1,14924130,14924430,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,14926407,14926707,.,0,0,1,1,0,0,0,0,0,0,0,0,0
chr1,14927178,14927478,.,0,0,0,1,0,0,0,0,0,0,0,0,0
chr1,14992464,14992764,.,1,0,0,1,1,0,0,0,0,0,0,0,0
chr1,15032296,15032596,.,0,0,0,0,1,0,0,0,0,0,0,0,0
chr1,15041062,15041362,.,0,0,0,1,0,0,0,0,0,0,0,0,1
chr1,15059487,15059787,.,0,0,1,1,1,0,0,0,0,0,0,0,0
chr1,15111229,15111529,.,0,0,0,1,1,0,0,0,0,0,1,0,0
chr1,15119678,15119978,.,0,0,0,1,1,0,0,0,0,0,0,1,0
chr1,15240257,15240557,.,0,0,0,0,0,0,0,1,0,0,0,0,0
