chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
chr1,1792344,1795344,.,0,0,1,1,0
chr1,1801773,1804773,.,1,1,0,1,1
chr1,1813534,1816534,.,1,1,1,1,1
chr1,1839167,1842167,.,0,1,1,1,1
chr1,1950224,1953224,.,0,1,0,0,0
chr1,1977386,1980386,.,0,0,0,1,0
chr1,2067262,2070262,.,0,0,1,0,0
chr1,2110436,2113436,.,0,0,1,0,1
chr1,2134426,2137426,.,0,1,0,1,1
chr1,2138751,2141751,.,1,0,1,1,1
chr1,2170769,2173769,.,0,0,0,1,1
chr1,2229268,2232268,.,1,1,0,0,0
chr1,2230545,2233545,.,0,1,0,0,0
chr1,2231182,2234182,.,0,1,0,0,0
chr1,2244375,2247375,.,0,0,1,1,0
chr1,2245221,2248221,.,0,1,0,1,1
chr1,2252198,2255198,.,1,0,0,0,0
chr1,2252651,2255651,.,0,0,1,0,0
chr1,2476159,2479159,.,0,1,1,1,1
chr1,2476973,2479973,.,1,1,1,0,1
chr1,2508354,2511354,.,0,1,1,1,0
chr1,2572600,2575600,.,0,1,1,0,0
chr1,2573204,2576204,.,1,1,1,1,1
chr1,3085612,3088612,.,0,0,0,1,0
chr1,3134555,3137555,.,0,0,0,1,0
chr1,3228364,3231364,.,0,0,0,1,0
chr1,3229727,3232727,.,0,0,0,1,0
chr1,3231338,3234338,.,0,0,0,1,0
chr1,3235789,3238789,.,0,0,0,1,0
chr1,3242039,3245039,.,0,0,0,1,0
chr1,3250389,3253389,.,0,0,0,1,0
chr1,3266043,3269043,.,0,0,0,1,0
chr1,3372317,3375317,.,0,0,0,1,0
chr1,3373466,3376466,.,0,0,1,1,0
chr1,3375819,3378819,.,0,0,0,1,0
chr1,3397528,3400528,.,0,0,1,1,0
chr1,3419419,3422419,.,0,0,1,0,0
chr1,3458577,3461577,.,0,0,1,0,0
chr1,3462644,3465644,.,0,0,1,0,0
chr1,3519913,3522913,.,1,0,0,0,0
chr1,3571971,3574971,.,0,1,0,0,0
chr1,3580099,3583099,.,0,1,0,0,0
chr1,3580750,3583750,.,0,1,0,0,0
chr1,3588872,3591872,.,0,1,0,0,0
chr1,3592747,3595747,.,0,1,0,0,0
chr1,3607859,3610859,.,0,1,0,0,0
chr1,3618679,3621679,.,0,0,0,0,1
chr1,3633286,3636286,.,0,1,0,0,0
chr1,3726612,3729612,.,0,0,1,0,0
chr1,3816468,3819468,.,0,1,1,1,1
chr1,4326147,4329147,.,0,1,0,1,0
chr1,4393029,4396029,.,0,0,0,0,1
chr1,5171345,5174345,.,0,0,0,0,1
chr1,5955847,5958847,.,0,0,0,1,0
chr1,6039179,6042179,.,0,0,1,0,0
chr1,6052338,6055338,.,0,1,1,0,1
chr1,6053447,6056447,.,0,1,1,0,0
chr1,6086827,6089827,.,0,1,0,0,0
chr1,6220127,6223127,.,0,0,1,0,0
chr1,6229556,6232556,.,0,0,0,1,0
chr1,6318668,6321668,.,0,1,1,0,0
chr1,6320395,6323395,.,0,0,0,0,1
chr1,6336454,6339454,.,0,0,1,0,0
chr1,6340566,6343566,.,0,0,0,1,0
chr1,6348906,6351906,.,0,1,0,0,0
chr1,6349623,6352623,.,0,1,0,0,0
chr1,6352753,6355753,.,0,1,1,0,0
chr1,6450294,6453294,.,0,0,1,0,1
chr1,6659810,6662810,.,0,1,1,1,1
chr1,6707654,6710654,.,0,1,1,1,0
chr1,6759400,6762400,.,0,0,0,1,1
chr1,6893202,6896202,.,0,1,1,0,1
chr1,6942312,6945312,.,0,1,1,1,1
chr1,7176293,7179293,.,0,0,1,0,1
chr1,7288380,7291380,.,0,0,1,0,0
chr1,7311881,7314881,.,0,0,0,1,0
chr1,7326372,7329372,.,0,0,1,0,0
chr1,7358055,7361055,.,0,0,1,0,0
chr1,7460606,7463606,.,1,0,1,0,0
chr1,7529659,7532659,.,0,0,1,0,0
chr1,7539027,7542027,.,0,0,1,0,0
chr1,7608003,7611003,.,1,0,1,0,0
chr1,7763216,7766216,.,1,0,1,1,1
chr1,7812241,7815241,.,0,0,0,1,0
chr1,7842084,7845084,.,1,0,1,1,1
chr1,8052922,8055922,.,0,1,1,1,1
chr1,8068798,8071798,.,1,0,0,1,1
chr1,8075387,8078387,.,0,0,0,1,0
chr1,8106500,8109500,.,0,0,1,0,0
chr1,8119996,8122996,.,1,0,0,1,0
chr1,8135860,8138860,.,0,0,1,1,0
chr1,8153253,8156253,.,0,0,1,1,0
chr1,8155417,8158417,.,0,1,1,1,1
chr1,8156042,8159042,.,0,1,1,1,0
chr1,8179597,8182597,.,0,0,1,1,0
chr1,8185781,8188781,.,0,0,1,0,0
chr1,8186270,8189270,.,0,0,0,1,0
chr1,8196734,8199734,.,0,0,1,1,0
chr1,8213406,8216406,.,0,0,0,1,0
chr1,8214338,8217338,.,0,0,0,1,0
chr1,8228495,8231495,.,0,1,0,1,1
chr1,8228896,8231896,.,0,0,0,1,0
chr1,8248626,8251626,.,0,0,1,1,0
chr1,8253297,8256297,.,0,0,1,1,1
chr1,8256405,8259405,.,1,0,1,1,0
chr1,8260859,8263859,.,1,0,1,1,0
chr1,8262518,8265518,.,0,0,0,1,0
chr1,8263212,8266212,.,0,0,1,0,0
chr1,8270776,8273776,.,0,0,1,1,1
chr1,8298697,8301697,.,0,0,0,1,0
chr1,8317896,8320896,.,0,0,0,1,0
chr1,8341862,8344862,.,0,1,0,0,1
chr1,8444463,8447463,.,0,1,0,0,0
chr1,8449333,8452333,.,0,1,0,0,0
chr1,8455806,8458806,.,0,1,0,0,0
chr1,8468500,8471500,.,0,0,1,0,0
chr1,8486290,8489290,.,0,1,0,1,1
chr1,8486721,8489721,.,0,1,0,0,0
chr1,8497676,8500676,.,0,1,0,0,0
chr1,8532457,8535457,.,0,1,0,0,0
chr1,8570236,8573236,.,0,0,1,0,1
chr1,8685244,8688244,.,0,1,1,1,0
chr1,8711358,8714358,.,0,1,0,0,0
chr1,8719107,8722107,.,0,1,0,0,0
chr1,8720395,8723395,.,0,1,0,1,1
chr1,8722732,8725732,.,0,1,0,1,0
chr1,8760927,8763927,.,1,0,1,1,0
chr1,8808869,8811869,.,0,1,1,1,1
chr1,8847961,8850961,.,0,1,0,1,1
chr1,8856976,8859976,.,0,1,1,1,0
chr1,8873609,8876609,.,0,1,1,0,0
chr1,8932346,8935346,.,1,1,1,1,0
chr1,8951927,8954927,.,0,1,0,1,0
chr1,8962644,8965644,.,0,0,1,0,0
chr1,8984540,8987540,.,0,0,1,0,0
chr1,8998388,9001388,.,0,0,1,0,0
chr1,9109590,9112590,.,0,1,0,0,0
chr1,9125984,9128984,.,0,1,0,0,0
chr1,9178448,9181448,.,0,1,0,0,0
chr1,9221572,9224572,.,0,1,1,1,0
chr1,9222339,9225339,.,0,1,0,1,0
chr1,9222648,9225648,.,0,1,0,1,0
chr1,9223636,9226636,.,0,1,0,0,0
chr1,9224244,9227244,.,0,1,0,0,0
chr1,9239861,9242861,.,0,1,1,1,0
chr1,9252812,9255812,.,0,1,0,0,0
chr1,9254958,9257958,.,0,1,0,0,0
chr1,9290319,9293319,.,0,1,0,0,0
chr1,9292090,9295090,.,0,0,1,1,0
chr1,9297352,9300352,.,0,0,1,0,0
chr1,9354100,9357100,.,0,0,1,0,0
chr1,9472290,9475290,.,0,1,1,0,0
chr1,9485119,9488119,.,0,1,0,0,0
chr1,9487653,9490653,.,1,1,1,1,1
chr1,9533805,9536805,.,0,1,1,1,0
chr1,9687779,9690779,.,0,1,0,0,0
chr1,9699206,9702206,.,0,1,0,0,0
chr1,9759130,9762130,.,0,1,0,0,0
chr1,9763963,9766963,.,0,1,0,0,0
chr1,9839364,9842364,.,0,1,0,0,0
chr1,9855384,9858384,.,0,1,0,0,0
chr1,9884154,9887154,.,0,0,1,0,0
chr1,9888208,9891208,.,0,0,0,1,0
chr1,9911168,9914168,.,0,0,1,0,0
chr1,9959084,9962084,.,0,0,0,1,0
chr1,10268494,10271494,.,1,0,1,1,0
chr1,10357848,10360848,.,0,0,1,1,1
chr1,10446746,10449746,.,0,0,1,0,0
chr1,10495477,10498477,.,1,0,0,1,0
chr1,10554864,10557864,.,0,1,0,0,0
chr1,10555847,10558847,.,0,1,0,0,0
chr1,10556896,10559896,.,0,0,1,0,1
chr1,10557597,10560597,.,0,0,0,1,1
chr1,10744379,10747379,.,0,0,0,1,0
chr1,10803371,10806371,.,0,1,0,0,0
chr1,10814637,10817637,.,0,0,1,0,0
chr1,10863247,10866247,.,0,0,1,0,0
chr1,10925808,10928808,.,0,1,0,0,0
chr1,10958563,10961563,.,0,0,1,0,0
chr1,10958997,10961997,.,0,0,1,0,0
chr1,10996074,10999074,.,0,0,0,1,0
chr1,11038855,11041855,.,0,0,0,1,0
chr1,11121461,11124461,.,0,0,1,1,0
chr1,11414307,11417307,.,0,0,0,1,0
chr1,11558416,11561416,.,0,0,0,1,1
chr1,11760282,11763282,.,0,0,1,0,0
chr1,11790437,11793437,.,0,0,0,0,1
chr1,11796904,11799904,.,0,0,0,1,0
chr1,11941659,11944659,.,0,0,0,1,1
chr1,11967520,11970520,.,0,1,1,1,1
chr1,11988604,11991604,.,0,1,0,1,1
chr1,12049379,12052379,.,0,1,1,1,0
chr1,12099246,12102246,.,0,1,0,0,0
chr1,12110782,12113782,.,0,1,0,0,1
chr1,12112957,12115957,.,0,1,0,0,0
chr1,12123262,12126262,.,0,1,0,0,0
chr1,12124630,12127630,.,0,1,0,1,0
chr1,12126522,12129522,.,0,1,0,0,0
chr1,12191750,12194750,.,0,1,1,0,0
chr1,12211942,12214942,.,0,1,0,0,0
chr1,12216608,12219608,.,0,1,0,1,0
chr1,12220590,12223590,.,0,1,0,0,0
chr1,12226594,12229594,.,0,1,0,0,1
chr1,12230315,12233315,.,0,1,0,0,0
chr1,12230695,12233695,.,0,1,0,0,0
chr1,12232437,12235437,.,0,1,0,0,1
chr1,12234848,12237848,.,0,1,0,0,0
chr1,12236861,12239861,.,0,1,0,0,1
chr1,12237820,12240820,.,0,0,0,1,0
chr1,12238998,12241998,.,0,0,0,1,0
chr1,12404555,12407555,.,0,1,0,0,0
chr1,12484197,12487197,.,0,0,1,1,1
chr1,12491977,12494977,.,1,0,0,0,1
chr1,12492498,12495498,.,0,1,0,0,1
chr1,12507372,12510372,.,0,1,0,0,1
chr1,12532044,12535044,.,0,0,0,0,1
chr1,12543031,12546031,.,0,0,1,0,1
chr1,12577720,12580720,.,0,1,0,0,0
chr1,12588084,12591084,.,1,0,0,1,1
chr1,12598527,12601527,.,0,1,1,0,0
chr1,12599136,12602136,.,0,0,0,1,0
chr1,12608406,12611406,.,0,0,1,0,1
chr1,12612682,12615682,.,1,0,0,1,1
chr1,12673183,12676183,.,1,1,1,1,1
chr1,12674278,12677278,.,0,1,0,1,0
chr1,12716307,12719307,.,0,0,0,0,1
chr1,13915728,13918728,.,0,1,0,0,0
chr1,14026481,14029481,.,0,1,0,0,0
chr1,14027936,14030936,.,0,1,0,0,0
chr1,14053363,14056363,.,0,1,0,0,0
chr1,14637060,14640060,.,0,1,0,0,0
chr1,14763671,14766671,.,0,0,0,0,1
chr1,14842429,14845429,.,0,1,0,0,0
chr1,14845729,14848729,.,0,1,0,0,0
chr1,14880234,14883234,.,0,1,0,0,0
chr1,14922768,14925768,.,0,1,0,0,0
chr1,14925056,14928056,.,0,1,0,0,0
chr1,14990985,14993985,.,1,0,0,0,0
chr1,15058147,15061147,.,0,1,0,0,0
chr1,15109894,15112894,.,0,0,0,0,1
chr1,15238907,15241907,.,0,0,0,1,0
chr1,15245949,15248949,.,0,1,0,0,0
chr1,15265108,15268108,.,0,0,0,1,0
chr1,15334060,15337060,.,0,0,0,1,0
chr1,15415652,15418652,.,0,0,0,1,0
chr1,15497684,15500684,.,0,0,0,1,0
chr1,15518154,15521154,.,0,1,1,1,1
chr1,15568841,15571841,.,0,1,0,0,0
chr1,15571232,15574232,.,0,1,0,0,0
chr1,15574324,15577324,.,0,1,0,0,1
chr1,15586350,15589350,.,0,1,0,1,0
chr1,15648146,15651146,.,0,1,0,0,0
chr1,15662837,15665837,.,0,0,1,0,0
chr1,15665569,15668569,.,0,1,1,0,0
chr1,15671769,15674769,.,0,0,1,0,1
chr1,15696226,15699226,.,0,0,0,1,0
chr1,15736864,15739864,.,0,1,1,0,0
chr1,15737328,15740328,.,0,0,1,0,0
chr1,15741133,15744133,.,0,1,1,1,1
chr1,15742704,15745704,.,0,1,1,0,0
chr1,15785141,15788141,.,0,0,1,0,0
chr1,15826545,15829545,.,0,0,1,0,0
chr1,15945330,15948330,.,0,1,1,0,0
chr1,16005889,16008889,.,0,0,1,0,0
chr1,16085765,16088765,.,1,1,1,1,1
chr1,16124169,16127169,.,1,1,1,0,0
chr1,16157189,16160189,.,0,0,1,1,1
chr1,16174599,16177599,.,1,1,1,1,1
chr1,16175204,16178204,.,0,1,1,1,1
chr1,16207944,16210944,.,0,0,1,0,1
chr1,16211440,16214440,.,0,1,1,1,1
chr1,16226341,16229341,.,0,1,0,1,1
chr1,16274828,16277828,.,0,1,1,0,0
chr1,16276117,16279117,.,0,1,1,0,1
chr1,16290396,16293396,.,0,1,0,1,0
chr1,16291152,16294152,.,0,1,0,1,0
chr1,16337913,16340913,.,0,1,1,1,1
chr1,16338365,16341365,.,0,1,0,1,1
chr1,16341441,16344441,.,0,1,0,0,0
chr1,16469062,16472062,.,1,0,1,1,1
chr1,16477533,16480533,.,0,0,1,1,0
chr1,16477881,16480881,.,0,0,0,1,0
chr1,16487615,16490615,.,0,0,0,0,1
chr1,16498325,16501325,.,0,0,1,0,1
chr1,16498719,16501719,.,1,0,1,0,0
chr1,16501111,16504111,.,0,0,1,0,1
chr1,16507064,16510064,.,0,0,1,1,0
chr1,16509820,16512820,.,0,0,1,0,0
chr1,16667622,16670622,.,0,1,1,1,1
chr1,16669141,16672141,.,0,1,1,1,1
chr1,16676068,16679068,.,0,1,1,0,1
chr1,16694722,16697722,.,1,1,1,1,1
chr1,16769135,16772135,.,0,0,0,0,1
chr1,16824291,16827291,.,1,1,1,1,1
chr1,16824890,16827890,.,0,0,0,1,0
chr1,17022340,17025340,.,0,0,0,1,1
chr1,17025672,17028672,.,0,0,0,1,0
chr1,17228552,17231552,.,0,0,0,1,0
chr1,17229891,17232891,.,1,1,1,1,1
chr1,17239014,17242014,.,1,1,1,1,1
chr1,17252906,17255906,.,0,0,1,0,0
chr1,17352292,17355292,.,0,0,1,1,1
chr1,17423615,17426615,.,0,0,0,0,1
chr1,17453571,17456571,.,0,0,1,0,0
chr1,17466577,17469577,.,0,1,0,0,0
chr1,17466944,17469944,.,0,1,0,0,0
chr1,17516641,17519641,.,0,0,1,0,0
chr1,17517553,17520553,.,0,0,1,0,0
chr1,17533228,17536228,.,0,1,1,0,0
chr1,17555977,17558977,.,0,1,1,0,1
chr1,17576833,17579833,.,0,0,0,0,1
chr1,17744796,17747796,.,0,1,1,1,1
chr1,17766625,17769625,.,1,1,1,1,1
chr1,17863701,17866701,.,0,1,0,0,0
chr1,17865869,17868869,.,0,1,0,0,0
chr1,17873585,17876585,.,0,0,1,0,0
chr1,17879233,17882233,.,0,1,0,0,0
chr1,17894861,17897861,.,0,0,1,1,0
chr1,17960984,17963984,.,0,0,0,1,0
chr1,18375185,18378185,.,0,0,0,1,0
chr1,18666303,18669303,.,0,1,0,0,0
chr1,19076684,19079684,.,0,0,1,0,0
chr1,19189100,19192100,.,0,0,1,0,0
chr1,19251791,19254791,.,0,1,1,1,0
chr1,19262643,19265643,.,0,0,0,1,1
chr1,19274860,19277860,.,0,0,0,1,0
chr1,19275860,19278860,.,0,1,1,1,0
chr1,19277218,19280218,.,0,1,0,0,0
chr1,19278894,19281894,.,1,1,0,0,0
chr1,19282410,19285410,.,0,0,0,1,0
chr1,19323487,19326487,.,0,0,0,1,0
chr1,19332597,19335597,.,1,0,0,1,0
chr1,19335078,19338078,.,0,0,0,1,0
chr1,19336197,19339197,.,0,0,1,1,0
chr1,19698342,19701342,.,0,0,0,1,0
chr1,19702566,19705566,.,0,1,0,0,0
chr1,19777607,19780607,.,0,1,1,1,0
chr1,19778880,19781880,.,0,1,0,0,0
chr1,19793549,19796549,.,0,1,0,0,0
chr1,19794579,19797579,.,0,1,1,0,1
chr1,19801903,19804903,.,0,0,0,1,0
chr1,19802497,19805497,.,0,1,0,1,0
chr1,19837817,19840817,.,0,1,0,0,0
chr1,19925426,19928426,.,0,0,0,1,0
chr1,20089947,20092947,.,1,0,1,1,1
chr1,20109847,20112847,.,0,1,1,0,0
chr1,20203469,20206469,.,0,0,1,1,1
chr1,20306552,20309552,.,0,0,0,1,0
chr1,20406209,20409209,.,0,1,0,0,0
chr1,20451265,20454265,.,0,1,0,0,0
chr1,20513010,20516010,.,0,0,0,0,1
chr1,20691645,20694645,.,0,1,0,0,0
chr1,20805563,20808563,.,1,0,0,1,0
chr1,20806704,20809704,.,1,0,0,1,0
chr1,20922852,20925852,.,0,0,1,0,0
chr1,20929390,20932390,.,0,0,1,0,0
chr1,20991984,20994984,.,1,1,1,1,1
chr1,21083487,21086487,.,0,0,1,0,1
chr1,21148248,21151248,.,0,1,1,1,1
chr1,21192944,21195944,.,0,1,1,0,0
chr1,21282518,21285518,.,0,1,1,0,1
chr1,21347497,21350497,.,1,1,0,1,1
chr1,21348254,21351254,.,0,1,0,1,0
chr1,21400609,21403609,.,0,1,0,1,0
chr1,21405438,21408438,.,0,1,0,0,1
chr1,21426600,21429600,.,1,1,1,1,1
chr1,21474501,21477501,.,0,0,0,1,1
chr1,21475045,21478045,.,0,1,1,1,0
chr1,21509411,21512411,.,0,0,1,0,1
chr1,21557143,21560143,.,0,0,1,0,0
chr1,21587021,21590021,.,1,0,1,0,1
chr1,21587395,21590395,.,0,0,1,0,0
chr1,21610009,21613009,.,0,1,1,1,1
chr1,21617297,21620297,.,0,1,0,0,0
chr1,21642454,21645454,.,0,1,1,0,0
chr1,21647831,21650831,.,0,0,1,1,0
chr1,21649849,21652849,.,0,1,1,0,0
chr1,21650422,21653422,.,0,1,0,0,0
chr1,21654577,21657577,.,0,1,1,1,0
chr1,21659288,21662288,.,1,1,0,1,0
chr1,21662644,21665644,.,0,0,1,0,0
chr1,21663167,21666167,.,0,0,1,0,0
chr1,21669194,21672194,.,0,1,1,0,0
chr1,21722685,21725685,.,0,1,1,1,1
chr1,21930324,21933324,.,0,0,1,1,0
chr1,21963876,21966876,.,0,0,1,0,1
chr1,21991655,21994655,.,0,0,0,1,0
chr1,22064616,22067616,.,0,1,0,1,1
chr1,22074744,22077744,.,1,1,1,1,0
chr1,22087705,22090705,.,0,1,0,0,0
chr1,22105260,22108260,.,0,1,1,0,1
chr1,22220441,22223441,.,0,0,0,1,0
chr1,22230059,22233059,.,0,0,1,0,1
chr1,22231347,22234347,.,0,0,0,0,1
chr1,22231977,22234977,.,0,0,0,0,1
chr1,22234398,22237398,.,0,0,0,0,1
chr1,22259011,22262011,.,0,0,0,1,0
chr1,22264832,22267832,.,0,0,0,1,0
chr1,22344202,22347202,.,0,1,0,0,1
chr1,22365015,22368015,.,0,1,1,0,0
chr1,22373760,22376760,.,1,1,1,1,1
chr1,22502548,22505548,.,0,1,0,0,0
chr1,22610606,22613606,.,0,0,1,0,0
chr1,22827925,22830925,.,0,1,1,1,1
chr1,22834999,22837999,.,0,0,0,1,0
chr1,22861840,22864840,.,0,0,0,0,1
chr1,23075560,23078560,.,0,1,0,0,0
chr1,23111971,23114971,.,0,0,1,0,0
chr1,23122196,23125196,.,0,0,0,1,0
chr1,23386136,23389136,.,0,0,0,1,0
chr1,23425443,23428443,.,0,1,0,0,0
chr1,23428538,23431538,.,0,1,1,0,1
chr1,23447606,23450606,.,0,0,0,1,0
chr1,23492948,23495948,.,0,0,1,1,0
chr1,23522001,23525001,.,0,0,1,0,0
chr1,23540967,23543967,.,1,0,1,1,0
chr1,23668211,23671211,.,0,1,1,1,1
chr1,23747551,23750551,.,0,0,1,1,1
chr1,23837973,23840973,.,0,0,1,0,0
chr1,23879996,23882996,.,1,1,1,1,1
chr1,23881099,23884099,.,0,0,1,1,0
chr1,23887496,23890496,.,0,1,1,1,1
chr1,23902733,23905733,.,0,1,1,0,0
chr1,23910792,23913792,.,0,0,1,0,0
chr1,23915604,23918604,.,0,1,0,0,0
chr1,23916687,23919687,.,0,1,1,1,0
chr1,23960120,23963120,.,0,1,1,0,0
chr1,23976293,23979293,.,0,0,1,0,0
chr1,24062552,24065552,.,0,0,0,1,0
chr1,24227689,24230689,.,1,0,0,0,0
chr1,24234606,24237606,.,0,1,0,0,0
chr1,24236031,24239031,.,0,1,0,0,0
chr1,24347910,24350910,.,0,0,1,1,1
chr1,24393669,24396669,.,0,0,0,1,0
chr1,24474995,24477995,.,0,0,1,0,0
chr1,24476355,24479355,.,0,0,0,1,0
chr1,24514759,24517759,.,0,1,0,0,0
chr1,24515239,24518239,.,0,1,0,0,0
chr1,24516189,24519189,.,0,1,0,0,0
chr1,24517124,24520124,.,0,1,1,0,0
chr1,24518146,24521146,.,0,0,0,1,1
chr1,24579973,24582973,.,0,0,0,1,1
chr1,24678965,24681965,.,0,0,0,0,1
chr1,24690392,24693392,.,1,1,1,1,1
chr1,24721127,24724127,.,0,0,0,1,1
chr1,24731208,24734208,.,0,0,0,0,1
chr1,24830216,24833216,.,0,0,0,1,0
chr1,24831715,24834715,.,0,0,1,0,0
chr1,24853369,24856369,.,0,0,0,1,0
chr1,24855171,24858171,.,0,0,0,1,0
chr1,24877417,24880417,.,0,0,0,1,0
chr1,24967298,24970298,.,0,0,0,0,1
chr1,24969224,24972224,.,0,0,1,0,1
chr1,25020581,25023581,.,0,1,0,0,1
chr1,25049661,25052661,.,0,0,1,1,1
chr1,25050243,25053243,.,0,0,0,0,1
chr1,25094164,25097164,.,0,1,0,0,0
chr1,25235959,25238959,.,0,1,0,1,1
chr1,25236360,25239360,.,0,1,0,1,0
chr1,25241365,25244365,.,0,1,0,1,0
chr1,25245367,25248367,.,0,1,0,0,0
chr1,25245709,25248709,.,0,1,0,0,0
chr1,25247480,25250480,.,0,1,0,0,1
chr1,25248727,25251727,.,0,1,0,0,0
chr1,25250330,25253330,.,0,1,0,0,0
chr1,25250672,25253672,.,0,1,0,0,0
chr1,25272253,25275253,.,0,1,0,0,0
chr1,25280253,25283253,.,0,1,0,0,1
chr1,25297449,25300449,.,0,1,0,0,0
chr1,25342609,25345609,.,0,0,1,0,0
chr1,25344388,25347388,.,0,1,0,0,0
chr1,25347443,25350443,.,0,1,1,0,0
chr1,25348845,25351845,.,0,1,0,0,0
chr1,25350757,25353757,.,0,1,0,0,0
chr1,25352258,25355258,.,0,1,0,0,0
chr1,25353691,25356691,.,0,1,0,0,0
chr1,25354052,25357052,.,0,1,0,0,0
chr1,25355983,25358983,.,0,1,1,0,0
chr1,25356738,25359738,.,0,1,0,0,0
chr1,25359120,25362120,.,0,1,0,0,0
chr1,25359892,25362892,.,0,1,0,0,0
chr1,25424555,25427555,.,0,1,0,0,0
chr1,25465414,25468414,.,0,1,0,0,0
chr1,25558295,25561295,.,1,1,1,1,1
chr1,25564756,25567756,.,0,1,1,1,1
chr1,25565138,25568138,.,0,1,1,1,1
chr1,25664679,25667679,.,0,1,0,0,0
chr1,25800583,25803583,.,0,1,0,0,1
chr1,25822527,25825527,.,0,1,1,1,0
chr1,25941497,25944497,.,0,1,1,1,0
chr1,26122239,26125239,.,0,1,0,0,1
chr1,26183570,26186570,.,0,0,1,0,0
chr1,26200215,26203215,.,0,1,1,1,0
chr1,26318825,26321825,.,0,0,0,0,1
chr1,26336394,26339394,.,0,0,0,0,1
chr1,26451487,26454487,.,0,1,1,0,1
chr1,26489632,26492632,.,0,0,0,1,0
chr1,26527067,26530067,.,0,0,0,0,1
chr1,26612549,26615549,.,0,1,0,0,0
chr1,26613845,26616845,.,0,1,0,0,1
chr1,26614257,26617257,.,0,1,0,0,0
chr1,26614859,26617859,.,0,1,0,0,0
chr1,26615767,26618767,.,0,0,1,0,0
chr1,26633350,26636350,.,0,0,1,0,1
chr1,26640568,26643568,.,0,1,1,0,1
chr1,26675912,26678912,.,0,0,0,1,0
chr1,26676699,26679699,.,0,0,1,1,0
chr1,26682389,26685389,.,0,0,1,0,0
chr1,26744180,26747180,.,0,0,0,0,1
chr1,26826007,26829007,.,1,1,1,1,1
chr1,26906045,26909045,.,0,1,0,0,0
chr1,26906437,26909437,.,1,0,1,1,1
chr1,26907937,26910937,.,0,1,0,0,0
chr1,26945575,26948575,.,0,1,1,1,1
chr1,26945980,26948980,.,1,1,1,1,1
chr1,27020008,27023008,.,0,1,0,1,1
chr1,27023324,27026324,.,1,1,1,1,1
chr1,27111358,27114358,.,0,0,0,1,0
chr1,27153228,27156228,.,0,1,1,0,1
chr1,27153597,27156597,.,0,1,1,0,0
chr1,27158787,27161787,.,0,1,0,1,0
chr1,27164099,27167099,.,0,1,1,1,0
chr1,27174483,27177483,.,1,0,1,0,0
chr1,27184447,27187447,.,0,0,0,0,1
chr1,27190160,27193160,.,1,1,1,1,1
chr1,27320131,27323131,.,0,0,0,1,0
chr1,27335303,27338303,.,0,0,1,0,1
chr1,27352205,27355205,.,0,0,0,1,1
chr1,27382636,27385636,.,0,0,0,0,1
chr1,27399407,27402407,.,0,0,0,0,1
chr1,27461388,27464388,.,0,0,0,0,1
chr1,27517911,27520911,.,0,0,1,0,0
chr1,27526008,27529008,.,1,1,1,1,1
chr1,27560215,27563215,.,0,1,0,1,0
chr1,27690590,27693590,.,1,1,1,1,1
chr1,27761705,27764705,.,0,1,0,0,1
chr1,27770715,27773715,.,0,0,1,0,0
chr1,27773857,27776857,.,0,1,1,1,1
chr1,27829698,27832698,.,0,0,1,1,0
chr1,27847434,27850434,.,1,0,0,1,1
