chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
chr1,3578957,3583957,.,0,1,0,0,0
chr1,3579721,3584721,.,0,1,0,0,0
chr1,3587880,3592880,.,0,1,0,0,0
chr1,3591741,3596741,.,0,1,0,0,0
chr1,3606857,3611857,.,0,1,0,0,0
chr1,3617680,3622680,.,0,0,0,0,1
chr1,3632300,3637300,.,0,1,0,0,0
chr1,3725613,3730613,.,0,0,1,0,0
chr1,3815359,3820359,.,0,1,1,1,1
chr1,4325189,4330189,.,0,1,0,1,0
chr1,4392030,4397030,.,0,0,0,0,1
chr1,5170353,5175353,.,0,0,0,0,1
chr1,5954839,5959839,.,0,0,0,1,0
chr1,6038183,6043183,.,0,0,1,0,0
chr1,6051355,6056355,.,0,1,1,0,1
chr1,6052460,6057460,.,0,1,1,0,0
chr1,6085871,6090871,.,0,1,0,0,0
chr1,6219117,6224117,.,0,0,1,0,0
chr1,6228561,6233561,.,0,0,0,1,0
chr1,6317635,6322635,.,0,1,1,0,0
chr1,6319264,6324264,.,0,0,0,0,1
chr1,6335454,6340454,.,0,0,1,0,0
chr1,6339519,6344519,.,0,0,0,1,0
chr1,6347863,6352863,.,0,1,0,0,0
chr1,6348772,6353772,.,0,1,0,0,0
chr1,6351716,6356716,.,0,1,1,0,0
chr1,6449295,6454295,.,0,0,1,0,1
chr1,6658823,6663823,.,0,1,1,1,1
chr1,6706655,6711655,.,0,1,1,1,0
chr1,6758401,6763401,.,0,0,0,1,1
chr1,6892203,6897203,.,0,1,1,0,1
chr1,6941517,6946517,.,0,1,1,1,1
chr1,7175290,7180290,.,0,0,1,0,1
chr1,7287416,7292416,.,0,0,1,0,0
chr1,7310882,7315882,.,0,0,0,1,0
chr1,7325333,7330333,.,0,0,1,0,0
chr1,7357047,7362047,.,0,0,1,0,0
chr1,7459644,7464644,.,1,0,1,0,0
chr1,7528801,7533801,.,0,0,1,0,0
chr1,7538026,7543026,.,0,0,1,0,0
chr1,7607010,7612010,.,1,0,1,0,0
chr1,7762237,7767237,.,1,0,1,1,1
chr1,7811241,7816241,.,0,0,0,1,0
chr1,7841104,7846104,.,1,0,1,1,1
chr1,8051907,8056907,.,0,1,1,1,1
chr1,8067765,8072765,.,1,0,0,1,1
chr1,8074137,8079137,.,0,0,0,1,0
chr1,8105502,8110502,.,0,0,1,0,0
chr1,8119009,8124009,.,1,0,0,1,0
chr1,8134911,8139911,.,0,0,1,1,0
chr1,8152225,8157225,.,0,0,1,1,0
chr1,8154325,8159325,.,0,1,1,1,1
chr1,8155098,8160098,.,0,1,1,1,0
chr1,8178628,8183628,.,0,0,1,1,0
chr1,8184797,8189797,.,0,0,1,0,0
chr1,8185198,8190198,.,0,0,0,1,0
chr1,8195711,8200711,.,0,0,1,1,0
chr1,8212403,8217403,.,0,0,0,1,0
chr1,8213350,8218350,.,0,0,0,1,0
chr1,8227475,8232475,.,0,1,0,1,1
chr1,8227896,8232896,.,0,0,0,1,0
chr1,8247627,8252627,.,0,0,1,1,0
chr1,8252272,8257272,.,0,0,1,1,1
chr1,8255401,8260401,.,1,0,1,1,0
chr1,8259882,8264882,.,1,0,1,1,0
chr1,8261518,8266518,.,0,0,0,1,0
chr1,8262123,8267123,.,0,0,1,0,0
chr1,8269715,8274715,.,0,0,1,1,1
chr1,8297717,8302717,.,0,0,0,1,0
chr1,8316876,8321876,.,0,0,0,1,0
chr1,8340906,8345906,.,0,1,0,0,1
chr1,8443464,8448464,.,0,1,0,0,0
chr1,8448446,8453446,.,0,1,0,0,0
chr1,8454710,8459710,.,0,1,0,0,0
chr1,8467383,8472383,.,0,0,1,0,0
chr1,8485286,8490286,.,0,1,0,1,1
chr1,8485741,8490741,.,0,1,0,0,0
chr1,8496657,8501657,.,0,1,0,0,0
chr1,8531458,8536458,.,0,1,0,0,0
chr1,8569246,8574246,.,0,0,1,0,1
chr1,8684179,8689179,.,0,1,1,1,0
chr1,8710356,8715356,.,0,1,0,0,0
chr1,8718104,8723104,.,0,1,0,0,0
chr1,8719438,8724438,.,0,1,0,1,1
chr1,8721758,8726758,.,0,1,0,1,0
chr1,8759800,8764800,.,1,0,1,1,0
chr1,8807869,8812869,.,0,1,1,1,1
chr1,8846987,8851987,.,0,1,0,1,1
chr1,8855842,8860842,.,0,1,1,1,0
chr1,8872610,8877610,.,0,1,1,0,0
chr1,8931253,8936253,.,1,1,1,1,0
chr1,8950972,8955972,.,0,1,0,1,0
chr1,8961644,8966644,.,0,0,1,0,0
chr1,8983580,8988580,.,0,0,1,0,0
chr1,8997511,9002511,.,0,0,1,0,0
chr1,9108591,9113591,.,0,1,0,0,0
chr1,9124977,9129977,.,0,1,0,0,0
chr1,9177432,9182432,.,0,1,0,0,0
chr1,9220550,9225550,.,0,1,1,1,0
chr1,9221283,9226283,.,0,1,0,1,0
chr1,9221583,9226583,.,0,1,0,1,0
chr1,9222638,9227638,.,0,1,0,0,0
chr1,9223122,9228122,.,0,1,0,0,0
chr1,9238862,9243862,.,0,1,1,1,0
chr1,9251813,9256813,.,0,1,0,0,0
chr1,9253877,9258877,.,0,1,0,0,0
chr1,9289444,9294444,.,0,1,0,0,0
chr1,9291144,9296144,.,0,0,1,1,0
chr1,9296370,9301370,.,0,0,1,0,0
chr1,9353101,9358101,.,0,0,1,0,0
chr1,9471275,9476275,.,0,1,1,0,0
chr1,9484111,9489111,.,0,1,0,0,0
chr1,9486533,9491533,.,1,1,1,1,1
chr1,9532804,9537804,.,0,1,1,1,0
chr1,9686905,9691905,.,0,1,0,0,0
chr1,9698208,9703208,.,0,1,0,0,0
chr1,9758169,9763169,.,0,1,0,0,0
chr1,9762964,9767964,.,0,1,0,0,0
chr1,9838538,9843538,.,0,1,0,0,0
chr1,9854384,9859384,.,0,1,0,0,0
chr1,9883031,9888031,.,0,0,1,0,0
chr1,9887207,9892207,.,0,0,0,1,0
chr1,9910124,9915124,.,0,0,1,0,0
chr1,9958120,9963120,.,0,0,0,1,0
chr1,10267612,10272612,.,1,0,1,1,0
chr1,10356849,10361849,.,0,0,1,1,1
chr1,10445538,10450538,.,0,0,1,0,0
chr1,10494477,10499477,.,1,0,0,1,0
chr1,10553816,10558816,.,0,1,0,0,0
chr1,10554844,10559844,.,0,1,0,0,0
chr1,10555948,10560948,.,0,0,1,0,1
chr1,10556758,10561758,.,0,0,0,1,1
chr1,10743375,10748375,.,0,0,0,1,0
chr1,10802422,10807422,.,0,1,0,0,0
chr1,10813626,10818626,.,0,0,1,0,0
chr1,10862216,10867216,.,0,0,1,0,0
chr1,10924808,10929808,.,0,1,0,0,0
chr1,10957566,10962566,.,0,0,1,0,0
chr1,10957999,10962999,.,0,0,1,0,0
chr1,10995176,11000176,.,0,0,0,1,0
chr1,11037945,11042945,.,0,0,0,1,0
chr1,11120553,11125553,.,0,0,1,1,0
chr1,11413252,11418252,.,0,0,0,1,0
chr1,11557248,11562248,.,0,0,0,1,1
chr1,11759402,11764402,.,0,0,1,0,0
chr1,11789471,11794471,.,0,0,0,0,1
chr1,11795904,11800904,.,0,0,0,1,0
chr1,11940571,11945571,.,0,0,0,1,1
chr1,11966326,11971326,.,0,1,1,1,1
chr1,11987666,11992666,.,0,1,0,1,1
chr1,12048436,12053436,.,0,1,1,1,0
chr1,12098246,12103246,.,0,1,0,0,0
chr1,12109784,12114784,.,0,1,0,0,1
chr1,12111978,12116978,.,0,1,0,0,0
chr1,12122295,12127295,.,0,1,0,0,0
chr1,12123756,12128756,.,0,1,0,1,0
chr1,12125523,12130523,.,0,1,0,0,0
chr1,12190759,12195759,.,0,1,1,0,0
chr1,12211005,12216005,.,0,1,0,0,0
chr1,12215543,12220543,.,0,1,0,1,0
chr1,12219664,12224664,.,0,1,0,0,0
chr1,12226205,12231205,.,0,1,0,0,1
chr1,12229287,12234287,.,0,1,0,0,0
chr1,12229772,12234772,.,0,1,0,0,0
chr1,12231379,12236379,.,0,1,0,0,1
chr1,12233873,12238873,.,0,1,0,0,0
chr1,12235733,12240733,.,0,1,0,0,1
chr1,12236722,12241722,.,0,0,0,1,0
chr1,12238151,12243151,.,0,0,0,1,0
chr1,12403570,12408570,.,0,1,0,0,0
chr1,12483198,12488198,.,0,0,1,1,1
chr1,12491012,12496012,.,1,0,0,0,1
chr1,12491607,12496607,.,0,1,0,0,1
chr1,12506394,12511394,.,0,1,0,0,1
chr1,12531045,12536045,.,0,0,0,0,1
chr1,12542032,12547032,.,0,0,1,0,1
chr1,12576719,12581719,.,0,1,0,0,0
chr1,12587107,12592107,.,1,0,0,1,1
chr1,12597553,12602553,.,0,1,1,0,0
chr1,12598189,12603189,.,0,0,0,1,0
chr1,12607378,12612378,.,0,0,1,0,1
chr1,12611681,12616681,.,1,0,0,1,1
chr1,12672121,12677121,.,1,1,1,1,1
chr1,12673280,12678280,.,0,1,0,1,0
chr1,12715304,12720304,.,0,0,0,0,1
chr1,13914685,13919685,.,0,1,0,0,0
chr1,14025625,14030625,.,0,1,0,0,0
chr1,14026978,14031978,.,0,1,0,0,0
chr1,14052464,14057464,.,0,1,0,0,0
chr1,14636053,14641053,.,0,1,0,0,0
chr1,14762720,14767720,.,0,0,0,0,1
chr1,14841421,14846421,.,0,1,0,0,0
chr1,14844706,14849706,.,0,1,0,0,0
chr1,14879235,14884235,.,0,1,0,0,0
chr1,14921780,14926780,.,0,1,0,0,0
chr1,14924057,14929057,.,0,1,0,0,0
chr1,14990114,14995114,.,1,0,0,0,0
chr1,15057137,15062137,.,0,1,0,0,0
chr1,15108879,15113879,.,0,0,0,0,1
chr1,15237907,15242907,.,0,0,0,1,0
chr1,15244950,15249950,.,0,1,0,0,0
chr1,15264108,15269108,.,0,0,0,1,0
chr1,15333062,15338062,.,0,0,0,1,0
chr1,15414625,15419625,.,0,0,0,1,0
chr1,15496753,15501753,.,0,0,0,1,0
chr1,15517088,15522088,.,0,1,1,1,1
chr1,15567852,15572852,.,0,1,0,0,0
chr1,15570248,15575248,.,0,1,0,0,0
chr1,15573350,15578350,.,0,1,0,0,1
chr1,15585620,15590620,.,0,1,0,1,0
chr1,15647149,15652149,.,0,1,0,0,0
chr1,15661881,15666881,.,0,0,1,0,0
chr1,15664572,15669572,.,0,1,1,0,0
chr1,15670770,15675770,.,0,0,1,0,1
chr1,15695227,15700227,.,0,0,0,1,0
chr1,15735889,15740889,.,0,1,1,0,0
chr1,15736323,15741323,.,0,0,1,0,0
chr1,15740395,15745395,.,0,1,1,1,1
chr1,15741478,15746478,.,0,1,1,0,0
chr1,15784076,15789076,.,0,0,1,0,0
chr1,15825546,15830546,.,0,0,1,0,0
chr1,15944312,15949312,.,0,1,1,0,0
chr1,16004931,16009931,.,0,0,1,0,0
chr1,16084780,16089780,.,1,1,1,1,1
chr1,16123163,16128163,.,1,1,1,0,0
chr1,16156084,16161084,.,0,0,1,1,1
chr1,16173492,16178492,.,1,1,1,1,1
chr1,16174209,16179209,.,0,1,1,1,1
chr1,16207047,16212047,.,0,0,1,0,1
chr1,16210425,16215425,.,0,1,1,1,1
chr1,16225341,16230341,.,0,1,0,1,1
chr1,16273755,16278755,.,0,1,1,0,0
chr1,16275287,16280287,.,0,1,1,0,1
chr1,16289423,16294423,.,0,1,0,1,0
chr1,16290333,16295333,.,0,1,0,1,0
chr1,16336978,16341978,.,0,1,1,1,1
chr1,16337353,16342353,.,0,1,0,1,1
chr1,16340300,16345300,.,0,1,0,0,0
chr1,16467891,16472891,.,1,0,1,1,1
chr1,16476551,16481551,.,0,0,1,1,0
chr1,16476882,16481882,.,0,0,0,1,0
chr1,16486614,16491614,.,0,0,0,0,1
chr1,16497328,16502328,.,0,0,1,0,1
chr1,16497696,16502696,.,1,0,1,0,0
chr1,16500105,16505105,.,0,0,1,0,1
chr1,16506022,16511022,.,0,0,1,1,0
chr1,16508937,16513937,.,0,0,1,0,0
chr1,16666621,16671621,.,0,1,1,1,1
chr1,16668141,16673141,.,0,1,1,1,1
chr1,16675039,16680039,.,0,1,1,0,1
chr1,16693715,16698715,.,1,1,1,1,1
chr1,16768136,16773136,.,0,0,0,0,1
chr1,16823312,16828312,.,1,1,1,1,1
chr1,16823876,16828876,.,0,0,0,1,0
chr1,17021360,17026360,.,0,0,0,1,1
chr1,17024705,17029705,.,0,0,0,1,0
chr1,17227545,17232545,.,0,0,0,1,0
chr1,17228978,17233978,.,1,1,1,1,1
chr1,17237985,17242985,.,1,1,1,1,1
chr1,17251958,17256958,.,0,0,1,0,0
chr1,17351293,17356293,.,0,0,1,1,1
chr1,17422685,17427685,.,0,0,0,0,1
chr1,17452571,17457571,.,0,0,1,0,0
chr1,17465537,17470537,.,0,1,0,0,0
chr1,17465940,17470940,.,0,1,0,0,0
chr1,17515695,17520695,.,0,0,1,0,0
chr1,17516539,17521539,.,0,0,1,0,0
chr1,17532240,17537240,.,0,1,1,0,0
chr1,17554978,17559978,.,0,1,1,0,1
chr1,17575837,17580837,.,0,0,0,0,1
chr1,17743879,17748879,.,0,1,1,1,1
chr1,17765757,17770757,.,1,1,1,1,1
chr1,17862854,17867854,.,0,1,0,0,0
chr1,17864994,17869994,.,0,1,0,0,0
chr1,17872586,17877586,.,0,0,1,0,0
chr1,17878233,17883233,.,0,1,0,0,0
chr1,17893911,17898911,.,0,0,1,1,0
chr1,17959987,17964987,.,0,0,0,1,0
chr1,18374158,18379158,.,0,0,0,1,0
chr1,18665320,18670320,.,0,1,0,0,0
chr1,19075685,19080685,.,0,0,1,0,0
chr1,19188102,19193102,.,0,0,1,0,0
chr1,19250712,19255712,.,0,1,1,1,0
chr1,19261644,19266644,.,0,0,0,1,1
chr1,19273906,19278906,.,0,0,0,1,0
chr1,19274808,19279808,.,0,1,1,1,0
chr1,19276140,19281140,.,0,1,0,0,0
chr1,19277861,19282861,.,1,1,0,0,0
chr1,19281408,19286408,.,0,0,0,1,0
chr1,19322455,19327455,.,0,0,0,1,0
chr1,19331598,19336598,.,1,0,0,1,0
chr1,19334095,19339095,.,0,0,0,1,0
chr1,19335259,19340259,.,0,0,1,1,0
chr1,19697412,19702412,.,0,0,0,1,0
chr1,19701570,19706570,.,0,1,0,0,0
chr1,19776479,19781479,.,0,1,1,1,0
chr1,19777892,19782892,.,0,1,0,0,0
chr1,19792630,19797630,.,0,1,0,0,0
chr1,19793576,19798576,.,0,1,1,0,1
chr1,19801008,19806008,.,0,0,0,1,0
chr1,19801513,19806513,.,0,1,0,1,0
chr1,19836787,19841787,.,0,1,0,0,0
chr1,19924391,19929391,.,0,0,0,1,0
chr1,20088919,20093919,.,1,0,1,1,1
chr1,20108712,20113712,.,0,1,1,0,0
chr1,20202383,20207383,.,0,0,1,1,1
chr1,20305533,20310533,.,0,0,0,1,0
chr1,20405126,20410126,.,0,1,0,0,0
chr1,20450218,20455218,.,0,1,0,0,0
chr1,20511835,20516835,.,0,0,0,0,1
chr1,20690664,20695664,.,0,1,0,0,0
chr1,20804532,20809532,.,1,0,0,1,0
chr1,20805702,20810702,.,1,0,0,1,0
chr1,20921852,20926852,.,0,0,1,0,0
chr1,20928374,20933374,.,0,0,1,0,0
chr1,20990977,20995977,.,1,1,1,1,1
chr1,21082489,21087489,.,0,0,1,0,1
chr1,21147240,21152240,.,0,1,1,1,1
chr1,21191944,21196944,.,0,1,1,0,0
chr1,21281513,21286513,.,0,1,1,0,1
chr1,21346623,21351623,.,1,1,0,1,1
chr1,21347255,21352255,.,0,1,0,1,0
chr1,21399445,21404445,.,0,1,0,1,0
chr1,21404438,21409438,.,0,1,0,0,1
chr1,21425598,21430598,.,1,1,1,1,1
chr1,21473356,21478356,.,0,0,0,1,1
chr1,21473937,21478937,.,0,1,1,1,0
chr1,21508412,21513412,.,0,0,1,0,1
chr1,21556144,21561144,.,0,0,1,0,0
chr1,21585950,21590950,.,1,0,1,0,1
chr1,21586629,21591629,.,0,0,1,0,0
chr1,21608891,21613891,.,0,1,1,1,1
chr1,21616298,21621298,.,0,1,0,0,0
chr1,21641513,21646513,.,0,1,1,0,0
chr1,21646786,21651786,.,0,0,1,1,0
chr1,21648745,21653745,.,0,1,1,0,0
chr1,21649523,21654523,.,0,1,0,0,0
chr1,21653526,21658526,.,0,1,1,1,0
chr1,21658404,21663404,.,1,1,0,1,0
chr1,21661586,21666586,.,0,0,1,0,0
chr1,21662116,21667116,.,0,0,1,0,0
chr1,21668169,21673169,.,0,1,1,0,0
chr1,21721719,21726719,.,0,1,1,1,1
chr1,21929231,21934231,.,0,0,1,1,0
chr1,21962817,21967817,.,0,0,1,0,1
chr1,21990675,21995675,.,0,0,0,1,0
chr1,22063617,22068617,.,0,1,0,1,1
chr1,22073737,22078737,.,1,1,1,1,0
chr1,22086705,22091705,.,0,1,0,0,0
chr1,22104261,22109261,.,0,1,1,0,1
chr1,22219441,22224441,.,0,0,0,1,0
chr1,22229000,22234000,.,0,0,1,0,1
chr1,22230331,22235331,.,0,0,0,0,1
chr1,22230983,22235983,.,0,0,0,0,1
chr1,22233418,22238418,.,0,0,0,0,1
chr1,22257965,22262965,.,0,0,0,1,0
chr1,22263798,22268798,.,0,0,0,1,0
chr1,22343224,22348224,.,0,1,0,0,1
chr1,22364033,22369033,.,0,1,1,0,0
chr1,22372763,22377763,.,1,1,1,1,1
chr1,22501549,22506549,.,0,1,0,0,0
chr1,22609606,22614606,.,0,0,1,0,0
chr1,22826835,22831835,.,0,1,1,1,1
chr1,22834068,22839068,.,0,0,0,1,0
chr1,22860840,22865840,.,0,0,0,0,1
chr1,23074529,23079529,.,0,1,0,0,0
chr1,23110955,23115955,.,0,0,1,0,0
chr1,23121368,23126368,.,0,0,0,1,0
chr1,23385136,23390136,.,0,0,0,1,0
chr1,23424395,23429395,.,0,1,0,0,0
chr1,23427510,23432510,.,0,1,1,0,1
chr1,23446607,23451607,.,0,0,0,1,0
chr1,23491828,23496828,.,0,0,1,1,0
chr1,23521016,23526016,.,0,0,1,0,0
chr1,23539967,23544967,.,1,0,1,1,0
chr1,23667248,23672248,.,0,1,1,1,1
chr1,23746549,23751549,.,0,0,1,1,1
chr1,23836974,23841974,.,0,0,1,0,0
chr1,23878972,23883972,.,1,1,1,1,1
chr1,23880183,23885183,.,0,0,1,1,0
chr1,23886439,23891439,.,0,1,1,1,1
chr1,23901518,23906518,.,0,1,1,0,0
chr1,23909715,23914715,.,0,0,1,0,0
chr1,23914571,23919571,.,0,1,0,0,0
chr1,23915775,23920775,.,0,1,1,1,0
chr1,23959124,23964124,.,0,1,1,0,0
chr1,23975294,23980294,.,0,0,1,0,0
chr1,24061553,24066553,.,0,0,0,1,0
chr1,24226705,24231705,.,1,0,0,0,0
chr1,24233567,24238567,.,0,1,0,0,0
chr1,24235013,24240013,.,0,1,0,0,0
chr1,24346914,24351914,.,0,0,1,1,1
chr1,24392669,24397669,.,0,0,0,1,0
chr1,24473995,24478995,.,0,0,1,0,0
chr1,24475397,24480397,.,0,0,0,1,0
chr1,24513749,24518749,.,0,1,0,0,0
chr1,24514309,24519309,.,0,1,0,0,0
chr1,24515198,24520198,.,0,1,0,0,0
chr1,24516092,24521092,.,0,1,1,0,0
chr1,24517299,24522299,.,0,0,0,1,1
chr1,24578970,24583970,.,0,0,0,1,1
chr1,24677965,24682965,.,0,0,0,0,1
chr1,24689457,24694457,.,1,1,1,1,1
chr1,24720128,24725128,.,0,0,0,1,1
chr1,24730169,24735169,.,0,0,0,0,1
chr1,24829207,24834207,.,0,0,0,1,0
chr1,24830796,24835796,.,0,0,1,0,0
chr1,24852370,24857370,.,0,0,0,1,0
chr1,24854171,24859171,.,0,0,0,1,0
chr1,24876393,24881393,.,0,0,0,1,0
chr1,24966299,24971299,.,0,0,0,0,1
chr1,24968210,24973210,.,0,0,1,0,1
chr1,25019581,25024581,.,0,1,0,0,1
chr1,25048643,25053643,.,0,0,1,1,1
chr1,25049296,25054296,.,0,0,0,0,1
chr1,25093173,25098173,.,0,1,0,0,0
chr1,25234801,25239801,.,0,1,0,1,1
chr1,25235364,25240364,.,0,1,0,1,0
chr1,25240368,25245368,.,0,1,0,1,0
chr1,25244368,25249368,.,0,1,0,0,0
chr1,25244703,25249703,.,0,1,0,0,0
chr1,25246394,25251394,.,0,1,0,0,1
chr1,25247714,25252714,.,0,1,0,0,0
chr1,25249353,25254353,.,0,1,0,0,0
chr1,25249715,25254715,.,0,1,0,0,0
chr1,25271254,25276254,.,0,1,0,0,0
chr1,25279294,25284294,.,0,1,0,0,1
chr1,25296438,25301438,.,0,1,0,0,0
chr1,25341662,25346662,.,0,0,1,0,0
chr1,25343505,25348505,.,0,1,0,0,0
chr1,25346429,25351429,.,0,1,1,0,0
chr1,25347954,25352954,.,0,1,0,0,0
chr1,25349757,25354757,.,0,1,0,0,0
chr1,25351204,25356204,.,0,1,0,0,0
chr1,25352725,25357725,.,0,1,0,0,0
chr1,25353058,25358058,.,0,1,0,0,0
chr1,25354989,25359989,.,0,1,1,0,0
chr1,25355674,25360674,.,0,1,0,0,0
chr1,25358171,25363171,.,0,1,0,0,0
chr1,25359026,25364026,.,0,1,0,0,0
chr1,25423398,25428398,.,0,1,0,0,0
chr1,25464413,25469413,.,0,1,0,0,0
chr1,25557352,25562352,.,1,1,1,1,1
chr1,25563803,25568803,.,0,1,1,1,1
chr1,25564144,25569144,.,0,1,1,1,1
chr1,25663680,25668680,.,0,1,0,0,0
chr1,25799593,25804593,.,0,1,0,0,1
chr1,25821528,25826528,.,0,1,1,1,0
chr1,25940476,25945476,.,0,1,1,1,0
chr1,26121129,26126129,.,0,1,0,0,1
chr1,26182573,26187573,.,0,0,1,0,0
chr1,26199228,26204228,.,0,1,1,1,0
chr1,26317731,26322731,.,0,0,0,0,1
chr1,26335394,26340394,.,0,0,0,0,1
chr1,26450550,26455550,.,0,1,1,0,1
chr1,26488628,26493628,.,0,0,0,1,0
chr1,26526056,26531056,.,0,0,0,0,1
chr1,26611629,26616629,.,0,1,0,0,0
chr1,26612718,26617718,.,0,1,0,0,1
chr1,26613262,26618262,.,0,1,0,0,0
chr1,26613876,26618876,.,0,1,0,0,0
chr1,26614755,26619755,.,0,0,1,0,0
chr1,26632456,26637456,.,0,0,1,0,1
chr1,26639591,26644591,.,0,1,1,0,1
chr1,26674964,26679964,.,0,0,0,1,0
chr1,26675688,26680688,.,0,0,1,1,0
chr1,26681385,26686385,.,0,0,1,0,0
chr1,26743163,26748163,.,0,0,0,0,1
chr1,26825050,26830050,.,1,1,1,1,1
chr1,26905034,26910034,.,0,1,0,0,0
chr1,26905438,26910438,.,1,0,1,1,1
chr1,26906898,26911898,.,0,1,0,0,0
chr1,26944543,26949543,.,0,1,1,1,1
chr1,26945270,26950270,.,1,1,1,1,1
chr1,27019108,27024108,.,0,1,0,1,1
chr1,27022388,27027388,.,1,1,1,1,1
chr1,27110340,27115340,.,0,0,0,1,0
chr1,27152128,27157128,.,0,1,1,0,1
chr1,27152730,27157730,.,0,1,1,0,0
chr1,27157694,27162694,.,0,1,0,1,0
chr1,27163153,27168153,.,0,1,1,1,0
chr1,27173528,27178528,.,1,0,1,0,0
chr1,27183449,27188449,.,0,0,0,0,1
chr1,27189156,27194156,.,1,1,1,1,1
chr1,27319146,27324146,.,0,0,0,1,0
chr1,27334304,27339304,.,0,0,1,0,1
chr1,27351311,27356311,.,0,0,0,1,1
chr1,27381636,27386636,.,0,0,0,0,1
chr1,27398435,27403435,.,0,0,0,0,1
chr1,27460411,27465411,.,0,0,0,0,1
chr1,27516911,27521911,.,0,0,1,0,0
chr1,27525069,27530069,.,1,1,1,1,1
chr1,27559254,27564254,.,0,1,0,1,0
chr1,27689523,27694523,.,1,1,1,1,1
chr1,27760621,27765621,.,0,1,0,0,1
chr1,27769715,27774715,.,0,0,1,0,0
chr1,27772858,27777858,.,0,1,1,1,1
chr1,27828668,27833668,.,0,0,1,1,0
chr1,27846506,27851506,.,1,0,0,1,1
