,chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
41,chr1,1791344,1796344,.,0,0,1,1,0
42,chr1,1800773,1805773,.,1,1,0,1,1
43,chr1,1812534,1817534,.,1,1,1,1,1
44,chr1,1838167,1843167,.,0,1,1,1,1
45,chr1,1949224,1954224,.,0,1,0,0,0
46,chr1,1976386,1981386,.,0,0,0,1,0
47,chr1,2066262,2071262,.,0,0,1,0,0
48,chr1,2109436,2114436,.,0,0,1,0,1
49,chr1,2133426,2138426,.,0,1,0,1,1
50,chr1,2137751,2142751,.,1,0,1,1,1
51,chr1,2169769,2174769,.,0,0,0,1,1
52,chr1,2228268,2233268,.,1,1,0,0,0
53,chr1,2229545,2234545,.,0,1,0,0,0
54,chr1,2230182,2235182,.,0,1,0,0,0
55,chr1,2243375,2248375,.,0,0,1,1,0
56,chr1,2244221,2249221,.,0,1,0,1,1
57,chr1,2251198,2256198,.,1,0,0,0,0
58,chr1,2251651,2256651,.,0,0,1,0,0
59,chr1,2475159,2480159,.,0,1,1,1,1
60,chr1,2475973,2480973,.,1,1,1,0,1
61,chr1,2507354,2512354,.,0,1,1,1,0
62,chr1,2571600,2576600,.,0,1,1,0,0
63,chr1,2572204,2577204,.,1,1,1,1,1
64,chr1,3084612,3089612,.,0,0,0,1,0
65,chr1,3133555,3138555,.,0,0,0,1,0
66,chr1,3227364,3232364,.,0,0,0,1,0
67,chr1,3228727,3233727,.,0,0,0,1,0
68,chr1,3230338,3235338,.,0,0,0,1,0
69,chr1,3234789,3239789,.,0,0,0,1,0
70,chr1,3241039,3246039,.,0,0,0,1,0
71,chr1,3249389,3254389,.,0,0,0,1,0
72,chr1,3265043,3270043,.,0,0,0,1,0
73,chr1,3371317,3376317,.,0,0,0,1,0
74,chr1,3372466,3377466,.,0,0,1,1,0
75,chr1,3374819,3379819,.,0,0,0,1,0
76,chr1,3396528,3401528,.,0,0,1,1,0
77,chr1,3418419,3423419,.,0,0,1,0,0
78,chr1,3457577,3462577,.,0,0,1,0,0
79,chr1,3461644,3466644,.,0,0,1,0,0
80,chr1,3518913,3523913,.,1,0,0,0,0
81,chr1,3570971,3575971,.,0,1,0,0,0
82,chr1,3579099,3584099,.,0,1,0,0,0
83,chr1,3579750,3584750,.,0,1,0,0,0
84,chr1,3587872,3592872,.,0,1,0,0,0
85,chr1,3591747,3596747,.,0,1,0,0,0
86,chr1,3606859,3611859,.,0,1,0,0,0
87,chr1,3617679,3622679,.,0,0,0,0,1
88,chr1,3632286,3637286,.,0,1,0,0,0
89,chr1,3725612,3730612,.,0,0,1,0,0
90,chr1,3815468,3820468,.,0,1,1,1,1
91,chr1,4325147,4330147,.,0,1,0,1,0
92,chr1,4392029,4397029,.,0,0,0,0,1
93,chr1,5170345,5175345,.,0,0,0,0,1
94,chr1,5954847,5959847,.,0,0,0,1,0
95,chr1,6038179,6043179,.,0,0,1,0,0
96,chr1,6051338,6056338,.,0,1,1,0,1
97,chr1,6052447,6057447,.,0,1,1,0,0
98,chr1,6085827,6090827,.,0,1,0,0,0
99,chr1,6219127,6224127,.,0,0,1,0,0
100,chr1,6228556,6233556,.,0,0,0,1,0
101,chr1,6317668,6322668,.,0,1,1,0,0
102,chr1,6319395,6324395,.,0,0,0,0,1
103,chr1,6335454,6340454,.,0,0,1,0,0
104,chr1,6339566,6344566,.,0,0,0,1,0
105,chr1,6347906,6352906,.,0,1,0,0,0
106,chr1,6348623,6353623,.,0,1,0,0,0
107,chr1,6351753,6356753,.,0,1,1,0,0
108,chr1,6449294,6454294,.,0,0,1,0,1
109,chr1,6658810,6663810,.,0,1,1,1,1
110,chr1,6706654,6711654,.,0,1,1,1,0
111,chr1,6758400,6763400,.,0,0,0,1,1
112,chr1,6892202,6897202,.,0,1,1,0,1
113,chr1,6941312,6946312,.,0,1,1,1,1
114,chr1,7175293,7180293,.,0,0,1,0,1
115,chr1,7287380,7292380,.,0,0,1,0,0
116,chr1,7310881,7315881,.,0,0,0,1,0
117,chr1,7325372,7330372,.,0,0,1,0,0
118,chr1,7357055,7362055,.,0,0,1,0,0
119,chr1,7459606,7464606,.,1,0,1,0,0
120,chr1,7528659,7533659,.,0,0,1,0,0
121,chr1,7538027,7543027,.,0,0,1,0,0
122,chr1,7607003,7612003,.,1,0,1,0,0
123,chr1,7762216,7767216,.,1,0,1,1,1
124,chr1,7811241,7816241,.,0,0,0,1,0
125,chr1,7841084,7846084,.,1,0,1,1,1
126,chr1,8051922,8056922,.,0,1,1,1,1
127,chr1,8067798,8072798,.,1,0,0,1,1
128,chr1,8074387,8079387,.,0,0,0,1,0
129,chr1,8105500,8110500,.,0,0,1,0,0
130,chr1,8118996,8123996,.,1,0,0,1,0
131,chr1,8134860,8139860,.,0,0,1,1,0
132,chr1,8152253,8157253,.,0,0,1,1,0
133,chr1,8154417,8159417,.,0,1,1,1,1
134,chr1,8155042,8160042,.,0,1,1,1,0
135,chr1,8178597,8183597,.,0,0,1,1,0
136,chr1,8184781,8189781,.,0,0,1,0,0
137,chr1,8185270,8190270,.,0,0,0,1,0
138,chr1,8195734,8200734,.,0,0,1,1,0
139,chr1,8212406,8217406,.,0,0,0,1,0
140,chr1,8213338,8218338,.,0,0,0,1,0
141,chr1,8227495,8232495,.,0,1,0,1,1
142,chr1,8227896,8232896,.,0,0,0,1,0
143,chr1,8247626,8252626,.,0,0,1,1,0
144,chr1,8252297,8257297,.,0,0,1,1,1
145,chr1,8255405,8260405,.,1,0,1,1,0
146,chr1,8259859,8264859,.,1,0,1,1,0
147,chr1,8261518,8266518,.,0,0,0,1,0
148,chr1,8262212,8267212,.,0,0,1,0,0
149,chr1,8269776,8274776,.,0,0,1,1,1
150,chr1,8297697,8302697,.,0,0,0,1,0
151,chr1,8316896,8321896,.,0,0,0,1,0
152,chr1,8340862,8345862,.,0,1,0,0,1
153,chr1,8443463,8448463,.,0,1,0,0,0
154,chr1,8448333,8453333,.,0,1,0,0,0
155,chr1,8454806,8459806,.,0,1,0,0,0
156,chr1,8467500,8472500,.,0,0,1,0,0
157,chr1,8485290,8490290,.,0,1,0,1,1
158,chr1,8485721,8490721,.,0,1,0,0,0
159,chr1,8496676,8501676,.,0,1,0,0,0
160,chr1,8531457,8536457,.,0,1,0,0,0
161,chr1,8569236,8574236,.,0,0,1,0,1
162,chr1,8684244,8689244,.,0,1,1,1,0
163,chr1,8710358,8715358,.,0,1,0,0,0
164,chr1,8718107,8723107,.,0,1,0,0,0
165,chr1,8719395,8724395,.,0,1,0,1,1
166,chr1,8721732,8726732,.,0,1,0,1,0
167,chr1,8759927,8764927,.,1,0,1,1,0
168,chr1,8807869,8812869,.,0,1,1,1,1
169,chr1,8846961,8851961,.,0,1,0,1,1
170,chr1,8855976,8860976,.,0,1,1,1,0
171,chr1,8872609,8877609,.,0,1,1,0,0
172,chr1,8931346,8936346,.,1,1,1,1,0
173,chr1,8950927,8955927,.,0,1,0,1,0
174,chr1,8961644,8966644,.,0,0,1,0,0
175,chr1,8983540,8988540,.,0,0,1,0,0
176,chr1,8997388,9002388,.,0,0,1,0,0
177,chr1,9108590,9113590,.,0,1,0,0,0
178,chr1,9124984,9129984,.,0,1,0,0,0
179,chr1,9177448,9182448,.,0,1,0,0,0
180,chr1,9220572,9225572,.,0,1,1,1,0
181,chr1,9221339,9226339,.,0,1,0,1,0
182,chr1,9221648,9226648,.,0,1,0,1,0
183,chr1,9222636,9227636,.,0,1,0,0,0
184,chr1,9223244,9228244,.,0,1,0,0,0
185,chr1,9238861,9243861,.,0,1,1,1,0
186,chr1,9251812,9256812,.,0,1,0,0,0
187,chr1,9253958,9258958,.,0,1,0,0,0
188,chr1,9289319,9294319,.,0,1,0,0,0
189,chr1,9291090,9296090,.,0,0,1,1,0
190,chr1,9296352,9301352,.,0,0,1,0,0
191,chr1,9353100,9358100,.,0,0,1,0,0
192,chr1,9471290,9476290,.,0,1,1,0,0
193,chr1,9484119,9489119,.,0,1,0,0,0
194,chr1,9486653,9491653,.,1,1,1,1,1
195,chr1,9532805,9537805,.,0,1,1,1,0
196,chr1,9686779,9691779,.,0,1,0,0,0
197,chr1,9698206,9703206,.,0,1,0,0,0
198,chr1,9758130,9763130,.,0,1,0,0,0
199,chr1,9762963,9767963,.,0,1,0,0,0
200,chr1,9838364,9843364,.,0,1,0,0,0
201,chr1,9854384,9859384,.,0,1,0,0,0
202,chr1,9883154,9888154,.,0,0,1,0,0
203,chr1,9887208,9892208,.,0,0,0,1,0
204,chr1,9910168,9915168,.,0,0,1,0,0
205,chr1,9958084,9963084,.,0,0,0,1,0
206,chr1,10267494,10272494,.,1,0,1,1,0
207,chr1,10356848,10361848,.,0,0,1,1,1
208,chr1,10445746,10450746,.,0,0,1,0,0
209,chr1,10494477,10499477,.,1,0,0,1,0
210,chr1,10553864,10558864,.,0,1,0,0,0
211,chr1,10554847,10559847,.,0,1,0,0,0
212,chr1,10555896,10560896,.,0,0,1,0,1
213,chr1,10556597,10561597,.,0,0,0,1,1
214,chr1,10743379,10748379,.,0,0,0,1,0
215,chr1,10802371,10807371,.,0,1,0,0,0
216,chr1,10813637,10818637,.,0,0,1,0,0
217,chr1,10862247,10867247,.,0,0,1,0,0
218,chr1,10924808,10929808,.,0,1,0,0,0
219,chr1,10957563,10962563,.,0,0,1,0,0
220,chr1,10957997,10962997,.,0,0,1,0,0
221,chr1,10995074,11000074,.,0,0,0,1,0
222,chr1,11037855,11042855,.,0,0,0,1,0
223,chr1,11120461,11125461,.,0,0,1,1,0
224,chr1,11413307,11418307,.,0,0,0,1,0
225,chr1,11557416,11562416,.,0,0,0,1,1
226,chr1,11759282,11764282,.,0,0,1,0,0
227,chr1,11789437,11794437,.,0,0,0,0,1
228,chr1,11795904,11800904,.,0,0,0,1,0
229,chr1,11940659,11945659,.,0,0,0,1,1
230,chr1,11966520,11971520,.,0,1,1,1,1
231,chr1,11987604,11992604,.,0,1,0,1,1
232,chr1,12048379,12053379,.,0,1,1,1,0
233,chr1,12098246,12103246,.,0,1,0,0,0
234,chr1,12109782,12114782,.,0,1,0,0,1
235,chr1,12111957,12116957,.,0,1,0,0,0
236,chr1,12122262,12127262,.,0,1,0,0,0
237,chr1,12123630,12128630,.,0,1,0,1,0
238,chr1,12125522,12130522,.,0,1,0,0,0
239,chr1,12190750,12195750,.,0,1,1,0,0
240,chr1,12210942,12215942,.,0,1,0,0,0
241,chr1,12215608,12220608,.,0,1,0,1,0
242,chr1,12219590,12224590,.,0,1,0,0,0
243,chr1,12225594,12230594,.,0,1,0,0,1
244,chr1,12229315,12234315,.,0,1,0,0,0
245,chr1,12229695,12234695,.,0,1,0,0,0
246,chr1,12231437,12236437,.,0,1,0,0,1
247,chr1,12233848,12238848,.,0,1,0,0,0
248,chr1,12235861,12240861,.,0,1,0,0,1
249,chr1,12236820,12241820,.,0,0,0,1,0
250,chr1,12237998,12242998,.,0,0,0,1,0
251,chr1,12403555,12408555,.,0,1,0,0,0
252,chr1,12483197,12488197,.,0,0,1,1,1
253,chr1,12490977,12495977,.,1,0,0,0,1
254,chr1,12491498,12496498,.,0,1,0,0,1
255,chr1,12506372,12511372,.,0,1,0,0,1
256,chr1,12531044,12536044,.,0,0,0,0,1
257,chr1,12542031,12547031,.,0,0,1,0,1
258,chr1,12576720,12581720,.,0,1,0,0,0
259,chr1,12587084,12592084,.,1,0,0,1,1
260,chr1,12597527,12602527,.,0,1,1,0,0
261,chr1,12598136,12603136,.,0,0,0,1,0
262,chr1,12607406,12612406,.,0,0,1,0,1
263,chr1,12611682,12616682,.,1,0,0,1,1
264,chr1,12672183,12677183,.,1,1,1,1,1
265,chr1,12673278,12678278,.,0,1,0,1,0
266,chr1,12715307,12720307,.,0,0,0,0,1
267,chr1,13914728,13919728,.,0,1,0,0,0
268,chr1,14025481,14030481,.,0,1,0,0,0
269,chr1,14026936,14031936,.,0,1,0,0,0
270,chr1,14052363,14057363,.,0,1,0,0,0
271,chr1,14636060,14641060,.,0,1,0,0,0
272,chr1,14762671,14767671,.,0,0,0,0,1
273,chr1,14841429,14846429,.,0,1,0,0,0
274,chr1,14844729,14849729,.,0,1,0,0,0
275,chr1,14879234,14884234,.,0,1,0,0,0
276,chr1,14921768,14926768,.,0,1,0,0,0
277,chr1,14924056,14929056,.,0,1,0,0,0
278,chr1,14989985,14994985,.,1,0,0,0,0
279,chr1,15057147,15062147,.,0,1,0,0,0
280,chr1,15108894,15113894,.,0,0,0,0,1
281,chr1,15237907,15242907,.,0,0,0,1,0
282,chr1,15244949,15249949,.,0,1,0,0,0
283,chr1,15264108,15269108,.,0,0,0,1,0
284,chr1,15333060,15338060,.,0,0,0,1,0
285,chr1,15414652,15419652,.,0,0,0,1,0
286,chr1,15496684,15501684,.,0,0,0,1,0
287,chr1,15517154,15522154,.,0,1,1,1,1
288,chr1,15567841,15572841,.,0,1,0,0,0
289,chr1,15570232,15575232,.,0,1,0,0,0
290,chr1,15573324,15578324,.,0,1,0,0,1
291,chr1,15585350,15590350,.,0,1,0,1,0
292,chr1,15647146,15652146,.,0,1,0,0,0
293,chr1,15661837,15666837,.,0,0,1,0,0
294,chr1,15664569,15669569,.,0,1,1,0,0
295,chr1,15670769,15675769,.,0,0,1,0,1
296,chr1,15695226,15700226,.,0,0,0,1,0
297,chr1,15735864,15740864,.,0,1,1,0,0
298,chr1,15736328,15741328,.,0,0,1,0,0
299,chr1,15740133,15745133,.,0,1,1,1,1
300,chr1,15741704,15746704,.,0,1,1,0,0
301,chr1,15784141,15789141,.,0,0,1,0,0
302,chr1,15825545,15830545,.,0,0,1,0,0
303,chr1,15944330,15949330,.,0,1,1,0,0
304,chr1,16004889,16009889,.,0,0,1,0,0
305,chr1,16084765,16089765,.,1,1,1,1,1
306,chr1,16123169,16128169,.,1,1,1,0,0
307,chr1,16156189,16161189,.,0,0,1,1,1
308,chr1,16173599,16178599,.,1,1,1,1,1
309,chr1,16174204,16179204,.,0,1,1,1,1
310,chr1,16206944,16211944,.,0,0,1,0,1
311,chr1,16210440,16215440,.,0,1,1,1,1
312,chr1,16225341,16230341,.,0,1,0,1,1
313,chr1,16273828,16278828,.,0,1,1,0,0
314,chr1,16275117,16280117,.,0,1,1,0,1
315,chr1,16289396,16294396,.,0,1,0,1,0
316,chr1,16290152,16295152,.,0,1,0,1,0
317,chr1,16336913,16341913,.,0,1,1,1,1
318,chr1,16337365,16342365,.,0,1,0,1,1
319,chr1,16340441,16345441,.,0,1,0,0,0
320,chr1,16468062,16473062,.,1,0,1,1,1
321,chr1,16476533,16481533,.,0,0,1,1,0
322,chr1,16476881,16481881,.,0,0,0,1,0
323,chr1,16486615,16491615,.,0,0,0,0,1
324,chr1,16497325,16502325,.,0,0,1,0,1
325,chr1,16497719,16502719,.,1,0,1,0,0
326,chr1,16500111,16505111,.,0,0,1,0,1
327,chr1,16506064,16511064,.,0,0,1,1,0
328,chr1,16508820,16513820,.,0,0,1,0,0
329,chr1,16666622,16671622,.,0,1,1,1,1
330,chr1,16668141,16673141,.,0,1,1,1,1
331,chr1,16675068,16680068,.,0,1,1,0,1
332,chr1,16693722,16698722,.,1,1,1,1,1
333,chr1,16768135,16773135,.,0,0,0,0,1
334,chr1,16823291,16828291,.,1,1,1,1,1
335,chr1,16823890,16828890,.,0,0,0,1,0
336,chr1,17021340,17026340,.,0,0,0,1,1
337,chr1,17024672,17029672,.,0,0,0,1,0
338,chr1,17227552,17232552,.,0,0,0,1,0
339,chr1,17228891,17233891,.,1,1,1,1,1
340,chr1,17238014,17243014,.,1,1,1,1,1
341,chr1,17251906,17256906,.,0,0,1,0,0
342,chr1,17351292,17356292,.,0,0,1,1,1
343,chr1,17422615,17427615,.,0,0,0,0,1
344,chr1,17452571,17457571,.,0,0,1,0,0
345,chr1,17465577,17470577,.,0,1,0,0,0
346,chr1,17465944,17470944,.,0,1,0,0,0
347,chr1,17515641,17520641,.,0,0,1,0,0
348,chr1,17516553,17521553,.,0,0,1,0,0
349,chr1,17532228,17537228,.,0,1,1,0,0
350,chr1,17554977,17559977,.,0,1,1,0,1
351,chr1,17575833,17580833,.,0,0,0,0,1
352,chr1,17743796,17748796,.,0,1,1,1,1
353,chr1,17765625,17770625,.,1,1,1,1,1
354,chr1,17862701,17867701,.,0,1,0,0,0
355,chr1,17864869,17869869,.,0,1,0,0,0
356,chr1,17872585,17877585,.,0,0,1,0,0
357,chr1,17878233,17883233,.,0,1,0,0,0
358,chr1,17893861,17898861,.,0,0,1,1,0
359,chr1,17959984,17964984,.,0,0,0,1,0
360,chr1,18374185,18379185,.,0,0,0,1,0
361,chr1,18665303,18670303,.,0,1,0,0,0
362,chr1,19075684,19080684,.,0,0,1,0,0
363,chr1,19188100,19193100,.,0,0,1,0,0
364,chr1,19250791,19255791,.,0,1,1,1,0
365,chr1,19261643,19266643,.,0,0,0,1,1
366,chr1,19273860,19278860,.,0,0,0,1,0
367,chr1,19274860,19279860,.,0,1,1,1,0
368,chr1,19276218,19281218,.,0,1,0,0,0
369,chr1,19277894,19282894,.,1,1,0,0,0
370,chr1,19281410,19286410,.,0,0,0,1,0
371,chr1,19322487,19327487,.,0,0,0,1,0
372,chr1,19331597,19336597,.,1,0,0,1,0
373,chr1,19334078,19339078,.,0,0,0,1,0
374,chr1,19335197,19340197,.,0,0,1,1,0
375,chr1,19697342,19702342,.,0,0,0,1,0
376,chr1,19701566,19706566,.,0,1,0,0,0
377,chr1,19776607,19781607,.,0,1,1,1,0
378,chr1,19777880,19782880,.,0,1,0,0,0
379,chr1,19792549,19797549,.,0,1,0,0,0
380,chr1,19793579,19798579,.,0,1,1,0,1
381,chr1,19800903,19805903,.,0,0,0,1,0
382,chr1,19801497,19806497,.,0,1,0,1,0
383,chr1,19836817,19841817,.,0,1,0,0,0
384,chr1,19924426,19929426,.,0,0,0,1,0
385,chr1,20088947,20093947,.,1,0,1,1,1
386,chr1,20108847,20113847,.,0,1,1,0,0
387,chr1,20202469,20207469,.,0,0,1,1,1
388,chr1,20305552,20310552,.,0,0,0,1,0
389,chr1,20405209,20410209,.,0,1,0,0,0
390,chr1,20450265,20455265,.,0,1,0,0,0
391,chr1,20512010,20517010,.,0,0,0,0,1
392,chr1,20690645,20695645,.,0,1,0,0,0
393,chr1,20804563,20809563,.,1,0,0,1,0
394,chr1,20805704,20810704,.,1,0,0,1,0
395,chr1,20921852,20926852,.,0,0,1,0,0
396,chr1,20928390,20933390,.,0,0,1,0,0
397,chr1,20990984,20995984,.,1,1,1,1,1
398,chr1,21082487,21087487,.,0,0,1,0,1
399,chr1,21147248,21152248,.,0,1,1,1,1
400,chr1,21191944,21196944,.,0,1,1,0,0
401,chr1,21281518,21286518,.,0,1,1,0,1
402,chr1,21346497,21351497,.,1,1,0,1,1
403,chr1,21347254,21352254,.,0,1,0,1,0
404,chr1,21399609,21404609,.,0,1,0,1,0
405,chr1,21404438,21409438,.,0,1,0,0,1
406,chr1,21425600,21430600,.,1,1,1,1,1
407,chr1,21473501,21478501,.,0,0,0,1,1
408,chr1,21474045,21479045,.,0,1,1,1,0
409,chr1,21508411,21513411,.,0,0,1,0,1
410,chr1,21556143,21561143,.,0,0,1,0,0
411,chr1,21586021,21591021,.,1,0,1,0,1
412,chr1,21586395,21591395,.,0,0,1,0,0
413,chr1,21609009,21614009,.,0,1,1,1,1
414,chr1,21616297,21621297,.,0,1,0,0,0
415,chr1,21641454,21646454,.,0,1,1,0,0
416,chr1,21646831,21651831,.,0,0,1,1,0
417,chr1,21648849,21653849,.,0,1,1,0,0
418,chr1,21649422,21654422,.,0,1,0,0,0
419,chr1,21653577,21658577,.,0,1,1,1,0
420,chr1,21658288,21663288,.,1,1,0,1,0
421,chr1,21661644,21666644,.,0,0,1,0,0
422,chr1,21662167,21667167,.,0,0,1,0,0
423,chr1,21668194,21673194,.,0,1,1,0,0
424,chr1,21721685,21726685,.,0,1,1,1,1
425,chr1,21929324,21934324,.,0,0,1,1,0
426,chr1,21962876,21967876,.,0,0,1,0,1
427,chr1,21990655,21995655,.,0,0,0,1,0
428,chr1,22063616,22068616,.,0,1,0,1,1
429,chr1,22073744,22078744,.,1,1,1,1,0
430,chr1,22086705,22091705,.,0,1,0,0,0
431,chr1,22104260,22109260,.,0,1,1,0,1
432,chr1,22219441,22224441,.,0,0,0,1,0
433,chr1,22229059,22234059,.,0,0,1,0,1
434,chr1,22230347,22235347,.,0,0,0,0,1
435,chr1,22230977,22235977,.,0,0,0,0,1
436,chr1,22233398,22238398,.,0,0,0,0,1
437,chr1,22258011,22263011,.,0,0,0,1,0
438,chr1,22263832,22268832,.,0,0,0,1,0
439,chr1,22343202,22348202,.,0,1,0,0,1
440,chr1,22364015,22369015,.,0,1,1,0,0
441,chr1,22372760,22377760,.,1,1,1,1,1
442,chr1,22501548,22506548,.,0,1,0,0,0
443,chr1,22609606,22614606,.,0,0,1,0,0
444,chr1,22826925,22831925,.,0,1,1,1,1
445,chr1,22833999,22838999,.,0,0,0,1,0
446,chr1,22860840,22865840,.,0,0,0,0,1
447,chr1,23074560,23079560,.,0,1,0,0,0
448,chr1,23110971,23115971,.,0,0,1,0,0
449,chr1,23121196,23126196,.,0,0,0,1,0
450,chr1,23385136,23390136,.,0,0,0,1,0
451,chr1,23424443,23429443,.,0,1,0,0,0
452,chr1,23427538,23432538,.,0,1,1,0,1
453,chr1,23446606,23451606,.,0,0,0,1,0
454,chr1,23491948,23496948,.,0,0,1,1,0
455,chr1,23521001,23526001,.,0,0,1,0,0
456,chr1,23539967,23544967,.,1,0,1,1,0
457,chr1,23667211,23672211,.,0,1,1,1,1
458,chr1,23746551,23751551,.,0,0,1,1,1
459,chr1,23836973,23841973,.,0,0,1,0,0
460,chr1,23878996,23883996,.,1,1,1,1,1
461,chr1,23880099,23885099,.,0,0,1,1,0
462,chr1,23886496,23891496,.,0,1,1,1,1
463,chr1,23901733,23906733,.,0,1,1,0,0
464,chr1,23909792,23914792,.,0,0,1,0,0
465,chr1,23914604,23919604,.,0,1,0,0,0
466,chr1,23915687,23920687,.,0,1,1,1,0
467,chr1,23959120,23964120,.,0,1,1,0,0
468,chr1,23975293,23980293,.,0,0,1,0,0
469,chr1,24061552,24066552,.,0,0,0,1,0
470,chr1,24226689,24231689,.,1,0,0,0,0
471,chr1,24233606,24238606,.,0,1,0,0,0
472,chr1,24235031,24240031,.,0,1,0,0,0
473,chr1,24346910,24351910,.,0,0,1,1,1
474,chr1,24392669,24397669,.,0,0,0,1,0
475,chr1,24473995,24478995,.,0,0,1,0,0
476,chr1,24475355,24480355,.,0,0,0,1,0
477,chr1,24513759,24518759,.,0,1,0,0,0
478,chr1,24514239,24519239,.,0,1,0,0,0
479,chr1,24515189,24520189,.,0,1,0,0,0
480,chr1,24516124,24521124,.,0,1,1,0,0
481,chr1,24517146,24522146,.,0,0,0,1,1
482,chr1,24578973,24583973,.,0,0,0,1,1
483,chr1,24677965,24682965,.,0,0,0,0,1
484,chr1,24689392,24694392,.,1,1,1,1,1
485,chr1,24720127,24725127,.,0,0,0,1,1
486,chr1,24730208,24735208,.,0,0,0,0,1
487,chr1,24829216,24834216,.,0,0,0,1,0
488,chr1,24830715,24835715,.,0,0,1,0,0
489,chr1,24852369,24857369,.,0,0,0,1,0
490,chr1,24854171,24859171,.,0,0,0,1,0
491,chr1,24876417,24881417,.,0,0,0,1,0
492,chr1,24966298,24971298,.,0,0,0,0,1
493,chr1,24968224,24973224,.,0,0,1,0,1
494,chr1,25019581,25024581,.,0,1,0,0,1
495,chr1,25048661,25053661,.,0,0,1,1,1
496,chr1,25049243,25054243,.,0,0,0,0,1
497,chr1,25093164,25098164,.,0,1,0,0,0
498,chr1,25234959,25239959,.,0,1,0,1,1
499,chr1,25235360,25240360,.,0,1,0,1,0
500,chr1,25240365,25245365,.,0,1,0,1,0
501,chr1,25244367,25249367,.,0,1,0,0,0
502,chr1,25244709,25249709,.,0,1,0,0,0
503,chr1,25246480,25251480,.,0,1,0,0,1
504,chr1,25247727,25252727,.,0,1,0,0,0
505,chr1,25249330,25254330,.,0,1,0,0,0
506,chr1,25249672,25254672,.,0,1,0,0,0
507,chr1,25271253,25276253,.,0,1,0,0,0
508,chr1,25279253,25284253,.,0,1,0,0,1
509,chr1,25296449,25301449,.,0,1,0,0,0
510,chr1,25341609,25346609,.,0,0,1,0,0
511,chr1,25343388,25348388,.,0,1,0,0,0
512,chr1,25346443,25351443,.,0,1,1,0,0
513,chr1,25347845,25352845,.,0,1,0,0,0
514,chr1,25349757,25354757,.,0,1,0,0,0
515,chr1,25351258,25356258,.,0,1,0,0,0
516,chr1,25352691,25357691,.,0,1,0,0,0
517,chr1,25353052,25358052,.,0,1,0,0,0
518,chr1,25354983,25359983,.,0,1,1,0,0
519,chr1,25355738,25360738,.,0,1,0,0,0
520,chr1,25358120,25363120,.,0,1,0,0,0
521,chr1,25358892,25363892,.,0,1,0,0,0
522,chr1,25423555,25428555,.,0,1,0,0,0
523,chr1,25464414,25469414,.,0,1,0,0,0
524,chr1,25557295,25562295,.,1,1,1,1,1
525,chr1,25563756,25568756,.,0,1,1,1,1
526,chr1,25564138,25569138,.,0,1,1,1,1
527,chr1,25663679,25668679,.,0,1,0,0,0
528,chr1,25799583,25804583,.,0,1,0,0,1
529,chr1,25821527,25826527,.,0,1,1,1,0
530,chr1,25940497,25945497,.,0,1,1,1,0
531,chr1,26121239,26126239,.,0,1,0,0,1
532,chr1,26182570,26187570,.,0,0,1,0,0
533,chr1,26199215,26204215,.,0,1,1,1,0
534,chr1,26317825,26322825,.,0,0,0,0,1
535,chr1,26335394,26340394,.,0,0,0,0,1
