chromosome,start,end,strand,A549,GM12878,HELAS3,HEPG2,K562
chr1,8985830,8986330,.,0,0,1,0,0
chr1,8999761,9000261,.,0,0,1,0,0
chr1,9110841,9111341,.,0,1,0,0,0
chr1,9127227,9127727,.,0,1,0,0,0
chr1,9179682,9180182,.,0,1,0,0,0
chr1,9222800,9223300,.,0,1,1,1,0
chr1,9223533,9224033,.,0,1,0,1,0
chr1,9223833,9224333,.,0,1,0,1,0
chr1,9224888,9225388,.,0,1,0,0,0
chr1,9225372,9225872,.,0,1,0,0,0
chr1,9241112,9241612,.,0,1,1,1,0
chr1,9254063,9254563,.,0,1,0,0,0
chr1,9256127,9256627,.,0,1,0,0,0
chr1,9291694,9292194,.,0,1,0,0,0
chr1,9293394,9293894,.,0,0,1,1,0
chr1,9298620,9299120,.,0,0,1,0,0
chr1,9355351,9355851,.,0,0,1,0,0
chr1,9473525,9474025,.,0,1,1,0,0
chr1,9486361,9486861,.,0,1,0,0,0
chr1,9488783,9489283,.,1,1,1,1,1
chr1,9535054,9535554,.,0,1,1,1,0
chr1,9689155,9689655,.,0,1,0,0,0
chr1,9700458,9700958,.,0,1,0,0,0
chr1,9760419,9760919,.,0,1,0,0,0
chr1,9765214,9765714,.,0,1,0,0,0
chr1,9840788,9841288,.,0,1,0,0,0
chr1,9856634,9857134,.,0,1,0,0,0
chr1,9885281,9885781,.,0,0,1,0,0
chr1,9889457,9889957,.,0,0,0,1,0
chr1,9912374,9912874,.,0,0,1,0,0
chr1,9960370,9960870,.,0,0,0,1,0
chr1,10269862,10270362,.,1,0,1,1,0
chr1,10359099,10359599,.,0,0,1,1,1
chr1,10447788,10448288,.,0,0,1,0,0
chr1,10496727,10497227,.,1,0,0,1,0
chr1,10556066,10556566,.,0,1,0,0,0
chr1,10557094,10557594,.,0,1,0,0,0
chr1,10558198,10558698,.,0,0,1,0,1
chr1,10559008,10559508,.,0,0,0,1,1
chr1,10745625,10746125,.,0,0,0,1,0
chr1,10804672,10805172,.,0,1,0,0,0
chr1,10815876,10816376,.,0,0,1,0,0
chr1,10864466,10864966,.,0,0,1,0,0
chr1,10927058,10927558,.,0,1,0,0,0
chr1,10959816,10960316,.,0,0,1,0,0
chr1,10960249,10960749,.,0,0,1,0,0
chr1,10997426,10997926,.,0,0,0,1,0
chr1,11040195,11040695,.,0,0,0,1,0
chr1,11122803,11123303,.,0,0,1,1,0
chr1,11415502,11416002,.,0,0,0,1,0
chr1,11559498,11559998,.,0,0,0,1,1
chr1,11761652,11762152,.,0,0,1,0,0
chr1,11791721,11792221,.,0,0,0,0,1
chr1,11798154,11798654,.,0,0,0,1,0
chr1,11942821,11943321,.,0,0,0,1,1
chr1,11968576,11969076,.,0,1,1,1,1
chr1,11989916,11990416,.,0,1,0,1,1
chr1,12050686,12051186,.,0,1,1,1,0
chr1,12100496,12100996,.,0,1,0,0,0
chr1,12112034,12112534,.,0,1,0,0,1
chr1,12114228,12114728,.,0,1,0,0,0
chr1,12124545,12125045,.,0,1,0,0,0
chr1,12126006,12126506,.,0,1,0,1,0
chr1,12127773,12128273,.,0,1,0,0,0
chr1,12193009,12193509,.,0,1,1,0,0
chr1,12213255,12213755,.,0,1,0,0,0
chr1,12217793,12218293,.,0,1,0,1,0
chr1,12221914,12222414,.,0,1,0,0,0
chr1,12228455,12228955,.,0,1,0,0,1
chr1,12231537,12232037,.,0,1,0,0,0
chr1,12232022,12232522,.,0,1,0,0,0
chr1,12233629,12234129,.,0,1,0,0,1
chr1,12236123,12236623,.,0,1,0,0,0
chr1,12237983,12238483,.,0,1,0,0,1
chr1,12238972,12239472,.,0,0,0,1,0
chr1,12240401,12240901,.,0,0,0,1,0
chr1,12405820,12406320,.,0,1,0,0,0
chr1,12485448,12485948,.,0,0,1,1,1
chr1,12493262,12493762,.,1,0,0,0,1
chr1,12493857,12494357,.,0,1,0,0,1
chr1,12508644,12509144,.,0,1,0,0,1
chr1,12533295,12533795,.,0,0,0,0,1
chr1,12544282,12544782,.,0,0,1,0,1
chr1,12578969,12579469,.,0,1,0,0,0
chr1,12589357,12589857,.,1,0,0,1,1
chr1,12599803,12600303,.,0,1,1,0,0
chr1,12600439,12600939,.,0,0,0,1,0
chr1,12609628,12610128,.,0,0,1,0,1
chr1,12613931,12614431,.,1,0,0,1,1
chr1,12674371,12674871,.,1,1,1,1,1
chr1,12675530,12676030,.,0,1,0,1,0
chr1,12717554,12718054,.,0,0,0,0,1
chr1,13916935,13917435,.,0,1,0,0,0
chr1,14027875,14028375,.,0,1,0,0,0
chr1,14029228,14029728,.,0,1,0,0,0
chr1,14054714,14055214,.,0,1,0,0,0
chr1,14638303,14638803,.,0,1,0,0,0
chr1,14764970,14765470,.,0,0,0,0,1
chr1,14843671,14844171,.,0,1,0,0,0
chr1,14846956,14847456,.,0,1,0,0,0
chr1,14881485,14881985,.,0,1,0,0,0
chr1,14924030,14924530,.,0,1,0,0,0
chr1,14926307,14926807,.,0,1,0,0,0
chr1,14992364,14992864,.,1,0,0,0,0
chr1,15059387,15059887,.,0,1,0,0,0
chr1,15111129,15111629,.,0,0,0,0,1
chr1,15240157,15240657,.,0,0,0,1,0
chr1,15247200,15247700,.,0,1,0,0,0
chr1,15266358,15266858,.,0,0,0,1,0
chr1,15335312,15335812,.,0,0,0,1,0
chr1,15416875,15417375,.,0,0,0,1,0
chr1,15499003,15499503,.,0,0,0,1,0
chr1,15519338,15519838,.,0,1,1,1,1
chr1,15570102,15570602,.,0,1,0,0,0
chr1,15572498,15572998,.,0,1,0,0,0
chr1,15575600,15576100,.,0,1,0,0,1
chr1,15587870,15588370,.,0,1,0,1,0
chr1,15649399,15649899,.,0,1,0,0,0
chr1,15664131,15664631,.,0,0,1,0,0
chr1,15666822,15667322,.,0,1,1,0,0
chr1,15673020,15673520,.,0,0,1,0,1
chr1,15697477,15697977,.,0,0,0,1,0
chr1,15738139,15738639,.,0,1,1,0,0
chr1,15738573,15739073,.,0,0,1,0,0
chr1,15742645,15743145,.,0,1,1,1,1
chr1,15743728,15744228,.,0,1,1,0,0
chr1,15786326,15786826,.,0,0,1,0,0
chr1,15827796,15828296,.,0,0,1,0,0
chr1,15946562,15947062,.,0,1,1,0,0
chr1,16007181,16007681,.,0,0,1,0,0
chr1,16087030,16087530,.,1,1,1,1,1
chr1,16125413,16125913,.,1,1,1,0,0
chr1,16158334,16158834,.,0,0,1,1,1
chr1,16175742,16176242,.,1,1,1,1,1
chr1,16176459,16176959,.,0,1,1,1,1
chr1,16209297,16209797,.,0,0,1,0,1
chr1,16212675,16213175,.,0,1,1,1,1
chr1,16227591,16228091,.,0,1,0,1,1
chr1,16276005,16276505,.,0,1,1,0,0
chr1,16277537,16278037,.,0,1,1,0,1
chr1,16291673,16292173,.,0,1,0,1,0
chr1,16292583,16293083,.,0,1,0,1,0
chr1,16339228,16339728,.,0,1,1,1,1
chr1,16339603,16340103,.,0,1,0,1,1
chr1,16342550,16343050,.,0,1,0,0,0
chr1,16470141,16470641,.,1,0,1,1,1
chr1,16478801,16479301,.,0,0,1,1,0
chr1,16479132,16479632,.,0,0,0,1,0
chr1,16488864,16489364,.,0,0,0,0,1
chr1,16499578,16500078,.,0,0,1,0,1
chr1,16499946,16500446,.,1,0,1,0,0
chr1,16502355,16502855,.,0,0,1,0,1
chr1,16508272,16508772,.,0,0,1,1,0
chr1,16511187,16511687,.,0,0,1,0,0
chr1,16668871,16669371,.,0,1,1,1,1
chr1,16670391,16670891,.,0,1,1,1,1
chr1,16677289,16677789,.,0,1,1,0,1
chr1,16695965,16696465,.,1,1,1,1,1
chr1,16770386,16770886,.,0,0,0,0,1
chr1,16825562,16826062,.,1,1,1,1,1
chr1,16826126,16826626,.,0,0,0,1,0
chr1,17023610,17024110,.,0,0,0,1,1
chr1,17026955,17027455,.,0,0,0,1,0
chr1,17229795,17230295,.,0,0,0,1,0
chr1,17231228,17231728,.,1,1,1,1,1
chr1,17240235,17240735,.,1,1,1,1,1
chr1,17254208,17254708,.,0,0,1,0,0
chr1,17353543,17354043,.,0,0,1,1,1
chr1,17424935,17425435,.,0,0,0,0,1
chr1,17454821,17455321,.,0,0,1,0,0
chr1,17467787,17468287,.,0,1,0,0,0
chr1,17468190,17468690,.,0,1,0,0,0
chr1,17517945,17518445,.,0,0,1,0,0
chr1,17518789,17519289,.,0,0,1,0,0
chr1,17534490,17534990,.,0,1,1,0,0
chr1,17557228,17557728,.,0,1,1,0,1
chr1,17578087,17578587,.,0,0,0,0,1
chr1,17746129,17746629,.,0,1,1,1,1
chr1,17768007,17768507,.,1,1,1,1,1
chr1,17865104,17865604,.,0,1,0,0,0
chr1,17867244,17867744,.,0,1,0,0,0
chr1,17874836,17875336,.,0,0,1,0,0
chr1,17880483,17880983,.,0,1,0,0,0
chr1,17896161,17896661,.,0,0,1,1,0
chr1,17962237,17962737,.,0,0,0,1,0
chr1,18376408,18376908,.,0,0,0,1,0
chr1,18667570,18668070,.,0,1,0,0,0
chr1,19077935,19078435,.,0,0,1,0,0
chr1,19190352,19190852,.,0,0,1,0,0
chr1,19252962,19253462,.,0,1,1,1,0
chr1,19263894,19264394,.,0,0,0,1,1
chr1,19276156,19276656,.,0,0,0,1,0
chr1,19277058,19277558,.,0,1,1,1,0
chr1,19278390,19278890,.,0,1,0,0,0
chr1,19280111,19280611,.,1,1,0,0,0
chr1,19283658,19284158,.,0,0,0,1,0
chr1,19324705,19325205,.,0,0,0,1,0
chr1,19333848,19334348,.,1,0,0,1,0
chr1,19336345,19336845,.,0,0,0,1,0
chr1,19337509,19338009,.,0,0,1,1,0
chr1,19699662,19700162,.,0,0,0,1,0
chr1,19703820,19704320,.,0,1,0,0,0
chr1,19778729,19779229,.,0,1,1,1,0
chr1,19780142,19780642,.,0,1,0,0,0
chr1,19794880,19795380,.,0,1,0,0,0
chr1,19795826,19796326,.,0,1,1,0,1
chr1,19803258,19803758,.,0,0,0,1,0
chr1,19803763,19804263,.,0,1,0,1,0
chr1,19839037,19839537,.,0,1,0,0,0
chr1,19926641,19927141,.,0,0,0,1,0
chr1,20091169,20091669,.,1,0,1,1,1
chr1,20110962,20111462,.,0,1,1,0,0
chr1,20204633,20205133,.,0,0,1,1,1
chr1,20307783,20308283,.,0,0,0,1,0
chr1,20407376,20407876,.,0,1,0,0,0
chr1,20452468,20452968,.,0,1,0,0,0
chr1,20514085,20514585,.,0,0,0,0,1
chr1,20692914,20693414,.,0,1,0,0,0
chr1,20806782,20807282,.,1,0,0,1,0
chr1,20807952,20808452,.,1,0,0,1,0
chr1,20924102,20924602,.,0,0,1,0,0
chr1,20930624,20931124,.,0,0,1,0,0
chr1,20993227,20993727,.,1,1,1,1,1
chr1,21084739,21085239,.,0,0,1,0,1
chr1,21149490,21149990,.,0,1,1,1,1
chr1,21194194,21194694,.,0,1,1,0,0
chr1,21283763,21284263,.,0,1,1,0,1
chr1,21348873,21349373,.,1,1,0,1,1
chr1,21349505,21350005,.,0,1,0,1,0
chr1,21401695,21402195,.,0,1,0,1,0
chr1,21406688,21407188,.,0,1,0,0,1
chr1,21427848,21428348,.,1,1,1,1,1
chr1,21475606,21476106,.,0,0,0,1,1
chr1,21476187,21476687,.,0,1,1,1,0
chr1,21510662,21511162,.,0,0,1,0,1
chr1,21558394,21558894,.,0,0,1,0,0
chr1,21588200,21588700,.,1,0,1,0,1
chr1,21588879,21589379,.,0,0,1,0,0
chr1,21611141,21611641,.,0,1,1,1,1
chr1,21618548,21619048,.,0,1,0,0,0
chr1,21643763,21644263,.,0,1,1,0,0
chr1,21649036,21649536,.,0,0,1,1,0
chr1,21650995,21651495,.,0,1,1,0,0
chr1,21651773,21652273,.,0,1,0,0,0
chr1,21655776,21656276,.,0,1,1,1,0
chr1,21660654,21661154,.,1,1,0,1,0
chr1,21663836,21664336,.,0,0,1,0,0
chr1,21664366,21664866,.,0,0,1,0,0
chr1,21670419,21670919,.,0,1,1,0,0
chr1,21723969,21724469,.,0,1,1,1,1
chr1,21931481,21931981,.,0,0,1,1,0
chr1,21965067,21965567,.,0,0,1,0,1
chr1,21992925,21993425,.,0,0,0,1,0
chr1,22065867,22066367,.,0,1,0,1,1
chr1,22075987,22076487,.,1,1,1,1,0
chr1,22088955,22089455,.,0,1,0,0,0
chr1,22106511,22107011,.,0,1,1,0,1
chr1,22221691,22222191,.,0,0,0,1,0
chr1,22231250,22231750,.,0,0,1,0,1
chr1,22232581,22233081,.,0,0,0,0,1
chr1,22233233,22233733,.,0,0,0,0,1
chr1,22235668,22236168,.,0,0,0,0,1
chr1,22260215,22260715,.,0,0,0,1,0
chr1,22266048,22266548,.,0,0,0,1,0
chr1,22345474,22345974,.,0,1,0,0,1
chr1,22366283,22366783,.,0,1,1,0,0
chr1,22375013,22375513,.,1,1,1,1,1
chr1,22503799,22504299,.,0,1,0,0,0
chr1,22611856,22612356,.,0,0,1,0,0
chr1,22829085,22829585,.,0,1,1,1,1
chr1,22836318,22836818,.,0,0,0,1,0
chr1,22863090,22863590,.,0,0,0,0,1
chr1,23076779,23077279,.,0,1,0,0,0
chr1,23113205,23113705,.,0,0,1,0,0
chr1,23123618,23124118,.,0,0,0,1,0
chr1,23387386,23387886,.,0,0,0,1,0
chr1,23426645,23427145,.,0,1,0,0,0
chr1,23429760,23430260,.,0,1,1,0,1
chr1,23448857,23449357,.,0,0,0,1,0
chr1,23494078,23494578,.,0,0,1,1,0
chr1,23523266,23523766,.,0,0,1,0,0
chr1,23542217,23542717,.,1,0,1,1,0
chr1,23669498,23669998,.,0,1,1,1,1
chr1,23748799,23749299,.,0,0,1,1,1
chr1,23839224,23839724,.,0,0,1,0,0
chr1,23881222,23881722,.,1,1,1,1,1
chr1,23882433,23882933,.,0,0,1,1,0
chr1,23888689,23889189,.,0,1,1,1,1
chr1,23903768,23904268,.,0,1,1,0,0
chr1,23911965,23912465,.,0,0,1,0,0
chr1,23916821,23917321,.,0,1,0,0,0
chr1,23918025,23918525,.,0,1,1,1,0
chr1,23961374,23961874,.,0,1,1,0,0
chr1,23977544,23978044,.,0,0,1,0,0
chr1,24063803,24064303,.,0,0,0,1,0
chr1,24228955,24229455,.,1,0,0,0,0
chr1,24235817,24236317,.,0,1,0,0,0
chr1,24237263,24237763,.,0,1,0,0,0
chr1,24349164,24349664,.,0,0,1,1,1
chr1,24394919,24395419,.,0,0,0,1,0
chr1,24476245,24476745,.,0,0,1,0,0
chr1,24477647,24478147,.,0,0,0,1,0
chr1,24515999,24516499,.,0,1,0,0,0
chr1,24516559,24517059,.,0,1,0,0,0
chr1,24517448,24517948,.,0,1,0,0,0
chr1,24518342,24518842,.,0,1,1,0,0
chr1,24519549,24520049,.,0,0,0,1,1
chr1,24581220,24581720,.,0,0,0,1,1
chr1,24680215,24680715,.,0,0,0,0,1
chr1,24691707,24692207,.,1,1,1,1,1
chr1,24722378,24722878,.,0,0,0,1,1
chr1,24732419,24732919,.,0,0,0,0,1
chr1,24831457,24831957,.,0,0,0,1,0
chr1,24833046,24833546,.,0,0,1,0,0
chr1,24854620,24855120,.,0,0,0,1,0
chr1,24856421,24856921,.,0,0,0,1,0
chr1,24878643,24879143,.,0,0,0,1,0
chr1,24968549,24969049,.,0,0,0,0,1
chr1,24970460,24970960,.,0,0,1,0,1
chr1,25021831,25022331,.,0,1,0,0,1
chr1,25050893,25051393,.,0,0,1,1,1
chr1,25051546,25052046,.,0,0,0,0,1
chr1,25095423,25095923,.,0,1,0,0,0
chr1,25237051,25237551,.,0,1,0,1,1
chr1,25237614,25238114,.,0,1,0,1,0
chr1,25242618,25243118,.,0,1,0,1,0
chr1,25246618,25247118,.,0,1,0,0,0
chr1,25246953,25247453,.,0,1,0,0,0
chr1,25248644,25249144,.,0,1,0,0,1
chr1,25249964,25250464,.,0,1,0,0,0
chr1,25251603,25252103,.,0,1,0,0,0
chr1,25251965,25252465,.,0,1,0,0,0
chr1,25273504,25274004,.,0,1,0,0,0
chr1,25281544,25282044,.,0,1,0,0,1
chr1,25298688,25299188,.,0,1,0,0,0
chr1,25343912,25344412,.,0,0,1,0,0
chr1,25345755,25346255,.,0,1,0,0,0
chr1,25348679,25349179,.,0,1,1,0,0
chr1,25350204,25350704,.,0,1,0,0,0
chr1,25352007,25352507,.,0,1,0,0,0
chr1,25353454,25353954,.,0,1,0,0,0
chr1,25354975,25355475,.,0,1,0,0,0
chr1,25355308,25355808,.,0,1,0,0,0
chr1,25357239,25357739,.,0,1,1,0,0
chr1,25357924,25358424,.,0,1,0,0,0
chr1,25360421,25360921,.,0,1,0,0,0
chr1,25361276,25361776,.,0,1,0,0,0
chr1,25425648,25426148,.,0,1,0,0,0
chr1,25466663,25467163,.,0,1,0,0,0
chr1,25559602,25560102,.,1,1,1,1,1
chr1,25566053,25566553,.,0,1,1,1,1
chr1,25566394,25566894,.,0,1,1,1,1
chr1,25665930,25666430,.,0,1,0,0,0
chr1,25801843,25802343,.,0,1,0,0,1
chr1,25823778,25824278,.,0,1,1,1,0
chr1,25942726,25943226,.,0,1,1,1,0
chr1,26123379,26123879,.,0,1,0,0,1
chr1,26184823,26185323,.,0,0,1,0,0
chr1,26201478,26201978,.,0,1,1,1,0
chr1,26319981,26320481,.,0,0,0,0,1
chr1,26337644,26338144,.,0,0,0,0,1
chr1,26452800,26453300,.,0,1,1,0,1
chr1,26490878,26491378,.,0,0,0,1,0
chr1,26528306,26528806,.,0,0,0,0,1
chr1,26613879,26614379,.,0,1,0,0,0
chr1,26614968,26615468,.,0,1,0,0,1
chr1,26615512,26616012,.,0,1,0,0,0
chr1,26616126,26616626,.,0,1,0,0,0
chr1,26617005,26617505,.,0,0,1,0,0
chr1,26634706,26635206,.,0,0,1,0,1
chr1,26641841,26642341,.,0,1,1,0,1
chr1,26677214,26677714,.,0,0,0,1,0
chr1,26677938,26678438,.,0,0,1,1,0
chr1,26683635,26684135,.,0,0,1,0,0
chr1,26745413,26745913,.,0,0,0,0,1
chr1,26827300,26827800,.,1,1,1,1,1
chr1,26907284,26907784,.,0,1,0,0,0
chr1,26907688,26908188,.,1,0,1,1,1
chr1,26909148,26909648,.,0,1,0,0,0
chr1,26946793,26947293,.,0,1,1,1,1
chr1,26947520,26948020,.,1,1,1,1,1
chr1,27021358,27021858,.,0,1,0,1,1
chr1,27024638,27025138,.,1,1,1,1,1
chr1,27112590,27113090,.,0,0,0,1,0
chr1,27154378,27154878,.,0,1,1,0,1
chr1,27154980,27155480,.,0,1,1,0,0
chr1,27159944,27160444,.,0,1,0,1,0
chr1,27165403,27165903,.,0,1,1,1,0
chr1,27175778,27176278,.,1,0,1,0,0
chr1,27185699,27186199,.,0,0,0,0,1
chr1,27191406,27191906,.,1,1,1,1,1
chr1,27321396,27321896,.,0,0,0,1,0
chr1,27336554,27337054,.,0,0,1,0,1
chr1,27353561,27354061,.,0,0,0,1,1
chr1,27383886,27384386,.,0,0,0,0,1
chr1,27400685,27401185,.,0,0,0,0,1
chr1,27462661,27463161,.,0,0,0,0,1
chr1,27519161,27519661,.,0,0,1,0,0
chr1,27527319,27527819,.,1,1,1,1,1
chr1,27561504,27562004,.,0,1,0,1,0
chr1,27691773,27692273,.,1,1,1,1,1
chr1,27762871,27763371,.,0,1,0,0,1
chr1,27771965,27772465,.,0,0,1,0,0
chr1,27775108,27775608,.,0,1,1,1,1
chr1,27830918,27831418,.,0,0,1,1,0
chr1,27848756,27849256,.,1,0,0,1,1
